seed,mode,channel,feature,reliable_imputer,threshold,rows,attack_rows,events,auroc,auprc,fpr,event_detected_ratio,censored_delay_mean,etap,etar,etaf1,false_alarm_seconds,n_false_alarms,original_threshold,original_auroc,original_auprc,original_etaf1,original_fpr,original_event_detected_ratio,original_censored_delay_mean,delta_auroc,delta_auprc,delta_etaf1,delta_event_detected_ratio,delta_fpr,delta_censored_delay
42,loo_sample,18,P1_PCV01Z,False,0.5972232818603516,401855,8947,50,0.8490458333802751,0.5065589237796717,0.0026901971962902,0.84,43.94,0.6829343558578036,0.5586565248621943,0.6145756059858867,1306,61,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,0.00014598128495435514,-4.216807655943455e-06,-0.0003350771380817852,0.0,0.0,0.0
42,loo_sample,19,P1_PCV02Z,False,0.598151445388794,401855,8947,50,0.8504914299980934,0.504910157592526,0.0026876520712227,0.84,44.46,0.685268029579958,0.5585236940765265,0.6154381381287385,1230,57,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,-0.0012996153328639348,0.001644549379489768,-0.001197609280933598,0.0,-2.545125067499824e-06,0.5200000000000031
42,loo_sample,20,P2_CO_rpm,True,0.5988863706588745,401855,8947,50,0.8497483890268617,0.502580326711263,0.00270037769656,0.82,46.62,0.6645789009906239,0.5347181236408105,0.5926178013460638,1316,64,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,-0.000556574361632256,0.003974380260752808,0.0216227275017411,0.020000000000000018,1.0180500269800236e-05,2.6799999999999997
42,loo_sample,21,P3_LCP01D,False,0.5968486666679382,401855,8947,50,0.8503998201457089,0.5076159382571445,0.0026978325714925,0.84,44.12,0.6865547727269834,0.5594457906839352,0.6165168603529877,1147,62,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,-0.0012080054804795015,-0.0010612312851286942,-0.002276331505182805,0.0,7.635375202299979e-06,0.17999999999999972
42,loo_sample,22,P3_LCV01D,False,0.597458004951477,401855,8947,50,0.84522958319019,0.5034907253200441,0.0026901971962902,0.84,43.98,0.6707142448463875,0.5463785924640202,0.6021954838787279,1317,65,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,0.0039622314750393794,0.0030639816519716367,0.01204504496907699,0.0,0.0,0.03999999999999915
42,loo_sample,23,P4_HT_LD,False,0.597271203994751,401855,8947,50,0.8492370760463537,0.5067025777438023,0.0026901971962902,0.84,43.94,0.6825362446864347,0.5588407353885101,0.6145257452524235,1306,61,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,-4.5261381124261924e-05,-0.00014787077178657348,-0.00028521640461864894,0.0,0.0,0.0
42,loo_sample,24,P4_HT_PS,False,0.5972210764884949,401855,8947,50,0.8491891457970745,0.5065525364585389,0.0026901971962902,0.84,43.94,0.6829343558578036,0.5586565248621943,0.6145756059858867,1306,61,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,2.6688681549202897e-06,2.1705134768401635e-06,-0.0003350771380817852,0.0,0.0,0.0
42,loo_sample,25,P4_LD,True,0.5974624156951904,401855,8947,50,0.8491822988217966,0.5065552124020999,0.0026825618210878,0.84,43.94,0.683972107841074,0.558525805907946,0.6149162401372985,1303,60,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,9.515843432783555e-06,-5.05430084118963e-07,-0.000675711289493619,0.0,-7.635375202399725e-06,0.0
42,loo_sample,26,P4_ST_GOV,True,0.5974425673484802,401855,8947,50,0.8491905002860661,0.5065478559532333,0.0026901971962902,0.84,43.94,0.6829343558578036,0.5586565248621943,0.6145756059858867,1306,61,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,1.314379163286361e-06,6.851018782505491e-06,-0.0003350771380817852,0.0,0.0,0.0
42,loo_sample,27,P4_ST_LD,True,0.5977985262870789,401855,8947,50,0.8492168171694198,0.5065771615809552,0.0026749264458855,0.84,43.94,0.6846249544463582,0.5585907353885101,0.6152193217901112,1300,60,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,-2.5002504190352326e-05,-2.2454608939459497e-05,-0.0009787929423062947,0.0,-1.5270750404699704e-05,0.0
42,loo_sample,28,P4_ST_PS,False,0.5975472331047058,401855,8947,50,0.8491918341512099,0.5065518829186754,0.0026901971962902,0.84,43.94,0.6823023557295324,0.558525805907946,0.6142405288478049,1306,61,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,-1.948598049583694e-08,2.8240533404000345e-06,0.0,0.0,0.0,0.0
42,zero,1,P1_B2004,True,0.5976513624191284,401855,8947,50,0.8488871887682277,0.506312161479626,0.0026800166960204,0.84,43.96,0.682898279664132,0.5582511729948263,0.6143156488397602,1302,61,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,0.00030462589700175347,0.00024254549238977852,-7.511999195530805e-05,0.0,-1.0180500269799803e-05,0.020000000000003126
42,zero,2,P1_B2016,True,0.6007870435714722,401855,8947,50,0.8458137896677398,0.5045694328471956,0.0026901971962902,0.84,43.94,0.6840441523896303,0.5584145849414704,0.6148779351156869,1309,59,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,0.003378024997489626,0.001985274124820191,-0.0006374062678820014,0.0,0.0,0.0
42,zero,3,P1_B3004,False,0.6015232801437378,401855,8947,50,0.8491827569556875,0.5064725197442078,0.0026800166960204,0.84,43.98,0.6852046358976157,0.5575868118485784,0.6148434141333791,1299,58,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,9.057709541959724e-06,8.218722780795051e-05,-0.0006028852855741729,0.0,-1.0180500269799803e-05,0.03999999999999915
42,zero,4,P1_B3005,False,0.6248876452445984,401855,8947,50,0.8422773274345494,0.5004923403823065,0.002649475195211,0.84,44.28,0.6830318454807947,0.5556022430827686,0.6127621207102244,1278,59,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,0.00691448723068,0.006062366589709267,0.0014784081375804892,0.0,-4.072200107920008e-05,0.3400000000000034
42,zero,5,P1_B4002,True,0.6015105247497559,401855,8947,50,0.8440146193656539,0.5039219465982658,0.0026851069461553,0.84,43.98,0.6846105854941937,0.5576450691320801,0.6146395322971051,1301,59,0.597582995891571,0.8491918146652294,0.5065547069720158,0.6142405288478049,0.0026901971962902,0.84,43.94,0.005177195299575499,0.0026327603737499317,-0.00039900344930021703,0.0,-5.090250134899901e-06,0.03999999999999915
