seed,mode,channel,feature,reliable_imputer,threshold,rows,attack_rows,events,auroc,auprc,fpr,event_detected_ratio,censored_delay_mean,etap,etar,etaf1,false_alarm_seconds,n_false_alarms
43,loo_sample,15,P1_LCV01D,True,0.5938014984130859,401855,8947,50,0.8526202551567901,0.5045955256420248,0.002695287446425117,0.84,43.82,0.6881909539262556,0.5495075944904859,0.6110795817380218,1134,56
43,loo_sample,16,P1_LCV01Z,True,0.5949837565422058,401855,8947,50,0.8532711321341786,0.5048592418149752,0.002695287446425117,0.84,43.74,0.6882693929219176,0.5498089811357861,0.6112968316038262,1132,57
43,loo_sample,17,P1_PCV01D,False,0.5937728881835938,401855,8947,50,0.8535572281438698,0.5049755485284605,0.0026927423213576715,0.84,43.7,0.688710299263481,0.5503978681199498,0.611834689569235,1132,57
43,loo_sample,18,P1_PCV01Z,False,0.5937026739120483,401855,8947,50,0.8535462060483712,0.5050047017227929,0.0026927423213576715,0.84,43.7,0.688710299263481,0.5503978681199498,0.611834689569235,1132,57
43,loo_sample,19,P1_PCV02Z,False,0.5959199666976929,401855,8947,50,0.8565315542614594,0.5035209797170936,0.00271819357203213,0.84,44.1,0.6838556439819308,0.547779907150678,0.6083006954783107,1181,55
43,loo_sample,20,P2_CO_rpm,True,0.5975385904312134,401855,8947,50,0.8528015896996249,0.4976904743162814,0.002682561821087888,0.84,44.02,0.6809512598104075,0.5348812965306426,0.5991418650898447,1128,61
43,loo_sample,21,P3_LCP01D,False,0.5953330993652344,401855,8947,50,0.8552392529984705,0.506411297024314,0.002697832571492563,0.84,43.72,0.6856991993334964,0.5500948676934092,0.6104570662688317,1137,59
43,loo_sample,22,P3_LCV01D,False,0.5936508178710938,401855,8947,50,0.8484347484817745,0.5017372850359273,0.0026927423213576715,0.84,43.7,0.6885298976307582,0.5503145347866165,0.6117120122370472,1132,57
43,loo_sample,23,P4_HT_LD,False,0.5936940312385559,401855,8947,50,0.8536538760467187,0.5052423582556208,0.0026927423213576715,0.84,43.7,0.688710299263481,0.5503978681199498,0.611834689569235,1132,57
43,loo_sample,24,P4_HT_PS,False,0.5937118530273438,401855,8947,50,0.8535216293910822,0.5049881700363837,0.0026927423213576715,0.84,43.7,0.688710299263481,0.5503978681199498,0.611834689569235,1132,57
43,loo_sample,25,P4_LD,True,0.5939872860908508,401855,8947,50,0.8535079395652961,0.5049879431156991,0.0026927423213576715,0.84,43.7,0.688710299263481,0.5503978681199498,0.611834689569235,1132,57
43,loo_sample,26,P4_ST_GOV,True,0.5936510562896729,401855,8947,50,0.8535077172544389,0.5049964083180497,0.0026927423213576715,0.84,43.7,0.688710299263481,0.5503978681199498,0.611834689569235,1132,57
43,loo_sample,27,P4_ST_LD,True,0.5937396287918091,401855,8947,50,0.8535296179319011,0.5050088654285586,0.002690197196290226,0.84,43.7,0.6889103004810542,0.5503978681199498,0.6119135987599897,1131,57
43,loo_sample,28,P4_ST_PS,False,0.5937245488166809,401855,8947,50,0.8535231384878166,0.5049996916091553,0.0026927423213576715,0.84,43.7,0.688710299263481,0.5503978681199498,0.611834689569235,1132,57
43,zero,1,P1_B2004,True,0.5941298007965088,401855,8947,50,0.8537013862806675,0.5050683500286202,0.002695287446425117,0.84,43.72,0.6884165117138746,0.5502463529684347,0.6116251414237158,1133,57
43,zero,2,P1_B2016,True,0.5992061495780945,401855,8947,50,0.850570976464009,0.5029100926642317,0.0026927423213576715,0.84,43.74,0.6926483374355504,0.5504080371947425,0.6133900596221799,1126,55
43,zero,3,P1_B3004,False,0.6014594435691833,401855,8947,50,0.8541288791072693,0.504177985508669,0.002667291070683213,0.84,43.76,0.6925001085958165,0.5496258211779232,0.6128459791868415,1121,54
43,zero,4,P1_B3005,False,0.6300886273384094,401855,8947,50,0.8458512903660065,0.49792778099919205,0.002667291070683213,0.82,49.08,0.6824516365325631,0.5477062280667195,0.607699259484827,1117,61
43,zero,5,P1_B4002,True,0.5973584055900574,401855,8947,50,0.8496413842542848,0.5029569011865239,0.0026774715709529965,0.82,48.94,0.6940811776526111,0.5501651310550201,0.6138001123952692,1121,54
43,zero,6,P1_B4005,False,0.6136283278465271,401855,8947,50,0.8458750237212654,0.4997040856157519,0.0026647459456157676,0.82,48.98,0.6925646636152504,0.5489468926562582,0.6124489427982028,1120,52
43,zero,7,P1_B400B,False,0.6112330555915833,401855,8947,50,0.8488237893529033,0.5021424306338008,0.0026622008205483215,0.82,48.98,0.6913768476278594,0.5487251245393038,0.6118462115743645,1115,54
43,zero,8,P1_B4022,True,0.6007447242736816,401855,8947,50,0.8472168758412801,0.5025893254004691,0.0026774715709529965,0.84,43.72,0.6899151650560884,0.5496233942507902,0.6118301232601554,1127,55
43,zero,9,P1_FCV01D,False,0.6061537265777588,401855,8947,50,0.8500881694816368,0.5015834471178409,0.0026647459456157676,0.84,43.72,0.6925949471610395,0.5492578339548332,0.6126542634851012,1122,53
43,zero,10,P1_FCV01Z,False,0.6054887771606445,401855,8947,50,0.8537597783679489,0.502507981096459,0.0026647459456157676,0.82,48.98,0.6913650270865336,0.5491738407540034,0.6121204214246554,1118,55
43,zero,11,P1_FCV02D,False,0.5951802134513855,401855,8947,50,0.8535236596311186,0.5045472781283391,0.002674926445885551,0.84,43.7,0.691752593826009,0.5503840314522447,0.6130236780872924,1126,55
43,zero,12,P1_FCV02Z,False,0.5972749590873718,401855,8947,50,0.8535350758554628,0.5043359619252299,0.00268765207122278,0.84,43.72,0.6888199157266933,0.5498101163845398,0.6115145737071419,1129,57
43,zero,13,P1_FCV03D,True,0.6043713688850403,401855,8947,50,0.8485650772617873,0.5016298796101324,0.002682561821087888,0.82,48.94,0.6885003931180826,0.549514557560665,0.6112058480347106,1124,56
43,zero,14,P1_FCV03Z,True,0.5986995100975037,401855,8947,50,0.8495169070999788,0.5028376441198101,0.0026851069461553342,0.82,49.06,0.6938147553510853,0.5495311446292868,0.6133012811234417,1126,53
43,zero,15,P1_LCV01D,True,0.6010791659355164,401855,8947,50,0.8536429370155456,0.5017748269129784,0.002710558196829792,0.84,43.78,0.6851102590226359,0.5495124951852479,0.6098650727591395,1179,58
43,zero,16,P1_LCV01Z,True,0.598700225353241,401855,8947,50,0.8543169610619783,0.5081368555642618,0.00268765207122278,0.84,43.58,0.6911029751013733,0.5512429326748058,0.6133004155937527,1135,55
43,zero,17,P1_PCV01D,False,0.5989952683448792,401855,8947,50,0.8544643521647302,0.5049815091366286,0.0026851069461553342,0.84,43.66,0.6878117350889001,0.5500617203830387,0.6112723471534522,1131,57
43,zero,18,P1_PCV01Z,False,0.5998049974441528,401855,8947,50,0.8516370501876327,0.5022140943765989,0.0026800166960204426,0.82,48.96,0.692782604452945,0.5494629441516035,0.6128552763619654,1125,53
43,zero,19,P1_PCV02Z,False,0.5977333188056946,401855,8947,50,0.84888314052023,0.49769350369228516,0.0026927423213576715,0.84,44.18,0.6823529561572137,0.5476349888976606,0.6076162861137153,1174,56
43,zero,20,P2_CO_rpm,True,0.5969296097755432,401855,8947,50,0.8519580747461706,0.49713467097962283,0.002695287446425117,0.84,44.02,0.6798844764584705,0.5354487832119775,0.5990839347935151,1134,62
43,zero,21,P3_LCP01D,False,0.6047420501708984,401855,8947,50,0.8550684676249662,0.5024845601069702,0.0026774715709529965,0.82,49.06,0.6948646076943243,0.5498313813857441,0.6138982859694209,1122,53
43,zero,22,P3_LCV01D,False,0.6158369183540344,401855,8947,50,0.8430712680624614,0.4985234825032453,0.0026571105704134303,0.84,43.82,0.6921728372275671,0.5485870680478468,0.6120717888167799,1117,53
43,zero,23,P4_HT_LD,False,0.6119318008422852,401855,8947,50,0.8503230499341909,0.5030471688066077,0.0026647459456157676,0.84,43.72,0.690715389252042,0.5491859758242122,0.6118731953163941,1125,53
43,zero,24,P4_HT_PS,False,0.6025832295417786,401855,8947,50,0.8485555779174329,0.5011128201717091,0.002672381320818105,0.82,48.94,0.6921012414334284,0.5494939496961123,0.6126077927200321,1122,54
43,zero,25,P4_LD,True,0.6000381112098694,401855,8947,50,0.8488553178115109,0.5017354391069779,0.002710558196829792,0.84,43.7,0.6870410192405884,0.550050575978915,0.6109609180351314,1140,57
43,zero,26,P4_ST_GOV,True,0.6039817929267883,401855,8947,50,0.8487724897358068,0.4997654593185455,0.002674926445885551,0.84,43.66,0.7017222263257342,0.5606536420539125,0.623305834267397,1118,50
43,zero,27,P4_ST_LD,True,0.6095514893531799,401855,8947,50,0.8535715560288406,0.5027677578787729,0.0026571105704134303,0.82,48.96,0.6943421004461897,0.5494790244494852,0.613474739013424,1114,52
43,zero,28,P4_ST_PS,False,0.6045610904693604,401855,8947,50,0.849957758775166,0.5013994795988551,0.0026647459456157676,0.82,48.98,0.6934262751118251,0.5489409851465726,0.6127819281187962,1116,53
44,original,0,original,True,0.5930403470993042,401855,8947,50,0.852687150527688,0.503059853990985,0.0027283740723019127,0.84,43.58,0.6930152240234029,0.5651774787584195,0.6226019212935573,1159,61
44,loo_sample,1,P1_B2004,True,0.5930978655815125,401855,8947,50,0.8526880800231789,0.5030628246795162,0.0027283740723019127,0.84,43.58,0.6930152240234029,0.5651774787584195,0.6226019212935573,1159,61
44,loo_sample,2,P1_B2016,True,0.5931794047355652,401855,8947,50,0.8526600883411404,0.5030462907485372,0.0027283740723019127,0.84,43.58,0.6916146498280313,0.5651245687055094,0.6220040322296139,1161,62
44,loo_sample,3,P1_B3004,False,0.5926278233528137,401855,8947,50,0.8498405255696521,0.49949763922845103,0.0027207386970995754,0.84,43.64,0.6914970133873924,0.5644982182649769,0.6215769330257706,1166,61
44,loo_sample,4,P1_B3005,False,0.5938228368759155,401855,8947,50,0.8503497947979474,0.5005915696764243,0.0027283740723019127,0.84,43.66,0.6916293183399989,0.5638994017615377,0.621267124532404,1159,60
44,loo_sample,5,P1_B4002,True,0.5930750966072083,401855,8947,50,0.8526909912571053,0.5030665427055392,0.0027283740723019127,0.84,43.58,0.6930152240234029,0.5651774787584195,0.6226019212935573,1159,61
44,loo_sample,6,P1_B4005,False,0.594020664691925,401855,8947,50,0.8526270115293705,0.5030464203694851,0.002725828947234467,0.84,43.6,0.6930661434725244,0.5649957073946349,0.6225121534885139,1158,60
44,loo_sample,7,P1_B400B,False,0.5930862426757812,401855,8947,50,0.8526773422523148,0.5030539308485487,0.0027283740723019127,0.84,43.58,0.6930152240234029,0.5651774787584195,0.6226019212935573,1159,61
44,loo_sample,8,P1_B4022,True,0.593093752861023,401855,8947,50,0.8526881748928794,0.5030523565468268,0.0027283740723019127,0.84,43.58,0.6925832476811302,0.5651393108194882,0.6224043874131473,1159,61
44,loo_sample,9,P1_FCV01D,False,0.5931010842323303,401855,8947,50,0.8526901640274535,0.5030519383073956,0.0027283740723019127,0.84,43.58,0.6930152240234029,0.5651774787584195,0.6226019212935573,1159,61
44,loo_sample,10,P1_FCV01Z,False,0.5931352972984314,401855,8947,50,0.8527046914659322,0.5030575650502389,0.0027283740723019127,0.84,43.58,0.6925832476811302,0.5651393108194882,0.6224043874131473,1159,61
44,loo_sample,11,P1_FCV02D,False,0.5943515300750732,401855,8947,50,0.8528654318876292,0.5031029286760227,0.0027283740723019127,0.84,43.6,0.6918403854897888,0.5651102112114288,0.6220866076913365,1159,61
44,loo_sample,12,P1_FCV02Z,False,0.5934627652168274,401855,8947,50,0.8526870136991245,0.5030960702006414,0.0027283740723019127,0.84,43.6,0.6927018353788106,0.5650726350234886,0.62241182439951,1159,61
44,loo_sample,13,P1_FCV03D,True,0.5930987000465393,401855,8947,50,0.852004309572917,0.5029937277078605,0.0027283740723019127,0.84,43.58,0.6917727747467438,0.565245478226783,0.6221412170603171,1162,61
44,loo_sample,14,P1_FCV03Z,True,0.5938069820404053,401855,8947,50,0.8516888814733055,0.5026020771581932,0.002725828947234467,0.84,43.58,0.6938692257133721,0.5652542567359609,0.6229929612457235,1161,60
44,loo_sample,15,P1_LCV01D,True,0.5931704640388489,401855,8947,50,0.851018320526523,0.5009535908616743,0.0027309191973693588,0.84,43.7,0.6945176306861018,0.5642469091203042,0.6226413503902163,1163,59
44,loo_sample,16,P1_LCV01Z,True,0.5929537415504456,401855,8947,50,0.8520749978827984,0.5021526132124957,0.0027283740723019127,0.84,43.64,0.6912325046428903,0.564649830368148,0.621561918040877,1164,62
