variant,seed,split_seed,fault_id,auroc,auprc,detected_run_ratio,detection_delay,prefault_run_alarm_rate,architecture
F1,42,42,15,0.5187780717942649,0.7205006250799372,0.0,,0.0,tcn
F1,42,42,16,0.5117017914664951,0.7155132325477896,0.0,,0.0,tcn
F1,42,42,17,0.9841942931214935,0.994442095075278,1.0,32.6,0.0,tcn
F1,42,42,18,0.9369361047315081,0.9765205945732887,1.0,59.7,0.0,tcn
F1,42,42,19,0.9539849311927454,0.9822382825179578,1.0,32.8,0.0,tcn
F1,42,42,20,0.9846354565391856,0.994720157392425,1.0,43.85,0.0,tcn
F1,42,42,21,0.5016603887674607,0.7079150337281841,0.0,,0.0,tcn
F1,42,42,22,0.5619393746632987,0.7505479648962748,0.0,,0.0,tcn
F1,42,42,23,0.5503225397846838,0.7412136532957277,0.0,,0.0,tcn
F1,42,42,24,0.9662841586135735,0.9875271198024322,1.0,17.4,0.0,tcn
F1,42,42,25,0.9237834990797346,0.9715911230155424,1.0,21.4,0.0,tcn
F1,42,42,26,0.9260007439788259,0.9728329485096957,1.0,32.1,0.0,tcn
F1,42,42,27,0.7969422131243535,0.9107486970438692,1.0,24.45,0.0,tcn
F1,42,42,28,0.5687638486696525,0.7647901344843873,0.05,1212.0,0.0,tcn
F0-C,42,42,1,0.9989279092530748,0.9996301100515428,1.0,7.2,0.0,tcn
F0-C,42,42,2,0.9974472434567463,0.9991106986156233,1.0,16.75,0.0,tcn
F0-C,42,42,3,0.5272837622768834,0.7240025343258696,0.0,,0.0,tcn
F0-C,42,42,4,0.5011126613238261,0.710285446898758,1.0,4.0,0.0,tcn
F0-C,42,42,5,0.4948623115243368,0.7054417563715308,0.0,,0.0,tcn
F0-C,42,42,6,0.999587137980643,0.9998631336171546,1.0,3.0,0.0,tcn
F0-C,42,42,7,0.5118856503928233,0.7228485647687082,1.0,4.0,0.0,tcn
F0-C,42,42,8,0.9919438188118775,0.9972505248322521,1.0,28.45,0.0,tcn
F0-C,42,42,9,0.5263566888442625,0.7258022849035407,0.0,,0.0,tcn
F0-C,42,42,10,0.9591596491033422,0.9851818239283572,1.0,39.45,0.0,tcn
