variant,seed,split_seed,fault_id,auroc,auprc,detected_run_ratio,detection_delay,prefault_run_alarm_rate,architecture
F0-C,45,42,14,0.9965746678599915,0.9986681408196817,1.0,5.9,0.0,tcn
F0-C,45,42,15,0.5188936504766519,0.7199847301413929,0.0,,0.0,tcn
F0-C,45,42,16,0.5116601268030854,0.7155603364460883,0.0,,0.0,tcn
F0-C,45,42,17,0.9834108901980944,0.9941625788668512,1.0,33.15,0.0,tcn
F0-C,45,42,18,0.9354081343328661,0.9760834293074284,1.0,59.05,0.0,tcn
F0-C,45,42,19,0.7723826615333976,0.9017078230481449,1.0,129.85,0.0,tcn
F0-C,45,42,20,0.9838937059514608,0.9944253783256415,1.0,43.65,0.0,tcn
F0-C,45,42,21,0.5018187077081631,0.7082039528853297,0.0,,0.0,tcn
F0-C,45,42,22,0.5406737939468355,0.7351493383841234,0.0,,0.0,tcn
F0-C,45,42,23,0.5192485783039256,0.7208447094284335,0.0,,0.0,tcn
F0-C,45,42,24,0.8616492444947416,0.9431197364262365,1.0,34.7,0.0,tcn
F0-C,45,42,25,0.6312341080082201,0.802470696188582,0.5,592.4,0.0,tcn
F0-C,45,42,26,0.537056250839827,0.7344488884586562,0.1,1097.5,0.0,tcn
F0-C,45,42,27,0.7822222838608988,0.9030346929579388,1.0,30.0,0.0,tcn
F0-C,45,42,28,0.5665039775437973,0.7628934900066464,0.0,,0.0,tcn
F0,46,42,1,0.9989480527725693,0.999636813892873,1.0,7.2,0.0,tcn
F0,46,42,2,0.997374025954814,0.9990832922106664,1.0,17.45,0.0,tcn
F0,46,42,3,0.5249213798680685,0.722305499261764,0.0,,0.0,tcn
F0,46,42,4,0.5011981541681922,0.7101767580983569,1.0,4.0,0.0,tcn
F0,46,42,5,0.49396395555111755,0.704838581225143,0.0,,0.0,tcn
F0,46,42,6,0.9995950431409097,0.999866595972969,1.0,3.0,0.0,tcn
F0,46,42,7,0.5115072443936541,0.7213269735589531,1.0,4.0,0.0,tcn
F0,46,42,8,0.9918440566138916,0.9972088625858906,1.0,29.05,0.0,tcn
F0,46,42,9,0.5270511440754754,0.726305935737011,0.0,,0.0,tcn
F0,46,42,10,0.9590170603528938,0.9850991084452072,1.0,39.45,0.0,tcn
F0,46,42,11,0.9421872145358793,0.9781276502019705,1.0,11.7,0.0,tcn
F0,46,42,12,0.7999554907116678,0.9151084130764406,1.0,27.6,0.0,tcn
F0,46,42,13,0.9887858351855756,0.9962835790038449,1.0,37.45,0.0,tcn
F0,46,42,14,0.9962428946015615,0.9985387249119302,1.0,6.0,0.0,tcn
F0,46,42,15,0.5181786942216207,0.7198437959585055,0.0,,0.0,tcn
F0,46,42,16,0.511740312557401,0.7156977428543109,0.0,,0.0,tcn
F0,46,42,17,0.9848362044628868,0.9947055052768513,1.0,33.15,0.0,tcn
F0,46,42,18,0.9339422587369742,0.9755065425328151,1.0,59.75,0.0,tcn
F0,46,42,19,0.7711893829845201,0.9010084241642822,1.0,129.95,0.0,tcn
F0,46,42,20,0.9833329727470755,0.9941922296850285,1.0,43.75,0.0,tcn
F0,46,42,21,0.5020711458260138,0.7084131293418545,0.0,,0.0,tcn
F0,46,42,22,0.5413878225397847,0.73593939051809,0.0,,0.0,tcn
F0,46,42,23,0.5192568163130455,0.7210849460303559,0.0,,0.0,tcn
F0,46,42,24,0.8564349853731421,0.940696915891404,1.0,34.9,0.0,tcn
F0,46,42,25,0.6327362764568609,0.8037749965913306,0.5,725.3,0.0,tcn
F0,46,42,26,0.5375206243011715,0.7351070045043213,0.05,1132.0,0.0,tcn
F0,46,42,27,0.7890464743293404,0.9063416616457771,1.0,32.45,0.0,tcn
F0,46,42,28,0.5676906237710789,0.7637696820758252,0.05,1212.0,0.0,tcn
F1,46,42,1,0.9990016845850299,0.9996557444673484,1.0,6.65,0.0,tcn
F1,46,42,2,0.99777641864496,0.9992229887440892,1.0,14.65,0.0,tcn
F1,46,42,3,0.5419586706509907,0.7341727454526464,0.0,,0.0,tcn
F1,46,42,4,0.7195371520959,0.8458667217124914,1.0,4.0,0.0,tcn
F1,46,42,5,0.49383711240059225,0.7046040505264284,0.0,,0.0,tcn
F1,46,42,6,0.9995915482279497,0.9998660818802654,1.0,3.0,0.0,tcn
F1,46,42,7,0.9992827353765322,0.9997598916442141,1.0,4.0,0.0,tcn
F1,46,42,8,0.9925103830350638,0.9974526717803414,1.0,27.5,0.0,tcn
F1,46,42,9,0.5421391117127046,0.7364171381005984,0.0,,0.0,tcn
F1,46,42,10,0.9608847615631075,0.9858359570816123,1.0,38.4,0.0,tcn
F1,46,42,11,0.9584899541284969,0.9842338329338723,1.0,12.15,0.0,tcn
F1,46,42,12,0.8051869346962878,0.9176033393859869,1.0,27.4,0.0,tcn
F1,46,42,13,0.9888848269001047,0.9963195342737989,1.0,36.5,0.0,tcn
F1,46,42,14,0.9962502696692099,0.9985433916672525,1.0,5.95,0.0,tcn
F1,46,42,15,0.51879125014331,0.7204342971976772,0.0,,0.0,tcn
F1,46,42,16,0.5117156324313129,0.7154878835703896,0.0,,0.0,tcn
F1,46,42,17,0.9849007370752941,0.9947068620342929,1.0,32.7,0.0,tcn
F1,46,42,18,0.936805067069044,0.9765152743446882,1.0,59.1,0.0,tcn
F1,46,42,19,0.9479546314685168,0.9796636772330228,1.0,35.25,0.0,tcn
F1,46,42,20,0.9860365899511698,0.9952804426952564,1.0,43.4,0.0,tcn
F1,46,42,21,0.5018144361478786,0.7080384962314217,0.0,,0.0,tcn
F1,46,42,22,0.560328457097632,0.7496295522734095,0.0,,0.0,tcn
F1,46,42,23,0.5494133138308561,0.7408803463649639,0.0,,0.0,tcn
F1,46,42,24,0.9671673946194367,0.9878205407488133,1.0,17.5,0.0,tcn
F1,46,42,25,0.9232121547771823,0.9711562898039671,1.0,21.6,0.0,tcn
F1,46,42,26,0.9240173531366074,0.9720178416275197,1.0,32.8,0.0,tcn
F1,46,42,27,0.7969968743027125,0.9106386076491132,1.0,25.95,0.0,tcn
F1,46,42,28,0.5693248561661483,0.7651540999760862,0.05,1212.0,0.0,tcn
F0-C,46,42,1,0.9989381751746532,0.9996337411238412,1.0,7.25,0.0,tcn
F0-C,46,42,2,0.9973462669768325,0.9990715703554666,1.0,18.1,0.0,tcn
F0-C,46,42,3,0.5242836907760187,0.7218011786086331,0.0,,0.0,tcn
F0-C,46,42,4,0.5010269897272982,0.7100433204092007,1.0,4.0,0.0,tcn
F0-C,46,42,5,0.49428419004929863,0.7049607171893771,0.0,,0.0,tcn
F0-C,46,42,6,0.999587476993364,0.9998637817908528,1.0,3.0,0.0,tcn
F0-C,46,42,7,0.5111518172931006,0.7215497463122192,1.0,4.0,0.0,tcn
F0-C,46,42,8,0.9918340557386224,0.9972070451820072,1.0,29.0,0.0,tcn
F0-C,46,42,9,0.5262908864751183,0.7257738211073992,0.0,,0.0,tcn
F0-C,46,42,10,0.9598282006807376,0.9854253832581971,1.0,38.85,0.0,tcn
F0-C,46,42,11,0.9430190623771079,0.9784494314403851,1.0,11.7,0.0,tcn
F0-C,46,42,12,0.8002056451165526,0.9153105544385668,1.0,28.1,0.0,tcn
F0-C,46,42,13,0.9887627823205483,0.9962766435095107,1.0,37.45,0.0,tcn
F0-C,46,42,14,0.9963397782733527,0.998580495035462,1.0,5.95,0.0,tcn
F0-C,46,42,15,0.5179704787722562,0.7195350315529063,0.0,,0.0,tcn
F0-C,46,42,16,0.5113847467698251,0.715558750066857,0.0,,0.0,tcn
F0-C,46,42,17,0.9847055088950775,0.9946621836769421,1.0,32.85,0.0,tcn
F0-C,46,42,18,0.934260677976131,0.9756768770789118,1.0,59.45,0.0,tcn
F0-C,46,42,19,0.771274894320489,0.9011765748910106,1.0,129.95,0.0,tcn
F0-C,46,42,20,0.9853882435319454,0.9950216604407444,1.0,43.8,0.0,tcn
F0-C,46,42,21,0.5021629812901961,0.7083095287143218,0.0,,0.0,tcn
F0-C,46,42,22,0.5411383060952022,0.7357204796929475,0.0,,0.0,tcn
F0-C,46,42,23,0.5194586922245276,0.7210315919864981,0.0,,0.0,tcn
F0-C,46,42,24,0.8564302977517909,0.9407886291796562,1.0,36.25,0.0,tcn
F0-C,46,42,25,0.6333921335488222,0.8040095357632518,0.55,591.2727272727273,0.0,tcn
F0-C,46,42,26,0.5370383232307543,0.7346189050211048,0.05,1063.0,0.0,tcn
F0-C,46,42,27,0.7900890802153409,0.9068244693579406,1.0,31.4,0.0,tcn
F0-C,46,42,28,0.5675964244636511,0.7638625735377104,0.05,1212.0,0.0,tcn
F0,42,42,1,0.9988669177826349,0.9996104985982068,1.0,7.35,0.0,transformer
F0,42,42,2,0.99725832091314,0.9990522825369005,1.0,16.3,0.0,transformer
F0,42,42,3,0.5252613726440157,0.7215695190893902,0.0,,0.0,transformer
F0,42,42,4,0.5012171666179721,0.7115025939086566,0.95,4.0,0.0,transformer
F0,42,42,5,0.4953388093133575,0.7054175588733204,0.0,,0.0,transformer
F0,42,42,6,0.9995652377588671,0.9998580602716387,1.0,3.0,0.0,transformer
F0,42,42,7,0.5153722174760441,0.729468904262579,1.0,4.0,0.0,transformer
F0,42,42,8,0.9929900644617279,0.9976404214474074,1.0,26.05,0.0,transformer
F0,42,42,9,0.533515811553307,0.7317257218569434,0.0,,0.0,transformer
F0,42,42,10,0.9658475441302105,0.987663544706335,1.0,43.45,0.0,transformer
F0,42,42,11,0.9451446844654509,0.979257416527662,1.0,12.85,0.0,transformer
F0,42,42,12,0.7905463282456769,0.9116531256617515,1.0,26.4,0.0,transformer
F0,42,42,13,0.9886154042449323,0.9962254243051505,1.0,37.4,0.0,transformer
F0,42,42,14,0.9968178016196179,0.9987797611245601,1.0,6.25,0.0,transformer
F0,42,42,15,0.5162570036946222,0.7189229655518894,0.0,,0.0,transformer
F0,42,42,16,0.5104499777484378,0.7158513696412634,0.0,,0.0,transformer
F0,42,42,17,0.9897115926324522,0.9966025462197636,1.0,33.4,0.0,transformer
F0,42,42,18,0.9531468331897153,0.9826517343687592,1.0,60.6,0.0,transformer
F0,42,42,19,0.7492736929826832,0.8879635579179144,1.0,131.1,0.0,transformer
F0,42,42,20,0.9863189320729456,0.9953991110460088,1.0,43.15,0.0,transformer
F0,42,42,21,0.5014090755554569,0.7079175021984517,0.0,,0.0,transformer
F0,42,42,22,0.548940871866752,0.7429173340229951,0.0,,0.0,transformer
F0,42,42,23,0.5166541139501886,0.7201315477750516,0.0,,0.0,transformer
F0,42,42,24,0.9027400857270713,0.9621061154768774,1.0,32.5,0.0,transformer
F0,42,42,25,0.6747856699939224,0.8385930731929596,0.95,332.10526315789474,0.0,transformer
F0,42,42,26,0.541283258688896,0.7406257236002609,0.05,1132.0,0.0,transformer
F0,42,42,27,0.765715782213297,0.8950569610688502,1.0,33.6,0.0,transformer
F0,42,42,28,0.5616834354686203,0.7610980478638014,0.0,,0.0,transformer
F1,42,42,1,0.9989232031401207,0.9996299483953811,1.0,6.7,0.0,transformer
F1,42,42,2,0.9977736110032435,0.9992262699467217,1.0,14.35,0.0,transformer
F1,42,42,3,0.5404051818402597,0.7346601614646378,0.0,,0.0,transformer
F1,42,42,4,0.6077236559378386,0.7885070071946286,1.0,4.0,0.0,transformer
F1,42,42,5,0.49532125461827786,0.7058063875962154,0.0,,0.0,transformer
F1,42,42,6,0.9995649665486902,0.9998575620554867,1.0,3.0,0.0,transformer
F1,42,42,7,0.999256452644854,0.9997464334302381,1.0,4.0,0.0,transformer
F1,42,42,8,0.9927326151194742,0.9975488072991253,1.0,26.35,0.0,transformer
F1,42,42,9,0.5409788283473808,0.7369420360747231,0.0,,0.0,transformer
F1,42,42,10,0.9714257734729326,0.9898079923149647,1.0,42.0,0.0,transformer
F1,42,42,11,0.9395375866485696,0.9769476433875482,1.0,12.6,0.0,transformer
F1,42,42,12,0.7857447678009416,0.9092356050407565,1.0,28.35,0.0,transformer
F1,42,42,13,0.9887942334552546,0.9962915402981859,1.0,36.4,0.0,transformer
F1,42,42,14,0.9921022178828593,0.9968578521125313,1.0,6.35,0.0,transformer
F1,42,42,15,0.5165724488676359,0.7194524833668837,0.0,,0.0,transformer
F1,42,42,16,0.5118856750482939,0.7168229103152113,0.0,,0.0,transformer
F1,42,42,17,0.9881197584010434,0.9959727576978726,1.0,33.6,0.0,transformer
F1,42,42,18,0.9509845206791596,0.9817431604324671,1.0,59.75,0.0,transformer
F1,42,42,19,0.9457611267056962,0.9785136217049051,1.0,38.2,0.0,transformer
F1,42,42,20,0.985596492882582,0.9951138626656819,1.0,43.85,0.0,transformer
F1,42,42,21,0.5018032240726152,0.7082894758691544,0.0,,0.0,transformer
F1,42,42,22,0.5581584089331701,0.7500466898696739,0.0,,0.0,transformer
F1,42,42,23,0.5384288948555128,0.7355725626362156,0.0,,0.0,transformer
F1,42,42,24,0.9815618285236674,0.993246756064867,1.0,16.85,0.0,transformer
F1,42,42,25,0.9493819613180321,0.9805492433221437,1.0,25.15,0.0,transformer
F1,42,42,26,0.9559190419130673,0.983791655630264,1.0,31.3,0.0,transformer
F1,42,42,27,0.7671621645777319,0.8960617847269197,1.0,30.2,0.0,transformer
F1,42,42,28,0.561037033749641,0.7610088993213611,0.05,1212.0,0.0,transformer
F0-C,42,42,1,0.9988669177826349,0.9996104985982068,1.0,7.35,0.0,transformer
F0-C,42,42,2,0.99725832091314,0.9990522825369005,1.0,16.3,0.0,transformer
F0-C,42,42,3,0.5252613726440157,0.7215695190893902,0.0,,0.0,transformer
F0-C,42,42,4,0.5012171666179721,0.7115025939086566,0.95,4.0,0.0,transformer
F0-C,42,42,5,0.4953388093133575,0.7054175588733204,0.0,,0.0,transformer
F0-C,42,42,6,0.9995652377588671,0.9998580602716387,1.0,3.0,0.0,transformer
F0-C,42,42,7,0.5153722174760441,0.729468904262579,1.0,4.0,0.0,transformer
F0-C,42,42,8,0.9929900644617279,0.9976404214474074,1.0,26.05,0.0,transformer
F0-C,42,42,9,0.533515811553307,0.7317257218569434,0.0,,0.0,transformer
F0-C,42,42,10,0.9658475441302105,0.987663544706335,1.0,43.45,0.0,transformer
F0-C,42,42,11,0.9451446844654509,0.979257416527662,1.0,12.85,0.0,transformer
F0-C,42,42,12,0.7905463282456769,0.9116531256617515,1.0,26.4,0.0,transformer
F0-C,42,42,13,0.9886154042449323,0.9962254243051505,1.0,37.4,0.0,transformer
F0-C,42,42,14,0.9968178016196179,0.9987797611245601,1.0,6.25,0.0,transformer
F0-C,42,42,15,0.5162570036946222,0.7189229655518894,0.0,,0.0,transformer
F0-C,42,42,16,0.5104499777484378,0.7158513696412634,0.0,,0.0,transformer
F0-C,42,42,17,0.9897115926324522,0.9966025462197636,1.0,33.4,0.0,transformer
F0-C,42,42,18,0.9531468331897153,0.9826517343687592,1.0,60.6,0.0,transformer
F0-C,42,42,19,0.7492736929826832,0.8879635579179144,1.0,131.1,0.0,transformer
F0-C,42,42,20,0.9863189320729456,0.9953991110460088,1.0,43.15,0.0,transformer
F0-C,42,42,21,0.5014090755554569,0.7079175021984517,0.0,,0.0,transformer
F0-C,42,42,22,0.548940871866752,0.7429173340229951,0.0,,0.0,transformer
F0-C,42,42,23,0.5166541139501886,0.7201315477750516,0.0,,0.0,transformer
F0-C,42,42,24,0.9027400857270713,0.9621061154768774,1.0,32.5,0.0,transformer
F0-C,42,42,25,0.6747856699939224,0.8385930731929596,0.95,332.10526315789474,0.0,transformer
F0-C,42,42,26,0.541283258688896,0.7406257236002609,0.05,1132.0,0.0,transformer
F0-C,42,42,27,0.765715782213297,0.8950569610688502,1.0,33.6,0.0,transformer
F0-C,42,42,28,0.5616834354686203,0.7610980478638014,0.0,,0.0,transformer
F0,43,42,1,0.998855949180144,0.9996055124375522,1.0,7.45,0.0,transformer
F0,43,42,2,0.9972146807301471,0.9990380825574602,1.0,16.9,0.0,transformer
F0,43,42,3,0.5196213258725879,0.7198346340426925,0.0,,0.0,transformer
F0,43,42,4,0.502437350449161,0.7121658987829914,1.0,4.0,0.0,transformer
F0,43,42,5,0.4952591721432631,0.70541630995804,0.0,,0.0,transformer
F0,43,42,6,0.9995681316947308,0.9998580829060407,1.0,3.0,0.0,transformer
F0,43,42,7,0.515358435067969,0.7284042785623112,1.0,4.0,0.0,transformer
F0,43,42,8,0.9930175768850031,0.9976524161766035,1.0,26.2,0.0,transformer
F0,43,42,9,0.5322989346371146,0.7310895825961933,0.0,,0.0,transformer
F0,43,42,10,0.9679374928345038,0.988459668751686,1.0,43.3,0.0,transformer
F0,43,42,11,0.9436394063455785,0.9787024068558364,1.0,12.05,0.0,transformer
F0,43,42,12,0.7858038823736808,0.9091841499087328,1.0,25.9,0.0,transformer
F0,43,42,13,0.9884936339574866,0.9961882132756216,1.0,37.55,0.0,transformer
F0,43,42,14,0.9958713366593563,0.9983938388238347,1.0,6.05,0.0,transformer
F0,43,42,15,0.5163011708882996,0.7191895229445598,0.0,,0.0,transformer
F0,43,42,16,0.5118276977091369,0.7167991381916966,0.0,,0.0,transformer
F0,43,42,17,0.9897223146802371,0.996606822142025,1.0,33.4,0.0,transformer
F0,43,42,18,0.9489067055483438,0.9811056175175675,1.0,60.5,0.0,transformer
F0,43,42,19,0.7525363421636901,0.8903381866408722,1.0,125.1,0.0,transformer
F0,43,42,20,0.9864907283102743,0.9954654316767851,1.0,43.15,0.0,transformer
F0,43,42,21,0.5018399977070412,0.7083039498321254,0.0,,0.0,transformer
F0,43,42,22,0.5473714648678035,0.7427058562539903,0.0,,0.0,transformer
F0,43,42,23,0.5162844791346916,0.7202150468114004,0.0,,0.0,transformer
F0,43,42,24,0.8936227978041837,0.9580625617198986,1.0,33.25,0.0,transformer
F0,43,42,25,0.6715756047678749,0.8363023541604359,1.0,373.9,0.0,transformer
F0,43,42,26,0.5385872107142813,0.7386553246740262,0.15,1042.6666666666667,0.0,transformer
F0,43,42,27,0.7665433523303734,0.8957823628353291,1.0,33.1,0.0,transformer
F0,43,42,28,0.5606995712413659,0.7602956639917972,0.0,,0.0,transformer
F1,43,42,1,0.9989262542546097,0.9996308992290935,1.0,6.6,0.0,transformer
F1,43,42,2,0.9976770848357761,0.9991933910551638,1.0,15.35,0.0,transformer
F1,43,42,3,0.5385414748162859,0.7314646543850034,0.0,,0.0,transformer
F1,43,42,4,0.6268434124897218,0.7875665245029801,1.0,4.0,0.0,transformer
F1,43,42,5,0.49483871315702205,0.704881088173975,0.05,4.0,0.0,transformer
F1,43,42,6,0.9995765916030863,0.9998608919622116,1.0,3.0,0.0,transformer
F1,43,42,7,0.9989969445708037,0.999639792747192,1.0,4.0,0.0,transformer
F1,43,42,8,0.9930001793685488,0.9976453733504905,1.0,25.5,0.0,transformer
F1,43,42,9,0.543908539298971,0.738573180406274,0.0,,0.0,transformer
F1,43,42,10,0.9704313597861878,0.9893972621231241,1.0,43.1,0.0,transformer
F1,43,42,11,0.9478449022965338,0.9801985945656164,1.0,12.25,0.0,transformer
F1,43,42,12,0.7950795385482119,0.9137755634917958,1.0,27.4,0.0,transformer
F1,43,42,13,0.9888309855161438,0.9963037741551223,1.0,36.25,0.0,transformer
F1,43,42,14,0.9944214162348878,0.9977913421251358,1.0,5.95,0.0,transformer
F1,43,42,15,0.516821401318328,0.7198210336469101,0.0,,0.0,transformer
F1,43,42,16,0.5111106642307062,0.7163042919818263,0.0,,0.0,transformer
F1,43,42,17,0.9886627026833782,0.996176948602131,1.0,33.1,0.0,transformer
F1,43,42,18,0.9499635407228244,0.9813230728725464,1.0,60.55,0.0,transformer
F1,43,42,19,0.9636222677115656,0.9857916076251078,1.0,35.85,0.0,transformer
F1,43,42,20,0.9864083050720002,0.9954238706357731,1.0,43.55,0.0,transformer
F1,43,42,21,0.5025292352242846,0.7085008334628138,0.0,,0.0,transformer
F1,43,42,22,0.5622694775135945,0.7525696214438412,0.0,,0.0,transformer
F1,43,42,23,0.5406439854828589,0.7372391430003811,0.0,,0.0,transformer
F1,43,42,24,0.9863047181941347,0.9950401254300371,1.0,16.5,0.0,transformer
F1,43,42,25,0.9635481718584924,0.9863761245585221,1.0,22.4,0.0,transformer
F1,43,42,26,0.962811318463619,0.9863480305464316,1.0,30.7,0.0,transformer
F1,43,42,27,0.7779774531885071,0.9013945207464313,1.0,27.15,0.0,transformer
F1,43,42,28,0.565488243038836,0.7640604155717148,0.0,,0.0,transformer
F0-C,43,42,1,0.998855949180144,0.9996055124375522,1.0,7.45,0.0,transformer
F0-C,43,42,2,0.9972146807301471,0.9990380825574602,1.0,16.9,0.0,transformer
F0-C,43,42,3,0.5196213258725879,0.7198346340426925,0.0,,0.0,transformer
F0-C,43,42,4,0.502437350449161,0.7121658987829914,1.0,4.0,0.0,transformer
F0-C,43,42,5,0.4952591721432631,0.70541630995804,0.0,,0.0,transformer
F0-C,43,42,6,0.9995681316947308,0.9998580829060407,1.0,3.0,0.0,transformer
F0-C,43,42,7,0.515358435067969,0.7284042785623112,1.0,4.0,0.0,transformer
F0-C,43,42,8,0.9930175768850031,0.9976524161766035,1.0,26.2,0.0,transformer
F0-C,43,42,9,0.5322989346371146,0.7310895825961933,0.0,,0.0,transformer
F0-C,43,42,10,0.9679374928345038,0.988459668751686,1.0,43.3,0.0,transformer
F0-C,43,42,11,0.9436394063455785,0.9787024068558364,1.0,12.05,0.0,transformer
F0-C,43,42,12,0.7858038823736808,0.9091841499087328,1.0,25.9,0.0,transformer
F0-C,43,42,13,0.9884936339574866,0.9961882132756216,1.0,37.55,0.0,transformer
F0-C,43,42,14,0.9958713366593563,0.9983938388238347,1.0,6.05,0.0,transformer
F0-C,43,42,15,0.5163011708882996,0.7191895229445598,0.0,,0.0,transformer
F0-C,43,42,16,0.5118276977091369,0.7167991381916966,0.0,,0.0,transformer
F0-C,43,42,17,0.9897223146802371,0.996606822142025,1.0,33.4,0.0,transformer
F0-C,43,42,18,0.9489067055483438,0.9811056175175675,1.0,60.5,0.0,transformer
F0-C,43,42,19,0.7525363421636901,0.8903381866408722,1.0,125.1,0.0,transformer
F0-C,43,42,20,0.9864907283102743,0.9954654316767851,1.0,43.15,0.0,transformer
F0-C,43,42,21,0.5018399977070412,0.7083039498321254,0.0,,0.0,transformer
F0-C,43,42,22,0.5473714648678035,0.7427058562539903,0.0,,0.0,transformer
F0-C,43,42,23,0.5162844791346916,0.7202150468114004,0.0,,0.0,transformer
F0-C,43,42,24,0.8936227978041837,0.9580625617198986,1.0,33.25,0.0,transformer
F0-C,43,42,25,0.6715756047678749,0.8363023541604359,1.0,373.9,0.0,transformer
F0-C,43,42,26,0.5385872107142813,0.7386553246740262,0.15,1042.6666666666667,0.0,transformer
F0-C,43,42,27,0.7665433523303734,0.8957823628353291,1.0,33.1,0.0,transformer
F0-C,43,42,28,0.5606995712413659,0.7602956639917972,0.0,,0.0,transformer
F0,44,42,1,0.998870375712389,0.999611913529359,1.0,7.45,0.0,transformer
F0,44,42,2,0.9973359424985114,0.9990788635698773,1.0,16.0,0.0,transformer
F0,44,42,3,0.5196799226804442,0.7191386003643251,0.0,,0.0,transformer
F0,44,42,4,0.5014490112539896,0.7115320250575139,1.0,4.0,0.0,transformer
F0,44,42,5,0.49509666485448955,0.705367138878208,0.0,,0.0,transformer
F0,44,42,6,0.9995633177140927,0.9998574451012191,1.0,3.0,0.0,transformer
F0,44,42,7,0.5154839622327501,0.7295279166518303,1.0,4.0,0.0,transformer
F0,44,42,8,0.9929338777261245,0.9976236011482468,1.0,26.1,0.0,transformer
F0,44,42,9,0.5318395323350333,0.7307941349825509,0.0,,0.0,transformer
F0,44,42,10,0.9635637387062534,0.9867502505081571,1.0,43.6,0.0,transformer
F0,44,42,11,0.9425023422697086,0.9782727227712729,1.0,12.85,0.0,transformer
F0,44,42,12,0.781981957742989,0.9073885479447799,1.0,27.0,0.0,transformer
F0,44,42,13,0.9885751665168847,0.9962144929418346,1.0,37.55,0.0,transformer
F0,44,42,14,0.9944508148016652,0.9978244635247746,1.0,6.25,0.0,transformer
F0,44,42,15,0.5159040359772628,0.7189409497327637,0.0,,0.0,transformer
F0,44,42,16,0.5109164715802554,0.7162112202480273,0.0,,0.0,transformer
F0,44,42,17,0.9895898562462786,0.9965568423915114,1.0,33.65,0.0,transformer
F0,44,42,18,0.9493272724022688,0.9810550716137107,1.0,60.4,0.0,transformer
F0,44,42,19,0.748000262580762,0.8874917112807346,1.0,125.55,0.0,transformer
F0,44,42,20,0.9858370994564701,0.9952037694566578,1.0,43.15,0.0,transformer
F0,44,42,21,0.5015965434262968,0.7076418702306134,0.0,,0.0,transformer
F0,44,42,22,0.5459517196574369,0.7408564746062823,0.0,,0.0,transformer
F0,44,42,23,0.5179544773718254,0.7210685774968463,0.0,,0.0,transformer
F0,44,42,24,0.9003681493233923,0.9610185609411452,1.0,33.15,0.0,transformer
F0,44,42,25,0.6743170280542272,0.8377629121082536,0.9,283.44444444444446,0.0,transformer
F0,44,42,26,0.5401229537500355,0.7387956698188574,0.25,914.8,0.0,transformer
F0,44,42,27,0.7626014048687157,0.8935158466020541,1.0,39.3,0.0,transformer
F0,44,42,28,0.5603425292074868,0.7599299267500972,0.0,,0.0,transformer
