architecture,seed,condition,mode,channel,fault_id,runs,threshold,auroc,auprc,pre_fpr,detected_ratio,censored_delay_mean,original_auroc,original_auprc,original_pre_fpr,delta_auroc,delta_auprc,delta_pre_fpr
tcn,42,conditional_XMV_01,conditional,1.0,11,20,0.8593161702156067,0.9533355066445184,0.9738402809342364,0.0105,1.0,9.3,0.9543235672757476,0.9744306392718648,0.01125,0.0009880606312292484,0.0005903583376284383,-0.0007499999999999989
tcn,42,conditional_XMV_01,conditional,1.0,12,20,0.8593161702156067,0.7915136835548173,0.8706865764609916,0.01075,1.0,24.55,0.7919605897009967,0.8710445526047815,0.01125,0.0004469061461793711,0.000357976143789962,-0.0005000000000000004
tcn,42,conditional_XMV_01,conditional,1.0,13,20,0.8593161702156067,0.948221719269103,0.974789514753817,0.00925,1.0,34.5,0.948109219269103,0.9747296414797622,0.00925,-0.00011250000000007088,-5.987327405487797e-05,0.0
tcn,42,conditional_XMV_01,conditional,1.0,14,20,0.8593161702156067,0.992656353820598,0.9959708129387204,0.00975,1.0,3.9,0.9926059593023256,0.9959307051095432,0.01,-5.039451827237862e-05,-4.010782917718281e-05,-0.0002500000000000002
tcn,42,conditional_XMV_01,conditional,1.0,15,20,0.8593161702156067,0.5128351121262459,0.6153728648066304,0.00975,0.0,302.0,0.5130689161129568,0.6155146027203375,0.0095,0.00023380398671091207,0.0001417379137070851,0.0002500000000000002
tcn,42,conditional_XMV_01,conditional,1.0,16,20,0.8593161702156067,0.5085296719269103,0.6063251464096354,0.01275,0.0,302.0,0.5083237749169435,0.6061996141842831,0.01225,-0.0002058970099668711,-0.00012553222535227615,0.0004999999999999987
tcn,42,conditional_XMV_01,conditional,1.0,17,20,0.8593161702156067,0.9471365240863788,0.9737242051970116,0.0085,1.0,30.6,0.9472815822259136,0.9738273430548128,0.0085,0.00014505813953480384,0.00010313785780113882,0.0
tcn,42,conditional_XMV_01,conditional,1.0,18,20,0.8593161702156067,0.8816648463455149,0.935475590016512,0.01025,1.0,57.7,0.88193646179402,0.935633586019828,0.01025,0.00027161544850506925,0.00015799600331600772,0.0
tcn,42,conditional_XMV_01,conditional,1.0,19,20,0.8593161702156067,0.9191639119601328,0.954687093057954,0.01125,1.0,29.85,0.9156257059800664,0.952458750830989,0.01075,-0.003538205980066378,-0.0022283422269649966,0.0005000000000000004
tcn,42,conditional_XMV_01,conditional,1.0,20,20,0.8593161702156067,0.9377882059800664,0.9690860226973776,0.00875,1.0,41.85,0.937705938538206,0.969007372500789,0.009,-8.226744186035084e-05,-7.865019658859218e-05,-0.0002499999999999985
tcn,42,conditional_XMV_01,conditional,1.0,21,20,0.8593161702156067,0.4993112333887043,0.5994686608434491,0.01125,0.0,302.0,0.4991127699335548,0.5993950453222893,0.01075,-0.00019846345514951125,-7.361552115980885e-05,0.0005000000000000004
tcn,42,conditional_XMV_01,conditional,1.0,22,20,0.8593161702156067,0.5585050872093024,0.6472839052588135,0.01075,0.0,302.0,0.5587238995016611,0.6474047893190278,0.01125,0.00021881229235876098,0.00012088406021426579,-0.0005000000000000004
tcn,42,conditional_XMV_01,conditional,1.0,23,20,0.8593161702156067,0.5481617317275748,0.6360137690006773,0.01125,0.0,302.0,0.5476988579734219,0.6357702579707587,0.01125,-0.00046287375415288157,-0.0002435110299185972,0.0
tcn,42,conditional_XMV_01,conditional,1.0,24,20,0.8593161702156067,0.9454188330564784,0.9704885885990232,0.00875,1.0,17.55,0.9509314784053156,0.9737261868894238,0.0085,0.0055126453488371085,0.0032375982904006007,0.0002500000000000002
tcn,42,conditional_XMV_01,conditional,1.0,25,20,0.8593161702156067,0.9075755398671096,0.9498172389016584,0.00725,1.0,19.45,0.9105737749169436,0.9516085706303726,0.00725,0.002998235049833986,0.0017913317287142627,0.0
tcn,42,conditional_XMV_01,conditional,1.0,26,20,0.8593161702156067,0.8966237956810631,0.9439599391613432,0.01025,1.0,29.8,0.8965658430232558,0.943900987456754,0.0105,-5.795265780728087e-05,-5.895170458924959e-05,-0.0002500000000000002
tcn,42,conditional_XMV_01,conditional,1.0,27,20,0.8593161702156067,0.7962008928571429,0.8702878540906371,0.008,1.0,22.7,0.7975621470099667,0.871164892617962,0.0085,0.001361254152823843,0.0008770385273249026,-0.0005000000000000004
tcn,42,conditional_XMV_01,conditional,1.0,28,20,0.8593161702156067,0.5591679817275748,0.6630934189787001,0.00725,0.0,302.0,0.5595772009966777,0.6633065532100206,0.0075,0.00040921926910297834,0.000213134231320522,-0.00024999999999999935
tcn,42,conditional_XMV_02,conditional,2.0,1,20,0.8599845170974731,0.995337707641196,0.9976309366705718,0.0095,1.0,4.6,0.9953546511627906,0.997637609415538,0.00875,1.6943521594647848e-05,6.672744966240707e-06,0.0007499999999999989
