architecture,seed,condition,mode,channel,fault_id,runs,threshold,auroc,auprc,pre_fpr,detected_ratio,censored_delay_mean,original_auroc,original_auprc,original_pre_fpr,delta_auroc,delta_auprc,delta_pre_fpr
tcn,44,loo_sample_XMV_09,loo_sample,9.0,10,20,0.8595937490463257,0.9239246262458471,0.9597278867677568,0.01,1.0,36.45,0.9239246262458471,0.9597278867677568,0.01,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,11,20,0.8595937490463257,0.9443917566445182,0.9687230604956883,0.01,1.0,9.05,0.9443917566445182,0.9687230604956883,0.01,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,12,20,0.8595937490463257,0.7921376245847176,0.8709340449205698,0.01125,1.0,24.95,0.7921376245847176,0.8709340449205698,0.01125,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,13,20,0.8595937490463257,0.9479900747508304,0.9746843443817768,0.00925,1.0,34.5,0.9479900747508304,0.9746843443817768,0.00925,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,14,20,0.8595937490463257,0.992668646179402,0.9959597242447455,0.009,1.0,3.9,0.992668646179402,0.9959597242447455,0.009,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,15,20,0.8595937490463257,0.5124538621262459,0.6147114902347668,0.01,0.0,302.0,0.5124538621262459,0.6147114902347668,0.01,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,16,20,0.8595937490463257,0.5090973837209303,0.6070110349394433,0.01125,0.0,302.0,0.5090973837209303,0.6070110349394433,0.01125,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,17,20,0.8595937490463257,0.947377387873754,0.9738861780578104,0.00775,1.0,30.9,0.947377387873754,0.9738861780578104,0.00775,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,18,20,0.8595937490463257,0.8796524916943521,0.9343281549457284,0.009,1.0,57.3,0.8796524916943521,0.9343281549457284,0.009,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,19,20,0.8595937490463257,0.9009458887043188,0.9429865435761436,0.01,1.0,33.45,0.9009458887043188,0.9429865435761436,0.01,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,20,20,0.8595937490463257,0.9389498338870432,0.969764471087886,0.0085,1.0,41.75,0.9389498338870432,0.969764471087886,0.0085,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,21,20,0.8595937490463257,0.4990090531561462,0.5982414083132389,0.01125,0.0,302.0,0.4990090531561462,0.5982414083132389,0.01125,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,22,20,0.8595937490463257,0.5554526162790697,0.6441461403209559,0.01075,0.0,302.0,0.5554526162790697,0.6441461403209559,0.01075,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,23,20,0.8595937490463257,0.5453530107973422,0.6348586328806689,0.01025,0.0,302.0,0.5453530107973422,0.6348586328806689,0.01025,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,24,20,0.8595937490463257,0.9517225290697674,0.9739967287853112,0.00825,1.0,15.6,0.9517225290697674,0.9739967287853112,0.00825,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,25,20,0.8595937490463257,0.9107346760797342,0.9516767224640134,0.00675,1.0,19.45,0.9107346760797342,0.9516767224640134,0.00675,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,26,20,0.8595937490463257,0.8915121262458472,0.9404250541364229,0.00975,1.0,32.65,0.8915121262458472,0.9404250541364229,0.00975,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,27,20,0.8595937490463257,0.7906031561461794,0.8668385245272003,0.0085,1.0,24.5,0.7906031561461794,0.8668385245272003,0.0085,0.0,0.0,0.0
tcn,44,loo_sample_XMV_09,loo_sample,9.0,28,20,0.8595937490463257,0.5596712001661129,0.6633718865887682,0.00775,0.0,302.0,0.5596712001661129,0.6633718865887682,0.00775,0.0,0.0,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,1,20,0.8595721125602722,0.9953343023255814,0.9976352315008344,0.0075,1.0,4.8,0.9953283222591364,0.99763282328382,0.0075,-5.9800664450326835e-06,-2.408217014471248e-06,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,2,20,0.8595721125602722,0.9895781146179402,0.9946113066807192,0.01075,1.0,12.3,0.9895442275747508,0.9945940784014646,0.01075,-3.388704318940672e-05,-1.7228279254544177e-05,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,3,20,0.8595721125602722,0.5415224252491694,0.6318383601366747,0.0095,0.0,302.0,0.5416357973421927,0.6318924045093465,0.0095,0.00011337209302331175,5.404437267175766e-05,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,4,20,0.8595721125602722,0.5130920058139535,0.6211770217628653,0.00975,1.0,2.0,0.6115762873754153,0.6884960886459277,0.00975,0.09848428156146172,0.06731906688306244,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,5,20,0.8595721125602722,0.5004685631229235,0.6039912653571609,0.01025,0.0,302.0,0.5004971137873754,0.6040117556286017,0.01,2.8550664451842955e-05,2.0490271440798402e-05,0.0002500000000000002
tcn,44,loo_sample_XMV_10,loo_sample,10.0,6,20,0.8595721125602722,0.998115573089701,0.9991141411497266,0.00975,1.0,1.0,0.9981156561461794,0.999114282207987,0.00975,8.305647836159835e-08,1.410582604055577e-07,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,7,20,0.8595721125602722,0.9966849252491694,0.9983952036524212,0.009,1.0,2.0,0.9966860880398672,0.998395825701168,0.009,1.162790697839533e-06,6.220487468455715e-07,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,8,20,0.8595721125602722,0.9664053986710964,0.9832016652454676,0.00975,1.0,26.05,0.9663949127906976,0.9831945092502908,0.0095,-1.048588039886944e-05,-7.155995176755248e-06,0.0002500000000000002
tcn,44,loo_sample_XMV_10,loo_sample,10.0,9,20,0.8595721125602722,0.5391409676079735,0.6328115239310682,0.01175,0.0,302.0,0.539186669435216,0.6328999218125253,0.0115,4.570182724250582e-05,8.839788145709182e-05,0.0002500000000000002
tcn,44,loo_sample_XMV_10,loo_sample,10.0,10,20,0.8595721125602722,0.923947612126246,0.959741796383778,0.01,1.0,36.45,0.9239246262458471,0.9597278867677568,0.01,-2.2985880398840308e-05,-1.3909616021212656e-05,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,11,20,0.8595721125602722,0.929897342192691,0.9607208470060014,0.01,1.0,10.15,0.9443917566445182,0.9687230604956883,0.01,0.014494414451827198,0.008002213489686993,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,12,20,0.8595721125602722,0.7921329734219269,0.870916955050697,0.01125,1.0,24.95,0.7921376245847176,0.8709340449205698,0.01125,4.651162790691998e-06,1.708986987281058e-05,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,13,20,0.8595721125602722,0.9479998754152824,0.9746900777265064,0.009,1.0,34.5,0.9479900747508304,0.9746843443817768,0.00925,-9.800664451997676e-06,-5.7333447296414874e-06,-0.0002500000000000002
tcn,44,loo_sample_XMV_10,loo_sample,10.0,14,20,0.8595721125602722,0.9923709302325582,0.9957699785931372,0.00875,1.0,3.9,0.992668646179402,0.9959597242447455,0.009,0.00029771594684380176,0.00018974565160834178,-0.0002499999999999985
tcn,44,loo_sample_XMV_10,loo_sample,10.0,15,20,0.8595721125602722,0.5124240033222591,0.6146636175898532,0.01,0.0,302.0,0.5124538621262459,0.6147114902347668,0.01,2.9858803986759774e-05,4.787264491357135e-05,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,16,20,0.8595721125602722,0.5090569144518272,0.6069359548317481,0.01125,0.0,302.0,0.5090973837209303,0.6070110349394433,0.01125,4.046926910306059e-05,7.508010769519124e-05,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,17,20,0.8595721125602722,0.947391985049834,0.9738961596862246,0.00775,1.0,30.9,0.947377387873754,0.9738861780578104,0.00775,-1.4597176079989005e-05,-9.981628414146293e-06,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,18,20,0.8595721125602722,0.879627657807309,0.9343118721839024,0.00925,1.0,57.3,0.8796524916943521,0.9343281549457284,0.009,2.4833887043107516e-05,1.628276182596977e-05,0.0002500000000000002
tcn,44,loo_sample_XMV_10,loo_sample,10.0,19,20,0.8595721125602722,0.9012564784053156,0.9431850920654192,0.01,1.0,33.45,0.9009458887043188,0.9429865435761436,0.01,-0.0003105897009968439,-0.0001985484892755851,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,20,20,0.8595721125602722,0.9389686669435215,0.9697775337348234,0.0085,1.0,41.75,0.9389498338870432,0.969764471087886,0.0085,-1.88330564783179e-05,-1.306264693745618e-05,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,21,20,0.8595721125602722,0.4989836171096345,0.5982286187186073,0.01125,0.0,302.0,0.4990090531561462,0.5982414083132389,0.01125,2.5436046511673194e-05,1.2789594631579249e-05,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,22,20,0.8595721125602722,0.5553489202657808,0.6440557763499182,0.0105,0.0,302.0,0.5554526162790697,0.6441461403209559,0.01075,0.00010369601328896749,9.03639710376769e-05,-0.0002499999999999985
tcn,44,loo_sample_XMV_10,loo_sample,10.0,23,20,0.8595721125602722,0.5453939784053156,0.6348812780979469,0.01025,0.0,302.0,0.5453530107973422,0.6348586328806689,0.01025,-4.09676079733412e-05,-2.2645217278016716e-05,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,24,20,0.8595721125602722,0.9518892026578072,0.9740925503202258,0.00825,1.0,15.55,0.9517225290697674,0.9739967287853112,0.00825,-0.0001666735880397896,-9.582153491460854e-05,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,25,20,0.8595721125602722,0.9108497093023256,0.9517455104720384,0.00675,1.0,19.45,0.9107346760797342,0.9516767224640134,0.00675,-0.00011503322259132087,-6.87880080250114e-05,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,26,20,0.8595721125602722,0.8915126868770764,0.9404250484901884,0.00975,1.0,32.65,0.8915121262458472,0.9404250541364229,0.00975,-5.606312292183446e-07,5.646234479961265e-09,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,27,20,0.8595721125602722,0.784393646179402,0.8630248041937749,0.0085,1.0,24.8,0.7906031561461794,0.8668385245272003,0.0085,0.006209509966777382,0.003813720333425419,0.0
tcn,44,loo_sample_XMV_10,loo_sample,10.0,28,20,0.8595721125602722,0.5595664036544851,0.6632917057086334,0.00725,0.0,302.0,0.5596712001661129,0.6633718865887682,0.00775,0.00010479651162786929,8.018088013483915e-05,-0.0004999999999999996
tcn,44,loo_sample_XMV_11,loo_sample,11.0,1,20,0.8595157265663147,0.9953247093023256,0.997631661400542,0.00725,1.0,4.8,0.9953283222591364,0.99763282328382,0.0075,3.6129568107279297e-06,1.1618832779225485e-06,-0.00024999999999999935
tcn,44,loo_sample_XMV_11,loo_sample,11.0,2,20,0.8595157265663147,0.9895415282392026,0.9945916134763984,0.01075,1.0,12.3,0.9895442275747508,0.9945940784014646,0.01075,2.6993355481952364e-06,2.464925066281154e-06,0.0
tcn,44,loo_sample_XMV_11,loo_sample,11.0,3,20,0.8595157265663147,0.5414093438538206,0.6318099792088152,0.00925,0.0,302.0,0.5416357973421927,0.6318924045093465,0.0095,0.00022645348837213586,8.242530053126362e-05,-0.0002500000000000002
tcn,44,loo_sample_XMV_11,loo_sample,11.0,4,20,0.8595157265663147,0.6115360880398671,0.6884809019072848,0.01025,1.0,2.0,0.6115762873754153,0.6884960886459277,0.00975,4.019933554810784e-05,1.5186738642869457e-05,0.0005000000000000004
tcn,44,loo_sample_XMV_11,loo_sample,11.0,5,20,0.8595157265663147,0.5008153862126246,0.6044938482673944,0.01025,0.0,302.0,0.5004971137873754,0.6040117556286017,0.01,-0.00031827242524917754,-0.00048209263879273045,0.0002500000000000002
tcn,44,loo_sample_XMV_11,loo_sample,11.0,6,20,0.8595157265663147,0.9981167358803986,0.9991143216768794,0.00975,1.0,1.0,0.9981156561461794,0.999114282207987,0.00975,-1.07973421925589e-06,-3.9468892376604003e-08,0.0
tcn,44,loo_sample_XMV_11,loo_sample,11.0,7,20,0.8595157265663147,0.996697757475083,0.9984002665185412,0.009,1.0,2.0,0.9966860880398672,0.998395825701168,0.009,-1.1669435215799773e-05,-4.440817373163597e-06,0.0
tcn,44,loo_sample_XMV_11,loo_sample,11.0,8,20,0.8595157265663147,0.9663740863787376,0.9831862798643036,0.01,1.0,26.05,0.9663949127906976,0.9831945092502908,0.0095,2.082641195999546e-05,8.2293859872129e-06,0.0005000000000000004
tcn,44,loo_sample_XMV_11,loo_sample,11.0,9,20,0.8595157265663147,0.5393627699335548,0.6331091499485552,0.01125,0.0,302.0,0.539186669435216,0.6328999218125253,0.0115,-0.00017610049833882702,-0.0002092281360298598,-0.0002500000000000002
tcn,44,loo_sample_XMV_11,loo_sample,11.0,10,20,0.8595157265663147,0.9237667566445182,0.9596549357149022,0.0095,1.0,36.5,0.9239246262458471,0.9597278867677568,0.01,0.00015786960132890826,7.295105285454184e-05,-0.0005000000000000004
tcn,44,loo_sample_XMV_11,loo_sample,11.0,11,20,0.8595157265663147,0.9444288828903654,0.9687524427570012,0.0095,1.0,9.05,0.9443917566445182,0.9687230604956883,0.01,-3.712624584717439e-05,-2.9382261312882463e-05,-0.0005000000000000004
tcn,44,loo_sample_XMV_11,loo_sample,11.0,12,20,0.8595157265663147,0.7921817068106313,0.8710211972855124,0.01125,1.0,25.1,0.7921376245847176,0.8709340449205698,0.01125,-4.40822259136775e-05,-8.715236494261092e-05,0.0
tcn,44,loo_sample_XMV_11,loo_sample,11.0,13,20,0.8595157265663147,0.9480091985049834,0.9746897309346834,0.00975,1.0,34.5,0.9479900747508304,0.9746843443817768,0.00925,-1.9123754153027583e-05,-5.386552906605502e-06,0.0005000000000000004
tcn,44,loo_sample_XMV_11,loo_sample,11.0,14,20,0.8595157265663147,0.9926985672757476,0.9959785262528008,0.0085,1.0,3.9,0.992668646179402,0.9959597242447455,0.009,-2.9921096345586484e-05,-1.880200805526311e-05,-0.0004999999999999987
tcn,44,loo_sample_XMV_11,loo_sample,11.0,15,20,0.8595157265663147,0.5124831602990033,0.6149118208005352,0.0105,0.0,302.0,0.5124538621262459,0.6147114902347668,0.01,-2.9298172757430407e-05,-0.0002003305657684029,0.0005000000000000004
tcn,44,loo_sample_XMV_11,loo_sample,11.0,16,20,0.8595157265663147,0.5087428986710963,0.6068175300271696,0.01175,0.0,302.0,0.5090973837209303,0.6070110349394433,0.01125,0.00035448504983393025,0.00019350491227365652,0.0005000000000000004
tcn,44,loo_sample_XMV_11,loo_sample,11.0,17,20,0.8595157265663147,0.9473577657807308,0.9738771817812352,0.00775,1.0,30.9,0.947377387873754,0.9738861780578104,0.00775,1.9622093023197174e-05,8.996276575246043e-06,0.0
tcn,44,loo_sample_XMV_11,loo_sample,11.0,18,20,0.8595157265663147,0.8798546096345515,0.934446897389056,0.009,1.0,57.2,0.8796524916943521,0.9343281549457284,0.009,-0.00020211794019941998,-0.00011874244332754635,0.0
tcn,44,loo_sample_XMV_11,loo_sample,11.0,19,20,0.8595157265663147,0.9008763081395348,0.9429559473476904,0.01,1.0,33.45,0.9009458887043188,0.9429865435761436,0.01,6.958056478401087e-05,3.059622845325016e-05,0.0
tcn,44,loo_sample_XMV_11,loo_sample,11.0,20,20,0.8595157265663147,0.9389214700996678,0.9697409464112206,0.009,1.0,41.75,0.9389498338870432,0.969764471087886,0.0085,2.8363787375473848e-05,2.352467666544289e-05,0.0004999999999999987
tcn,44,loo_sample_XMV_11,loo_sample,11.0,21,20,0.8595157265663147,0.4991079734219269,0.5982566534598611,0.01075,0.0,302.0,0.4990090531561462,0.5982414083132389,0.01125,-9.89202657807331e-05,-1.5245146622211436e-05,-0.0005000000000000004
tcn,44,loo_sample_XMV_11,loo_sample,11.0,22,20,0.8595157265663147,0.5556932724252491,0.6442340430286377,0.011,0.0,302.0,0.5554526162790697,0.6441461403209559,0.01075,-0.00024065614617940767,-8.790270768188613e-05,0.0002500000000000002
tcn,44,loo_sample_XMV_11,loo_sample,11.0,23,20,0.8595157265663147,0.5452381852159468,0.6346722290112811,0.01,0.0,302.0,0.5453530107973422,0.6348586328806689,0.01025,0.00011482558139541688,0.00018640386938784115,-0.0002500000000000002
tcn,44,loo_sample_XMV_11,loo_sample,11.0,24,20,0.8595157265663147,0.9516738372093024,0.9739804080015144,0.0085,1.0,15.6,0.9517225290697674,0.9739967287853112,0.00825,4.869186046496665e-05,1.6320783796763827e-05,0.0002500000000000002
tcn,44,loo_sample_XMV_11,loo_sample,11.0,25,20,0.8595157265663147,0.910807184385382,0.9517064150595016,0.007,1.0,19.45,0.9107346760797342,0.9516767224640134,0.00675,-7.250830564775601e-05,-2.969259548823988e-05,0.0002500000000000002
tcn,44,loo_sample_XMV_11,loo_sample,11.0,26,20,0.8595157265663147,0.8914953903654486,0.9404252594881428,0.00975,1.0,32.65,0.8915121262458472,0.9404250541364229,0.00975,1.673588039863283e-05,-2.0535171996183266e-07,0.0
tcn,44,loo_sample_XMV_11,loo_sample,11.0,27,20,0.8595157265663147,0.7904786544850498,0.8667279828372624,0.008,1.0,24.4,0.7906031561461794,0.8668385245272003,0.0085,0.0001245016611295391,0.00011054168993795965,-0.0005000000000000004
tcn,44,loo_sample_XMV_11,loo_sample,11.0,28,20,0.8595157265663147,0.5598321428571429,0.6633845462833489,0.00775,0.0,302.0,0.5596712001661129,0.6633718865887682,0.00775,-0.00016094269102995273,-1.2659694580641201e-05,0.0
tcn,44,zero_XMV_01,zero,1.0,1,20,0.8739707469940186,0.9951138704318936,0.9975195931221666,0.00725,1.0,5.2,0.9953283222591364,0.99763282328382,0.0075,0.00021445182724277867,0.00011323016165332156,-0.00024999999999999935
tcn,44,zero_XMV_01,zero,1.0,2,20,0.8739707469940186,0.9891615448504985,0.9944457405844064,0.00975,1.0,13.0,0.9895442275747508,0.9945940784014646,0.01075,0.00038268272425234784,0.00014833781705825277,-0.0009999999999999992
tcn,44,zero_XMV_01,zero,1.0,3,20,0.8739707469940186,0.5348017649501661,0.6250697961519034,0.01125,0.0,302.0,0.5416357973421927,0.6318924045093465,0.0095,0.006834032392026623,0.006822608357443083,0.0017499999999999998
tcn,44,zero_XMV_01,zero,1.0,4,20,0.8739707469940186,0.6021722176079735,0.6827154225746289,0.011,1.0,2.0,0.6115762873754153,0.6884960886459277,0.00975,0.009404069767441792,0.00578066607129879,0.0012499999999999994
tcn,44,zero_XMV_01,zero,1.0,5,20,0.8739707469940186,0.4998328903654485,0.6035733490322481,0.01,0.05,287.0,0.5004971137873754,0.6040117556286017,0.01,0.0006642234219269016,0.0004384065963535244,0.0
tcn,44,zero_XMV_01,zero,1.0,6,20,0.8739707469940186,0.9981554401993356,0.9991274438904176,0.00875,1.0,1.0,0.9981156561461794,0.999114282207987,0.00975,-3.9784053156188826e-05,-1.3161682430595789e-05,-0.0009999999999999992
tcn,44,zero_XMV_01,zero,1.0,7,20,0.8739707469940186,0.996793438538206,0.9984449469703908,0.01,1.0,2.0,0.9966860880398672,0.998395825701168,0.009,-0.0001073504983387652,-4.9121269222740516e-05,0.0010000000000000009
tcn,44,zero_XMV_01,zero,1.0,8,20,0.8739707469940186,0.9664095099667774,0.9831638991008184,0.01125,1.0,26.2,0.9663949127906976,0.9831945092502908,0.0095,-1.4597176079877983e-05,3.061014947247642e-05,0.0017499999999999998
tcn,44,zero_XMV_01,zero,1.0,9,20,0.8739707469940186,0.5341928571428571,0.6289032231369579,0.01,0.0,302.0,0.539186669435216,0.6328999218125253,0.0115,0.004993812292358846,0.0039966986755674005,-0.0014999999999999996
tcn,44,zero_XMV_01,zero,1.0,10,20,0.8739707469940186,0.921984634551495,0.9585170913719824,0.01125,1.0,36.5,0.9239246262458471,0.9597278867677568,0.01,0.0019399916943521056,0.0012107953957744,0.0012499999999999994
tcn,44,zero_XMV_01,zero,1.0,11,20,0.8739707469940186,0.9422881021594685,0.9675647808967366,0.00875,1.0,10.15,0.9443917566445182,0.9687230604956883,0.01,0.0021036544850497885,0.0011582795989517614,-0.0012499999999999994
tcn,44,zero_XMV_01,zero,1.0,12,20,0.8739707469940186,0.7827013911960133,0.8639283033381076,0.012,1.0,29.15,0.7921376245847176,0.8709340449205698,0.01125,0.009436233388704252,0.007005741582462255,0.0007500000000000007
tcn,44,zero_XMV_01,zero,1.0,13,20,0.8739707469940186,0.9473872300664452,0.9744011897220718,0.009,1.0,34.95,0.9479900747508304,0.9746843443817768,0.00925,0.0006028446843852064,0.000283154659704965,-0.0002500000000000002
tcn,44,zero_XMV_01,zero,1.0,14,20,0.8739707469940186,0.99223957641196,0.995696851352246,0.0085,1.0,4.05,0.992668646179402,0.9959597242447455,0.009,0.00042906976744194747,0.00026287289249959933,-0.0004999999999999987
tcn,44,zero_XMV_01,zero,1.0,15,20,0.8739707469940186,0.5110211586378738,0.6130391319277898,0.0125,0.0,302.0,0.5124538621262459,0.6147114902347668,0.01,0.0014327034883721002,0.0016723583069769843,0.0025000000000000005
tcn,44,zero_XMV_01,zero,1.0,16,20,0.8739707469940186,0.5092402200996677,0.6069073788902772,0.01075,0.0,302.0,0.5090973837209303,0.6070110349394433,0.01125,-0.00014283637873746535,0.00010365604916606763,-0.0005000000000000004
tcn,44,zero_XMV_01,zero,1.0,17,20,0.8739707469940186,0.9470063953488372,0.9735162103972372,0.00875,1.0,30.9,0.947377387873754,0.9738861780578104,0.00775,0.00037099252491679113,0.0003699676605731783,0.0010000000000000009
tcn,44,zero_XMV_01,zero,1.0,18,20,0.8739707469940186,0.8768547134551495,0.9327239556955256,0.01025,1.0,57.6,0.8796524916943521,0.9343281549457284,0.009,0.002797778239202575,0.0016041992502028313,0.0012500000000000011
tcn,44,zero_XMV_01,zero,1.0,19,20,0.8739707469940186,0.8967670681063122,0.9404017119831576,0.01175,1.0,33.7,0.9009458887043188,0.9429865435761436,0.01,0.004178820598006561,0.002584831592986059,0.0017499999999999998
tcn,44,zero_XMV_01,zero,1.0,20,20,0.8739707469940186,0.93910573089701,0.9697820102680196,0.00975,1.0,41.7,0.9389498338870432,0.969764471087886,0.0085,-0.0001558970099667656,-1.7539180133585575e-05,0.0012499999999999994
tcn,44,zero_XMV_01,zero,1.0,21,20,0.8739707469940186,0.5029093853820598,0.6023229778338517,0.00975,0.0,302.0,0.4990090531561462,0.5982414083132389,0.01125,-0.003900332225913572,-0.004081569520612782,-0.0014999999999999996
tcn,44,zero_XMV_01,zero,1.0,22,20,0.8739707469940186,0.5525728405315614,0.6447575877956315,0.01,0.0,302.0,0.5554526162790697,0.6441461403209559,0.01075,0.0028797757475083063,-0.0006114474746756748,-0.0007499999999999989
tcn,44,zero_XMV_01,zero,1.0,23,20,0.8739707469940186,0.543518334717608,0.6332940012608035,0.01225,0.0,302.0,0.5453530107973422,0.6348586328806689,0.01025,0.0018346760797341988,0.0015646316198654198,0.002
tcn,44,zero_XMV_01,zero,1.0,24,20,0.8739707469940186,0.8453087209302326,0.9057601985976942,0.00775,1.0,32.8,0.9517225290697674,0.9739967287853112,0.00825,0.10641380813953483,0.068236530187617,-0.0005000000000000004
tcn,44,zero_XMV_01,zero,1.0,25,20,0.8739707469940186,0.909532911129568,0.9509872527351751,0.00625,1.0,19.45,0.9107346760797342,0.9516767224640134,0.00675,0.0012017649501662175,0.0006894697288382101,-0.0004999999999999996
tcn,44,zero_XMV_01,zero,1.0,26,20,0.8739707469940186,0.8887261835548173,0.9387000185370454,0.009,1.0,32.9,0.8915121262458472,0.9404250541364229,0.00975,0.002785942691029941,0.0017250355993774225,-0.0007500000000000007
tcn,44,zero_XMV_01,zero,1.0,27,20,0.8739707469940186,0.7835302948504983,0.8620239289965577,0.00875,1.0,23.6,0.7906031561461794,0.8668385245272003,0.0085,0.007072861295681077,0.0048145955306426735,0.0002500000000000002
tcn,44,zero_XMV_01,zero,1.0,28,20,0.8739707469940186,0.5559059593023256,0.6579565636412215,0.01,0.0,302.0,0.5596712001661129,0.6633718865887682,0.00775,0.003765240863787378,0.0054153229475467635,0.0022500000000000003
tcn,44,zero_XMV_02,zero,2.0,1,20,0.8811204433441162,0.9952314784053156,0.9975997996185,0.0085,1.0,4.7,0.9953283222591364,0.99763282328382,0.0075,9.684385382080496e-05,3.3023665319986684e-05,0.0010000000000000009
tcn,44,zero_XMV_02,zero,2.0,2,20,0.8811204433441162,0.9892357142857144,0.9944391829542572,0.008,1.0,13.0,0.9895442275747508,0.9945940784014646,0.01075,0.00030851328903636066,0.0001548954472074815,-0.002749999999999999
tcn,44,zero_XMV_02,zero,2.0,3,20,0.8811204433441162,0.5399123546511628,0.633515105888823,0.009,0.0,302.0,0.5416357973421927,0.6318924045093465,0.0095,0.001723442691029864,-0.00162270137947651,-0.0005000000000000004
tcn,44,zero_XMV_02,zero,2.0,4,20,0.8811204433441162,0.6101947674418605,0.6882681611232283,0.01075,1.0,2.0,0.6115762873754153,0.6884960886459277,0.00975,0.0013815199335547312,0.00022792752269940042,0.0009999999999999992
tcn,44,zero_XMV_02,zero,2.0,5,20,0.8811204433441162,0.5000451827242525,0.6030338070061021,0.01125,0.0,302.0,0.5004971137873754,0.6040117556286017,0.01,0.0004519310631229123,0.0009779486224995582,0.0012499999999999994
tcn,44,zero_XMV_02,zero,2.0,6,20,0.8811204433441162,0.99817811461794,0.9991329535694616,0.0095,1.0,1.0,0.9981156561461794,0.999114282207987,0.00975,-6.245847176067354e-05,-1.8671361474598136e-05,-0.0002500000000000002
tcn,44,zero_XMV_02,zero,2.0,7,20,0.8811204433441162,0.9966826827242524,0.9983919001184433,0.01075,1.0,2.0,0.9966860880398672,0.998395825701168,0.009,3.405315614823934e-06,3.925582724773058e-06,0.0017499999999999998
tcn,44,zero_XMV_02,zero,2.0,8,20,0.8811204433441162,0.9655326411960132,0.98288593835822,0.009,1.0,26.2,0.9663949127906976,0.9831945092502908,0.0095,0.0008622715946843273,0.0003085708920708141,-0.0005000000000000004
tcn,44,zero_XMV_02,zero,2.0,9,20,0.8811204433441162,0.538355834717608,0.6297255491534877,0.0115,0.0,302.0,0.539186669435216,0.6328999218125253,0.0115,0.0008308347176080311,0.0031743726590376387,0.0
tcn,44,zero_XMV_02,zero,2.0,10,20,0.8811204433441162,0.921661150332226,0.958469879528378,0.01,1.0,36.95,0.9239246262458471,0.9597278867677568,0.01,0.0022634759136211935,0.0012580072393787445,0.0
tcn,44,zero_XMV_02,zero,2.0,11,20,0.8811204433441162,0.9406135589700996,0.9664477879533866,0.00825,1.0,10.25,0.9443917566445182,0.9687230604956883,0.01,0.0037781976744186707,0.002275272542301754,-0.0017499999999999998
tcn,44,zero_XMV_02,zero,2.0,12,20,0.8811204433441162,0.7810618563122924,0.8630532271366242,0.01325,1.0,26.9,0.7921376245847176,0.8709340449205698,0.01125,0.01107576827242518,0.00788081778394556,0.002
tcn,44,zero_XMV_02,zero,2.0,13,20,0.8811204433441162,0.9475281561461794,0.9745649714086212,0.011,1.0,34.8,0.9479900747508304,0.9746843443817768,0.00925,0.00046191860465105705,0.00011937297315556261,0.0017499999999999998
tcn,44,zero_XMV_02,zero,2.0,14,20,0.8811204433441162,0.9920086378737542,0.9955016971328334,0.0095,1.0,4.2,0.992668646179402,0.9959597242447455,0.009,0.0006600083056478301,0.0004580271119121182,0.0005000000000000004
