architecture,seed,condition,mode,channel,fault_id,runs,threshold,auroc,auprc,pre_fpr,detected_ratio,censored_delay_mean
tcn,44,conditional_XMV_02,conditional,2.0,19,20,0.8601131439208984,0.9128677948504984,0.950861149233142,0.01,1.0,31.5
tcn,44,conditional_XMV_02,conditional,2.0,20,20,0.8601131439208984,0.9388645348837208,0.9696933429523752,0.0085,1.0,41.75
tcn,44,conditional_XMV_02,conditional,2.0,21,20,0.8601131439208984,0.499235049833887,0.5985194770301824,0.01125,0.0,302.0
tcn,44,conditional_XMV_02,conditional,2.0,22,20,0.8601131439208984,0.5550721345514951,0.6435815318808391,0.011,0.0,302.0
tcn,44,conditional_XMV_02,conditional,2.0,23,20,0.8601131439208984,0.5451219476744186,0.6347516141089156,0.01025,0.0,302.0
tcn,44,conditional_XMV_02,conditional,2.0,24,20,0.8601131439208984,0.9493652408637874,0.9726037616140022,0.00825,1.0,16.05
tcn,44,conditional_XMV_02,conditional,2.0,25,20,0.8601131439208984,0.8958768687707641,0.9426072738998916,0.0065,1.0,21.2
tcn,44,conditional_XMV_02,conditional,2.0,26,20,0.8601131439208984,0.8910112126245847,0.940124714507458,0.0095,1.0,33.15
tcn,44,conditional_XMV_02,conditional,2.0,27,20,0.8601131439208984,0.7920312707641196,0.8678571501574912,0.00775,1.0,23.9
tcn,44,conditional_XMV_02,conditional,2.0,28,20,0.8601131439208984,0.5591135589700996,0.6628681102228252,0.00775,0.0,302.0
tcn,44,conditional_XMV_03,conditional,3.0,1,20,0.8631675243377686,0.9953005813953488,0.9976225344382398,0.0075,1.0,4.9
tcn,44,conditional_XMV_03,conditional,3.0,2,20,0.8631675243377686,0.9895262250830564,0.9945879753660462,0.01075,1.0,12.55
tcn,44,conditional_XMV_03,conditional,3.0,3,20,0.8631675243377686,0.5415848837209303,0.631932954135527,0.00925,0.0,302.0
tcn,44,conditional_XMV_03,conditional,3.0,4,20,0.8631675243377686,0.610175311461794,0.6875928141358867,0.00975,1.0,2.0
tcn,44,conditional_XMV_03,conditional,3.0,5,20,0.8631675243377686,0.5005637666112956,0.6045659386725821,0.01,0.0,302.0
tcn,44,conditional_XMV_03,conditional,3.0,6,20,0.8631675243377686,0.9981352159468438,0.9991247578303278,0.00975,1.0,1.0
tcn,44,conditional_XMV_03,conditional,3.0,7,20,0.8631675243377686,0.9966962209302326,0.998399732450324,0.0095,1.0,2.0
tcn,44,conditional_XMV_03,conditional,3.0,8,20,0.8631675243377686,0.96634792358804,0.9831555218211756,0.0095,1.0,25.95
tcn,44,conditional_XMV_03,conditional,3.0,9,20,0.8631675243377686,0.5393837832225914,0.6330351200429348,0.012,0.0,302.0
tcn,44,conditional_XMV_03,conditional,3.0,10,20,0.8631675243377686,0.9237373754152824,0.9596278285599642,0.0085,1.0,36.5
tcn,44,conditional_XMV_03,conditional,3.0,11,20,0.8631675243377686,0.9440239410299004,0.9685132417457504,0.01025,1.0,9.2
tcn,44,conditional_XMV_03,conditional,3.0,12,20,0.8631675243377686,0.7919693936877077,0.8707682771996805,0.01075,1.0,25.15
tcn,44,conditional_XMV_03,conditional,3.0,13,20,0.8631675243377686,0.9477478820598008,0.9745893160191058,0.00925,1.0,34.45
tcn,44,conditional_XMV_03,conditional,3.0,14,20,0.8631675243377686,0.9927117524916944,0.9959967104267426,0.00875,1.0,3.9
tcn,44,conditional_XMV_03,conditional,3.0,15,20,0.8631675243377686,0.5125985049833887,0.6145996880954396,0.0105,0.0,302.0
tcn,44,conditional_XMV_03,conditional,3.0,16,20,0.8631675243377686,0.5083287375415282,0.6067031139963757,0.01175,0.0,302.0
tcn,44,conditional_XMV_03,conditional,3.0,17,20,0.8631675243377686,0.9473013704318936,0.9738419495435748,0.00725,1.0,30.9
tcn,44,conditional_XMV_03,conditional,3.0,18,20,0.8631675243377686,0.8790679401993355,0.9340392090979812,0.00975,1.0,57.3
tcn,44,conditional_XMV_03,conditional,3.0,19,20,0.8631675243377686,0.9001089908637874,0.9424910280196354,0.011,1.0,33.55
tcn,44,conditional_XMV_03,conditional,3.0,20,20,0.8631675243377686,0.9388558139534884,0.9696987373052052,0.00825,1.0,41.7
tcn,44,conditional_XMV_03,conditional,3.0,21,20,0.8631675243377686,0.4990602159468438,0.5985239778572954,0.0115,0.0,302.0
tcn,44,conditional_XMV_03,conditional,3.0,22,20,0.8631675243377686,0.5548785506644518,0.6438506694522236,0.01,0.0,302.0
tcn,44,conditional_XMV_03,conditional,3.0,23,20,0.8631675243377686,0.5170289867109634,0.6118810645485107,0.00975,0.0,302.0
tcn,44,conditional_XMV_03,conditional,3.0,24,20,0.8631675243377686,0.951478280730897,0.973851066628868,0.008,1.0,15.7
tcn,44,conditional_XMV_03,conditional,3.0,25,20,0.8631675243377686,0.9103402823920266,0.9514251215731684,0.00675,1.0,19.5
tcn,44,conditional_XMV_03,conditional,3.0,26,20,0.8631675243377686,0.8906827242524917,0.939932129137644,0.00975,1.0,32.65
tcn,44,conditional_XMV_03,conditional,3.0,27,20,0.8631675243377686,0.7906899916943522,0.8669516452517957,0.00925,1.0,24.3
tcn,44,conditional_XMV_03,conditional,3.0,28,20,0.8631675243377686,0.5593336586378738,0.6627493097529471,0.00725,0.0,302.0
tcn,44,conditional_XMV_04,conditional,4.0,1,20,0.8626877069473267,0.9952786129568106,0.9976088138505046,0.008,1.0,4.95
tcn,44,conditional_XMV_04,conditional,4.0,2,20,0.8626877069473267,0.9892447674418604,0.994451451394765,0.01,1.0,13.15
tcn,44,conditional_XMV_04,conditional,4.0,3,20,0.8626877069473267,0.539596615448505,0.6291836015767781,0.0095,0.0,302.0
tcn,44,conditional_XMV_04,conditional,4.0,4,20,0.8626877069473267,0.6122514119601329,0.6900254525070095,0.00925,1.0,2.0
tcn,44,conditional_XMV_04,conditional,4.0,5,20,0.8626877069473267,0.5007296926910298,0.6046756997830735,0.009,0.0,302.0
tcn,44,conditional_XMV_04,conditional,4.0,6,20,0.8626877069473267,0.9981828903654484,0.9991385118352952,0.01025,1.0,1.0
tcn,44,conditional_XMV_04,conditional,4.0,7,20,0.8626877069473267,0.9967085132890364,0.9984026068869412,0.0085,1.0,2.0
tcn,44,conditional_XMV_04,conditional,4.0,8,20,0.8626877069473267,0.9659764119601328,0.982953363420892,0.009,1.0,26.4
tcn,44,conditional_XMV_04,conditional,4.0,9,20,0.8626877069473267,0.5359300456810632,0.6294846291931876,0.01125,0.0,302.0
tcn,44,conditional_XMV_04,conditional,4.0,10,20,0.8626877069473267,0.9236379775747507,0.9595809675488388,0.0105,1.0,36.55
tcn,44,conditional_XMV_04,conditional,4.0,11,20,0.8626877069473267,0.9454731727574752,0.9693740410457976,0.0085,1.0,9.3
tcn,44,conditional_XMV_04,conditional,4.0,12,20,0.8626877069473267,0.7905153862126246,0.8696049917330041,0.01175,1.0,25.65
tcn,44,conditional_XMV_04,conditional,4.0,13,20,0.8626877069473267,0.9479780107973422,0.9746575271566826,0.01025,1.0,34.7
tcn,44,conditional_XMV_04,conditional,4.0,14,20,0.8626877069473267,0.9927794435215946,0.9960175243979882,0.01075,1.0,4.1
tcn,44,conditional_XMV_04,conditional,4.0,15,20,0.8626877069473267,0.5121879983388704,0.6144575543982778,0.00975,0.0,302.0
tcn,44,conditional_XMV_04,conditional,4.0,16,20,0.8626877069473267,0.5084269933554817,0.6058472393737637,0.011,0.0,302.0
tcn,44,conditional_XMV_04,conditional,4.0,17,20,0.8626877069473267,0.9474515365448504,0.9739395048705471,0.00825,1.0,31.2
tcn,44,conditional_XMV_04,conditional,4.0,18,20,0.8626877069473267,0.8788155523255814,0.9338574290738128,0.00875,1.0,57.75
tcn,44,conditional_XMV_04,conditional,4.0,19,20,0.8626877069473267,0.923185838870432,0.9573815473141298,0.00975,1.0,30.35
tcn,44,conditional_XMV_04,conditional,4.0,20,20,0.8626877069473267,0.9387629983388704,0.969630883291706,0.00875,1.0,41.75
tcn,44,conditional_XMV_04,conditional,4.0,21,20,0.8626877069473267,0.4997878322259136,0.5991948999387843,0.011,0.0,302.0
tcn,44,conditional_XMV_04,conditional,4.0,22,20,0.8626877069473267,0.5511230897009967,0.6405000879326272,0.01175,0.0,302.0
tcn,44,conditional_XMV_04,conditional,4.0,23,20,0.8626877069473267,0.5710560838870432,0.6599012063654528,0.0095,0.0,302.0
tcn,44,conditional_XMV_04,conditional,4.0,24,20,0.8626877069473267,0.9507825581395348,0.973495483481439,0.00725,1.0,15.95
tcn,44,conditional_XMV_04,conditional,4.0,25,20,0.8626877069473267,0.9105701619601329,0.9515174694325048,0.0065,1.0,19.45
tcn,44,conditional_XMV_04,conditional,4.0,26,20,0.8626877069473267,0.7891347176079734,0.869528968378755,0.01025,1.0,68.4
tcn,44,conditional_XMV_04,conditional,4.0,27,20,0.8626877069473267,0.7918308762458471,0.8674737086635904,0.0075,1.0,24.75
tcn,44,conditional_XMV_04,conditional,4.0,28,20,0.8626877069473267,0.5580364410299004,0.6619271901271239,0.00775,0.0,302.0
tcn,44,conditional_XMV_05,conditional,5.0,1,20,0.8595937490463257,0.9953283222591364,0.99763282328382,0.0075,1.0,4.8
tcn,44,conditional_XMV_05,conditional,5.0,2,20,0.8595937490463257,0.9895442275747508,0.9945940784014646,0.01075,1.0,12.3
tcn,44,conditional_XMV_05,conditional,5.0,3,20,0.8595937490463257,0.5416357973421927,0.6318924045093465,0.0095,0.0,302.0
tcn,44,conditional_XMV_05,conditional,5.0,4,20,0.8595937490463257,0.6115762873754153,0.6884960886459277,0.00975,1.0,2.0
tcn,44,conditional_XMV_05,conditional,5.0,5,20,0.8595937490463257,0.5004971137873754,0.6040117556286017,0.01,0.0,302.0
tcn,44,conditional_XMV_05,conditional,5.0,6,20,0.8595937490463257,0.9981156561461794,0.999114282207987,0.00975,1.0,1.0
tcn,44,conditional_XMV_05,conditional,5.0,7,20,0.8595937490463257,0.9966860880398672,0.998395825701168,0.009,1.0,2.0
tcn,44,conditional_XMV_05,conditional,5.0,8,20,0.8595937490463257,0.9663949127906976,0.9831945092502908,0.0095,1.0,26.05
tcn,44,conditional_XMV_05,conditional,5.0,9,20,0.8595937490463257,0.539186669435216,0.6328999218125253,0.0115,0.0,302.0
tcn,44,conditional_XMV_05,conditional,5.0,10,20,0.8595937490463257,0.9239246262458471,0.9597278867677568,0.01,1.0,36.45
tcn,44,conditional_XMV_05,conditional,5.0,11,20,0.8595937490463257,0.9443917566445182,0.9687230604956883,0.01,1.0,9.05
tcn,44,conditional_XMV_05,conditional,5.0,12,20,0.8595937490463257,0.7921376245847176,0.8709340449205698,0.01125,1.0,24.95
tcn,44,conditional_XMV_05,conditional,5.0,13,20,0.8595937490463257,0.9479900747508304,0.9746843443817768,0.00925,1.0,34.5
tcn,44,conditional_XMV_05,conditional,5.0,14,20,0.8595937490463257,0.992668646179402,0.9959597242447455,0.009,1.0,3.9
tcn,44,conditional_XMV_05,conditional,5.0,15,20,0.8595937490463257,0.5124538621262459,0.6147114902347668,0.01,0.0,302.0
tcn,44,conditional_XMV_05,conditional,5.0,16,20,0.8595937490463257,0.5090973837209303,0.6070110349394433,0.01125,0.0,302.0
tcn,44,conditional_XMV_05,conditional,5.0,17,20,0.8595937490463257,0.947377387873754,0.9738861780578104,0.00775,1.0,30.9
tcn,44,conditional_XMV_05,conditional,5.0,18,20,0.8595937490463257,0.8796524916943521,0.9343281549457284,0.009,1.0,57.3
tcn,44,conditional_XMV_05,conditional,5.0,19,20,0.8595937490463257,0.9009458887043188,0.9429865435761436,0.01,1.0,33.45
tcn,44,conditional_XMV_05,conditional,5.0,20,20,0.8595937490463257,0.9389498338870432,0.969764471087886,0.0085,1.0,41.75
tcn,44,conditional_XMV_05,conditional,5.0,21,20,0.8595937490463257,0.4990090531561462,0.5982414083132389,0.01125,0.0,302.0
tcn,44,conditional_XMV_05,conditional,5.0,22,20,0.8595937490463257,0.5554526162790697,0.6441461403209559,0.01075,0.0,302.0
tcn,44,conditional_XMV_05,conditional,5.0,23,20,0.8595937490463257,0.5453530107973422,0.6348586328806689,0.01025,0.0,302.0
tcn,44,conditional_XMV_05,conditional,5.0,24,20,0.8595937490463257,0.9517225290697674,0.9739967287853112,0.00825,1.0,15.6
tcn,44,conditional_XMV_05,conditional,5.0,25,20,0.8595937490463257,0.9107346760797342,0.9516767224640134,0.00675,1.0,19.45
tcn,44,conditional_XMV_05,conditional,5.0,26,20,0.8595937490463257,0.8915121262458472,0.9404250541364229,0.00975,1.0,32.65
tcn,44,conditional_XMV_05,conditional,5.0,27,20,0.8595937490463257,0.7906031561461794,0.8668385245272003,0.0085,1.0,24.5
tcn,44,conditional_XMV_05,conditional,5.0,28,20,0.8595937490463257,0.5596712001661129,0.6633718865887682,0.00775,0.0,302.0
tcn,44,conditional_XMV_06,conditional,6.0,1,20,0.859625518321991,0.9952911960132892,0.9976163392264896,0.0075,1.0,4.75
tcn,44,conditional_XMV_06,conditional,6.0,2,20,0.859625518321991,0.989566196013289,0.9946067786735704,0.01075,1.0,12.4
tcn,44,conditional_XMV_06,conditional,6.0,3,20,0.859625518321991,0.5420761004983389,0.6321563320177948,0.00975,0.0,302.0
tcn,44,conditional_XMV_06,conditional,6.0,4,20,0.859625518321991,0.6283967400332225,0.7017163605626127,0.01025,1.0,2.0
tcn,44,conditional_XMV_06,conditional,6.0,5,20,0.859625518321991,0.5005409053156146,0.6038273600967793,0.0105,0.0,302.0
tcn,44,conditional_XMV_06,conditional,6.0,6,20,0.859625518321991,0.9981261212624584,0.9991184190855664,0.0095,1.0,1.0
tcn,44,conditional_XMV_06,conditional,6.0,7,20,0.859625518321991,0.9966813122923588,0.998393795047775,0.009,1.0,2.0
tcn,44,conditional_XMV_06,conditional,6.0,8,20,0.859625518321991,0.9663878322259136,0.9831917991324278,0.009,1.0,26.0
tcn,44,conditional_XMV_06,conditional,6.0,9,20,0.859625518321991,0.5391012458471761,0.632757239096084,0.011,0.0,302.0
tcn,44,conditional_XMV_06,conditional,6.0,10,20,0.859625518321991,0.9232613372093024,0.9593343737014124,0.01075,1.0,36.4
tcn,44,conditional_XMV_06,conditional,6.0,11,20,0.859625518321991,0.9468662790697674,0.9701350973711512,0.01,1.0,9.05
tcn,44,conditional_XMV_06,conditional,6.0,12,20,0.859625518321991,0.7918682931893688,0.8707261059814798,0.01125,1.0,24.95
tcn,44,conditional_XMV_06,conditional,6.0,13,20,0.859625518321991,0.947994476744186,0.9746881982792812,0.0095,1.0,34.5
tcn,44,conditional_XMV_06,conditional,6.0,14,20,0.859625518321991,0.9927392857142856,0.9960158377563184,0.00925,1.0,3.9
tcn,44,conditional_XMV_06,conditional,6.0,15,20,0.859625518321991,0.5124779485049834,0.6147781768562426,0.00975,0.0,302.0
tcn,44,conditional_XMV_06,conditional,6.0,16,20,0.859625518321991,0.508990988372093,0.6067723644092291,0.01125,0.0,302.0
tcn,44,conditional_XMV_06,conditional,6.0,17,20,0.859625518321991,0.9474248131229236,0.9739203455976306,0.008,1.0,30.95
tcn,44,conditional_XMV_06,conditional,6.0,18,20,0.859625518321991,0.8795323297342192,0.9343045849085636,0.00925,1.0,57.2
tcn,44,conditional_XMV_06,conditional,6.0,19,20,0.859625518321991,0.901001349667774,0.9430318583979724,0.01,1.0,33.45
tcn,44,conditional_XMV_06,conditional,6.0,20,20,0.859625518321991,0.9390767857142858,0.96985477637293,0.00875,1.0,41.4
tcn,44,conditional_XMV_06,conditional,6.0,21,20,0.859625518321991,0.4987523878737541,0.5979920406745666,0.01125,0.0,302.0
tcn,44,conditional_XMV_06,conditional,6.0,22,20,0.859625518321991,0.5554515157807309,0.6440791934989544,0.0105,0.0,302.0
tcn,44,conditional_XMV_06,conditional,6.0,23,20,0.859625518321991,0.5454795473421927,0.6348286794863727,0.01025,0.0,302.0
tcn,44,conditional_XMV_06,conditional,6.0,24,20,0.859625518321991,0.9516904485049834,0.9739709084538376,0.0085,1.0,15.5
tcn,44,conditional_XMV_06,conditional,6.0,25,20,0.859625518321991,0.9106701827242524,0.9516316447306784,0.00725,1.0,19.45
tcn,44,conditional_XMV_06,conditional,6.0,26,20,0.859625518321991,0.8912988787375415,0.9402868321821288,0.009,1.0,32.65
tcn,44,conditional_XMV_06,conditional,6.0,27,20,0.859625518321991,0.7939747715946844,0.8691841304854077,0.00875,1.0,23.1
tcn,44,conditional_XMV_06,conditional,6.0,28,20,0.859625518321991,0.5599205980066445,0.6636645323757308,0.0075,0.0,302.0
tcn,44,conditional_XMV_07,conditional,7.0,1,20,0.8599664568901062,0.9953293604651164,0.9976318500490592,0.0075,1.0,4.75
tcn,44,conditional_XMV_07,conditional,7.0,2,20,0.8599664568901062,0.9895055024916944,0.9945723610891212,0.011,1.0,12.65
tcn,44,conditional_XMV_07,conditional,7.0,3,20,0.8599664568901062,0.5416769518272425,0.6319592221946345,0.00925,0.0,302.0
tcn,44,conditional_XMV_07,conditional,7.0,4,20,0.8599664568901062,0.6162602159468439,0.692016220275151,0.0095,1.0,2.0
tcn,44,conditional_XMV_07,conditional,7.0,5,20,0.8599664568901062,0.5004705149501661,0.6039830802955646,0.01025,0.0,302.0
tcn,44,conditional_XMV_07,conditional,7.0,6,20,0.8599664568901062,0.9981197259136212,0.9991158721759325,0.00975,1.0,1.0
tcn,44,conditional_XMV_07,conditional,7.0,7,20,0.8599664568901062,0.9966840531561462,0.9983950650521936,0.00925,1.0,2.0
tcn,44,conditional_XMV_07,conditional,7.0,8,20,0.8599664568901062,0.9663679609634552,0.9831726343971798,0.00975,1.0,25.95
tcn,44,conditional_XMV_07,conditional,7.0,9,20,0.8599664568901062,0.5391833056478406,0.6328494166408593,0.0115,0.0,302.0
tcn,44,conditional_XMV_07,conditional,7.0,10,20,0.8599664568901062,0.9245565822259136,0.9601056666399091,0.009,1.0,36.4
tcn,44,conditional_XMV_07,conditional,7.0,11,20,0.8599664568901062,0.945143438538206,0.9691590916342068,0.01,1.0,9.05
tcn,44,conditional_XMV_07,conditional,7.0,12,20,0.8599664568901062,0.7916049003322259,0.870555949509028,0.01125,1.0,24.95
tcn,44,conditional_XMV_07,conditional,7.0,13,20,0.8599664568901062,0.9480067275747508,0.9746931713597878,0.0095,1.0,34.5
tcn,44,conditional_XMV_07,conditional,7.0,14,20,0.8599664568901062,0.9926753529900332,0.995962048532948,0.009,1.0,3.9
tcn,44,conditional_XMV_07,conditional,7.0,15,20,0.8599664568901062,0.5124420681063123,0.6147026849687424,0.01,0.0,302.0
tcn,44,conditional_XMV_07,conditional,7.0,16,20,0.8599664568901062,0.5091271179401994,0.6070166665526173,0.01125,0.0,302.0
tcn,44,conditional_XMV_07,conditional,7.0,17,20,0.8599664568901062,0.9471251868770764,0.9737350941852704,0.00775,1.0,30.9
tcn,44,conditional_XMV_07,conditional,7.0,18,20,0.8599664568901062,0.8795756852159469,0.9342746647655013,0.009,1.0,57.35
tcn,44,conditional_XMV_07,conditional,7.0,19,20,0.8599664568901062,0.8717190822259137,0.923229420166533,0.00975,1.0,40.55
tcn,44,conditional_XMV_07,conditional,7.0,20,20,0.8599664568901062,0.938963122923588,0.9697693198070998,0.00825,1.0,41.75
tcn,44,conditional_XMV_07,conditional,7.0,21,20,0.8599664568901062,0.4991941029900332,0.5983417940407327,0.01125,0.0,302.0
tcn,44,conditional_XMV_07,conditional,7.0,22,20,0.8599664568901062,0.5556186046511628,0.6442074489070154,0.0105,0.0,302.0
tcn,44,conditional_XMV_07,conditional,7.0,23,20,0.8599664568901062,0.5452025955149502,0.6347902290831572,0.00975,0.0,302.0
tcn,44,conditional_XMV_07,conditional,7.0,24,20,0.8599664568901062,0.9513782599667774,0.9737960012081784,0.0075,1.0,15.6
tcn,44,conditional_XMV_07,conditional,7.0,25,20,0.8599664568901062,0.9100706810631228,0.9513159581251932,0.007,1.0,19.45
tcn,44,conditional_XMV_07,conditional,7.0,26,20,0.8599664568901062,0.8919569559800664,0.9406773382303204,0.01,1.0,32.65
tcn,44,conditional_XMV_07,conditional,7.0,27,20,0.8599664568901062,0.7909959717607974,0.8670527306537517,0.00775,1.0,24.5
tcn,44,conditional_XMV_07,conditional,7.0,28,20,0.8599664568901062,0.5594430024916943,0.6634022619389363,0.00775,0.0,302.0
tcn,44,conditional_XMV_08,conditional,8.0,1,20,0.859182596206665,0.9953192275747508,0.997627491024608,0.0075,1.0,4.85
tcn,44,conditional_XMV_08,conditional,8.0,2,20,0.859182596206665,0.9895168604651164,0.9945808400546436,0.011,1.0,12.45
tcn,44,conditional_XMV_08,conditional,8.0,3,20,0.859182596206665,0.5415573504983389,0.6318382367018461,0.00925,0.0,302.0
tcn,44,conditional_XMV_08,conditional,8.0,4,20,0.859182596206665,0.6132768480066445,0.6897338553322914,0.01,1.0,2.0
tcn,44,conditional_XMV_08,conditional,8.0,5,20,0.859182596206665,0.5006040697674419,0.6041228750255675,0.01025,0.0,302.0
tcn,44,conditional_XMV_08,conditional,8.0,6,20,0.859182596206665,0.9981156561461794,0.999114359945426,0.00975,1.0,1.0
tcn,44,conditional_XMV_08,conditional,8.0,7,20,0.859182596206665,0.9966884551495016,0.9983969991104106,0.00925,1.0,2.0
tcn,44,conditional_XMV_08,conditional,8.0,8,20,0.859182596206665,0.9662599044850498,0.9831227681789256,0.0095,1.0,26.05
tcn,44,conditional_XMV_08,conditional,8.0,9,20,0.859182596206665,0.5390770348837209,0.6328001936082334,0.0115,0.0,302.0
tcn,44,conditional_XMV_08,conditional,8.0,10,20,0.859182596206665,0.9237443936877076,0.9596143463682184,0.01,1.0,36.5
tcn,44,conditional_XMV_08,conditional,8.0,11,20,0.859182596206665,0.944548338870432,0.9688061769772496,0.01025,1.0,9.05
tcn,44,conditional_XMV_08,conditional,8.0,12,20,0.859182596206665,0.7919266196013289,0.8708077891375308,0.01125,1.0,24.95
tcn,44,conditional_XMV_08,conditional,8.0,13,20,0.859182596206665,0.94800728820598,0.9746895170632134,0.00925,1.0,34.5
tcn,44,conditional_XMV_08,conditional,8.0,14,20,0.859182596206665,0.9926730481727576,0.9959639151281324,0.009,1.0,3.9
tcn,44,conditional_XMV_08,conditional,8.0,15,20,0.859182596206665,0.5124311254152824,0.6146480470173097,0.01,0.0,302.0
tcn,44,conditional_XMV_08,conditional,8.0,16,20,0.859182596206665,0.5089720930232559,0.6068832943228414,0.0115,0.0,302.0
tcn,44,conditional_XMV_08,conditional,8.0,17,20,0.859182596206665,0.9473340531561462,0.9738650779958968,0.00775,1.0,30.9
tcn,44,conditional_XMV_08,conditional,8.0,18,20,0.859182596206665,0.879646407807309,0.9343198848536428,0.009,1.0,57.4
tcn,44,conditional_XMV_08,conditional,8.0,19,20,0.859182596206665,0.8622892441860465,0.9183900902473696,0.01,1.0,35.6
tcn,44,conditional_XMV_08,conditional,8.0,20,20,0.859182596206665,0.9389624792358804,0.9697685817919968,0.00825,1.0,41.75
tcn,44,conditional_XMV_08,conditional,8.0,21,20,0.859182596206665,0.4990273255813953,0.5983371893220261,0.011,0.0,302.0
tcn,44,conditional_XMV_08,conditional,8.0,22,20,0.859182596206665,0.5555109634551495,0.6440998532378767,0.01075,0.0,302.0
tcn,44,conditional_XMV_08,conditional,8.0,23,20,0.859182596206665,0.5452762666112957,0.6347054340198034,0.01025,0.0,302.0
tcn,44,conditional_XMV_08,conditional,8.0,24,20,0.859182596206665,0.9517404485049834,0.9740086559189324,0.00825,1.0,15.6
tcn,44,conditional_XMV_08,conditional,8.0,25,20,0.859182596206665,0.91117551910299,0.9519309178152442,0.00675,1.0,19.45
tcn,44,conditional_XMV_08,conditional,8.0,26,20,0.859182596206665,0.892125726744186,0.9408040584004848,0.00975,1.0,32.65
tcn,44,conditional_XMV_08,conditional,8.0,27,20,0.859182596206665,0.790652969269103,0.8668678223085027,0.008,1.0,24.5
tcn,44,conditional_XMV_08,conditional,8.0,28,20,0.859182596206665,0.559641611295681,0.6633269380185931,0.00775,0.0,302.0
tcn,44,conditional_XMV_09,conditional,9.0,1,20,0.8595937490463257,0.9953283222591364,0.99763282328382,0.0075,1.0,4.8
tcn,44,conditional_XMV_09,conditional,9.0,2,20,0.8595937490463257,0.9895442275747508,0.9945940784014646,0.01075,1.0,12.3
tcn,44,conditional_XMV_09,conditional,9.0,3,20,0.8595937490463257,0.5416357973421927,0.6318924045093465,0.0095,0.0,302.0
tcn,44,conditional_XMV_09,conditional,9.0,4,20,0.8595937490463257,0.6115762873754153,0.6884960886459277,0.00975,1.0,2.0
tcn,44,conditional_XMV_09,conditional,9.0,5,20,0.8595937490463257,0.5004971137873754,0.6040117556286017,0.01,0.0,302.0
tcn,44,conditional_XMV_09,conditional,9.0,6,20,0.8595937490463257,0.9981156561461794,0.999114282207987,0.00975,1.0,1.0
tcn,44,conditional_XMV_09,conditional,9.0,7,20,0.8595937490463257,0.9966860880398672,0.998395825701168,0.009,1.0,2.0
tcn,44,conditional_XMV_09,conditional,9.0,8,20,0.8595937490463257,0.9663949127906976,0.9831945092502908,0.0095,1.0,26.05
tcn,44,conditional_XMV_09,conditional,9.0,9,20,0.8595937490463257,0.539186669435216,0.6328999218125253,0.0115,0.0,302.0
tcn,44,conditional_XMV_09,conditional,9.0,10,20,0.8595937490463257,0.9239246262458471,0.9597278867677568,0.01,1.0,36.45
tcn,44,conditional_XMV_09,conditional,9.0,11,20,0.8595937490463257,0.9443917566445182,0.9687230604956883,0.01,1.0,9.05
tcn,44,conditional_XMV_09,conditional,9.0,12,20,0.8595937490463257,0.7921376245847176,0.8709340449205698,0.01125,1.0,24.95
tcn,44,conditional_XMV_09,conditional,9.0,13,20,0.8595937490463257,0.9479900747508304,0.9746843443817768,0.00925,1.0,34.5
tcn,44,conditional_XMV_09,conditional,9.0,14,20,0.8595937490463257,0.992668646179402,0.9959597242447455,0.009,1.0,3.9
tcn,44,conditional_XMV_09,conditional,9.0,15,20,0.8595937490463257,0.5124538621262459,0.6147114902347668,0.01,0.0,302.0
tcn,44,conditional_XMV_09,conditional,9.0,16,20,0.8595937490463257,0.5090973837209303,0.6070110349394433,0.01125,0.0,302.0
tcn,44,conditional_XMV_09,conditional,9.0,17,20,0.8595937490463257,0.947377387873754,0.9738861780578104,0.00775,1.0,30.9
tcn,44,conditional_XMV_09,conditional,9.0,18,20,0.8595937490463257,0.8796524916943521,0.9343281549457284,0.009,1.0,57.3
tcn,44,conditional_XMV_09,conditional,9.0,19,20,0.8595937490463257,0.9009458887043188,0.9429865435761436,0.01,1.0,33.45
tcn,44,conditional_XMV_09,conditional,9.0,20,20,0.8595937490463257,0.9389498338870432,0.969764471087886,0.0085,1.0,41.75
tcn,44,conditional_XMV_09,conditional,9.0,21,20,0.8595937490463257,0.4990090531561462,0.5982414083132389,0.01125,0.0,302.0
tcn,44,conditional_XMV_09,conditional,9.0,22,20,0.8595937490463257,0.5554526162790697,0.6441461403209559,0.01075,0.0,302.0
tcn,44,conditional_XMV_09,conditional,9.0,23,20,0.8595937490463257,0.5453530107973422,0.6348586328806689,0.01025,0.0,302.0
tcn,44,conditional_XMV_09,conditional,9.0,24,20,0.8595937490463257,0.9517225290697674,0.9739967287853112,0.00825,1.0,15.6
tcn,44,conditional_XMV_09,conditional,9.0,25,20,0.8595937490463257,0.9107346760797342,0.9516767224640134,0.00675,1.0,19.45
tcn,44,conditional_XMV_09,conditional,9.0,26,20,0.8595937490463257,0.8915121262458472,0.9404250541364229,0.00975,1.0,32.65
tcn,44,conditional_XMV_09,conditional,9.0,27,20,0.8595937490463257,0.7906031561461794,0.8668385245272003,0.0085,1.0,24.5
tcn,44,conditional_XMV_09,conditional,9.0,28,20,0.8595937490463257,0.5596712001661129,0.6633718865887682,0.00775,0.0,302.0
tcn,44,conditional_XMV_10,conditional,10.0,1,20,0.8597495555877686,0.9953353820598008,0.9976358217371236,0.0075,1.0,4.8
