architecture,seed,condition,mode,channel,fault_id,runs,threshold,auroc,auprc,pre_fpr,detected_ratio,censored_delay_mean
tcn,42,original,original,,28,20,0.8588079214096069,0.5595772009966777,0.6633065532100206,0.0075,0.0,302.0
tcn,42,conditional_XMV_01,conditional,1.0,1,20,0.8593161702156067,0.9953444352159468,0.997632010384271,0.009,1.0,4.65
tcn,42,conditional_XMV_01,conditional,1.0,2,20,0.8593161702156067,0.9897482765780732,0.9946876350719908,0.01025,1.0,12.8
tcn,42,conditional_XMV_01,conditional,1.0,3,20,0.8593161702156067,0.5488052740863787,0.6379822432203848,0.01,0.0,302.0
tcn,42,conditional_XMV_01,conditional,1.0,4,20,0.8593161702156067,0.7147657599667774,0.7665615461132727,0.00975,1.0,2.0
tcn,42,conditional_XMV_01,conditional,1.0,5,20,0.8593161702156067,0.4994461378737541,0.6049993581996878,0.01,0.0,302.0
tcn,42,conditional_XMV_01,conditional,1.0,6,20,0.8593161702156067,0.9981329318936876,0.9991191963086372,0.00875,1.0,1.0
tcn,42,conditional_XMV_01,conditional,1.0,7,20,0.8593161702156067,0.996646511627907,0.9983814796521177,0.0105,1.0,2.0
tcn,42,conditional_XMV_01,conditional,1.0,8,20,0.8593161702156067,0.9663470099667774,0.9831962739488158,0.00875,1.0,24.6
tcn,42,conditional_XMV_01,conditional,1.0,9,20,0.8593161702156067,0.5412818106312293,0.6346147706915078,0.011,0.0,302.0
tcn,42,conditional_XMV_01,conditional,1.0,10,20,0.8593161702156067,0.9234930024916944,0.9594713174911208,0.011,1.0,36.45
tcn,42,conditional_XMV_01,conditional,1.0,11,20,0.8593161702156067,0.9533355066445184,0.9738402809342364,0.0105,1.0,9.3
tcn,42,conditional_XMV_01,conditional,1.0,12,20,0.8593161702156067,0.7915136835548173,0.8706865764609916,0.01075,1.0,24.55
tcn,42,conditional_XMV_01,conditional,1.0,13,20,0.8593161702156067,0.948221719269103,0.974789514753817,0.00925,1.0,34.5
tcn,42,conditional_XMV_01,conditional,1.0,14,20,0.8593161702156067,0.992656353820598,0.9959708129387204,0.00975,1.0,3.9
tcn,42,conditional_XMV_01,conditional,1.0,15,20,0.8593161702156067,0.5128351121262459,0.6153728648066304,0.00975,0.0,302.0
tcn,42,conditional_XMV_01,conditional,1.0,16,20,0.8593161702156067,0.5085296719269103,0.6063251464096354,0.01275,0.0,302.0
tcn,42,conditional_XMV_01,conditional,1.0,17,20,0.8593161702156067,0.9471365240863788,0.9737242051970116,0.0085,1.0,30.6
tcn,42,conditional_XMV_01,conditional,1.0,18,20,0.8593161702156067,0.8816648463455149,0.935475590016512,0.01025,1.0,57.7
tcn,42,conditional_XMV_01,conditional,1.0,19,20,0.8593161702156067,0.9191639119601328,0.954687093057954,0.01125,1.0,29.85
tcn,42,conditional_XMV_01,conditional,1.0,20,20,0.8593161702156067,0.9377882059800664,0.9690860226973776,0.00875,1.0,41.85
tcn,42,conditional_XMV_01,conditional,1.0,21,20,0.8593161702156067,0.4993112333887043,0.5994686608434491,0.01125,0.0,302.0
tcn,42,conditional_XMV_01,conditional,1.0,22,20,0.8593161702156067,0.5585050872093024,0.6472839052588135,0.01075,0.0,302.0
tcn,42,conditional_XMV_01,conditional,1.0,23,20,0.8593161702156067,0.5481617317275748,0.6360137690006773,0.01125,0.0,302.0
tcn,42,conditional_XMV_01,conditional,1.0,24,20,0.8593161702156067,0.9454188330564784,0.9704885885990232,0.00875,1.0,17.55
tcn,42,conditional_XMV_01,conditional,1.0,25,20,0.8593161702156067,0.9075755398671096,0.9498172389016584,0.00725,1.0,19.45
tcn,42,conditional_XMV_01,conditional,1.0,26,20,0.8593161702156067,0.8966237956810631,0.9439599391613432,0.01025,1.0,29.8
tcn,42,conditional_XMV_01,conditional,1.0,27,20,0.8593161702156067,0.7962008928571429,0.8702878540906371,0.008,1.0,22.7
tcn,42,conditional_XMV_01,conditional,1.0,28,20,0.8593161702156067,0.5591679817275748,0.6630934189787001,0.00725,0.0,302.0
tcn,42,conditional_XMV_02,conditional,2.0,1,20,0.8599845170974731,0.995337707641196,0.9976309366705718,0.0095,1.0,4.6
tcn,42,conditional_XMV_02,conditional,2.0,2,20,0.8599845170974731,0.9893367940199336,0.9944625725091982,0.0095,1.0,13.4
tcn,42,conditional_XMV_02,conditional,2.0,3,20,0.8599845170974731,0.5488426495016612,0.638114020587511,0.0095,0.0,302.0
tcn,42,conditional_XMV_02,conditional,2.0,4,20,0.8599845170974731,0.7345226536544851,0.7838552584566327,0.0105,1.0,2.0
tcn,42,conditional_XMV_02,conditional,2.0,5,20,0.8599845170974731,0.4992225290697674,0.6049104333045184,0.01,0.0,302.0
tcn,42,conditional_XMV_02,conditional,2.0,6,20,0.8599845170974731,0.998119061461794,0.9991133954522392,0.00875,1.0,1.0
tcn,42,conditional_XMV_02,conditional,2.0,7,20,0.8599845170974731,0.9966754568106312,0.998393126471064,0.01,1.0,2.0
tcn,42,conditional_XMV_02,conditional,2.0,8,20,0.8599845170974731,0.9661807724252492,0.9831064556650184,0.009,1.0,24.75
tcn,42,conditional_XMV_02,conditional,2.0,9,20,0.8599845170974731,0.5417670265780731,0.634795535218992,0.01125,0.0,302.0
tcn,42,conditional_XMV_02,conditional,2.0,10,20,0.8599845170974731,0.9238810631229236,0.9596774786320768,0.00975,1.0,36.5
tcn,42,conditional_XMV_02,conditional,2.0,11,20,0.8599845170974731,0.9554237333887045,0.9751160101369132,0.0105,1.0,9.35
tcn,42,conditional_XMV_02,conditional,2.0,12,20,0.8599845170974731,0.7899774086378738,0.8697723625810456,0.011,1.0,24.2
