architecture,mode,fault_id,channel,run_delta_auroc_mean,run_delta_auroc_ci_low,run_delta_auroc_ci_high,run_delta_auprc_mean,run_delta_auprc_ci_low,run_delta_auprc_ci_high
tcn,loo_sample,9,7,-7.674418604651012e-05,-0.0002626495016611209,9.967607973421687e-05,-2.219170609236154e-05,-0.000293080090474007,0.0002501994210296918
tcn,loo_sample,9,8,0.00019692691029900676,5.170473421928881e-05,0.0003264202657807278,0.00022280428763138182,7.718407595213634e-05,0.0003606255616224748
tcn,loo_sample,9,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,9,10,0.00011112956810631403,-8.122923588038902e-05,0.00032345722591361326,8.136018663599143e-05,-0.00011022979416278855,0.0002849580777579137
tcn,loo_sample,9,11,-5.9302325581388485e-05,-0.0002659696843853742,0.00014568106312293227,-0.00011332182727372242,-0.00040629648275163,0.00016693618074209963
tcn,loo_sample,10,1,0.00023936877076411456,8.74999999997875e-06,0.00045980481727576504,0.00017154581237404986,4.874488079705553e-05,0.0002869859839490945
tcn,loo_sample,10,2,-0.0008829734219269158,-0.0010573318106312398,-0.0007101266611295813,-0.000507848911729295,-0.0006034820713840857,-0.00041197772431099253
tcn,loo_sample,10,3,0.0003230897009966582,0.00018752906976742065,0.0004704318936876542,0.00016778271959023928,0.00010172233790407653,0.0002400245676562633
tcn,loo_sample,10,4,0.001453986710963453,0.0009599294019933428,0.0019602034883721064,0.0009284666083479076,0.000648800084576416,0.0012265705844042984
tcn,loo_sample,10,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,10,6,-0.00023446843853820455,-0.0003505959302325457,-0.0001275685215947106,-0.00014408148003054787,-0.00020755396719127192,-8.757286159763289e-05
tcn,loo_sample,10,7,-0.0017770764119601557,-0.0021792607973422167,-0.0013736794019933943,-0.0010595742648379237,-0.0012982746146042894,-0.0008189340038959779
tcn,loo_sample,10,8,0.0003031561461793919,3.8924418604630094e-05,0.000561656976744165,0.00019253165536929352,3.221540769663939e-05,0.00035162964429986244
tcn,loo_sample,10,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,10,10,-6.677740863787696e-05,-0.00011179401993353615,-1.8409468438541096e-05,-3.903407731648212e-05,-6.253472633488209e-05,-1.3273648182278413e-05
tcn,loo_sample,10,11,0.00011644518272425519,6.644102990034878e-05,0.00017325996677738882,4.6890575459805906e-05,2.01995072804301e-05,7.665221349337394e-05
tcn,loo_sample,11,1,-0.0015807308970099466,-0.001974929401993333,-0.001189501661129542,-0.0008607914398412797,-0.0010770201486803891,-0.0006459433505209952
tcn,loo_sample,11,2,-0.0018295681063122827,-0.002069447674418599,-0.0015783887043189426,-0.0010841338220276596,-0.0012135612138624973,-0.0009506632567334694
tcn,loo_sample,11,3,0.0002378737541528464,6.609219269105294e-05,0.0003863911960132991,0.00012376547560080108,3.359785959286021e-05,0.00020539296531934577
tcn,loo_sample,11,4,0.0014871262458471769,0.0008645203488372383,0.002081117109634536,0.0008887207341634329,0.0005275944285616202,0.001223948456132014
tcn,loo_sample,11,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,11,6,-0.000319601328903637,-0.00043024086378735737,-0.0002013164451826917,-0.0001833363476474703,-0.0002499111106834835,-0.00010843093452915174
tcn,loo_sample,11,7,-0.0018446843853820527,-0.0020363787375414855,-0.001662936046511632,-0.0010865199938775993,-0.0011960405511115299,-0.0009801604490473363
tcn,loo_sample,11,8,2.2259136212627872e-05,-2.9580564784033453e-05,7.242940199333488e-05,2.2794051558944206e-05,-4.4058053112663865e-06,4.798806896352678e-05
tcn,loo_sample,11,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,11,10,0.018970265780730914,0.015483110465116308,0.022420456810631262,0.010691254386836904,0.008658831824088317,0.012668372392574177
tcn,loo_sample,11,11,-7.093023255813402e-05,-0.00012990033222590324,-1.694352159467888e-05,-3.9478748678101194e-05,-7.566540503370647e-05,-6.334767013171802e-06
tcn,loo_sample,12,1,0.0005024086378737491,0.00019272840531560947,0.0008333887043189349,0.0003811520945977942,0.00017993775623255083,0.0005901474119901561
tcn,loo_sample,12,2,0.0018392857142857067,0.0013684966777408533,0.002282230066445167,0.0011253131057145428,0.0008374384650674011,0.0013849788315451613
tcn,loo_sample,12,3,0.0005578073089700975,0.00027073504983389046,0.0008317649501661036,0.00032918228402435077,0.00014973024045992854,0.0005082200071338335
tcn,loo_sample,12,4,0.002004817275747508,0.001561943521594679,0.002448413621262462,0.001692157099419409,0.0013500608575405292,0.002039480920735507
tcn,loo_sample,12,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,12,6,0.0001843853820597996,1.9231727574752473e-05,0.0003395930232558091,8.48838240562455e-05,-3.248521669077048e-05,0.00019339609026023755
tcn,loo_sample,12,7,-0.00047458471760797425,-0.0009553488372093097,-0.0001104360465116233,-0.00036402737623650647,-0.0007019768504047678,-0.00010811534879580015
tcn,loo_sample,12,8,0.0003457641196013317,0.00022415282392025535,0.0004831561461794204,0.00021887334718664664,0.00013699812113853734,0.00030354806138199253
tcn,loo_sample,12,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,12,10,8.679401993355818e-05,1.569559800665296e-05,0.00015872923588040476,6.95835745806117e-05,1.6896308625746093e-05,0.00012540661931752237
tcn,loo_sample,12,11,-4.742524916943824e-05,-0.0001995037375415341,0.0001057475083056521,-0.00012793144060220364,-0.00024169346287758836,-1.5435770902264334e-05
tcn,loo_sample,13,1,0.00019285714285714018,0.00010764119601328326,0.00027674418604651613,8.211171380443139e-05,4.2538558774576134e-05,0.00012205193629672391
tcn,loo_sample,13,2,9.933554817276647e-05,3.1553156146183536e-05,0.00016014534883721288,5.2095502591524844e-05,1.943728111004861e-05,8.1641824110653e-05
tcn,loo_sample,13,3,0.00015116279069768535,4.401993355484951e-05,0.00025848421926909687,6.803894497238616e-05,2.298817694972477e-05,0.00011277351690973431
tcn,loo_sample,13,4,0.00039883720930232404,0.0002262416943521501,0.0005702657807309202,0.00021748011586269822,0.00013561275346475247,0.0002985750054966847
tcn,loo_sample,13,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,13,6,8.671096345515661e-05,6.353820598210285e-07,0.00017542774086379975,3.810605893241115e-05,3.9811953112858787e-07,7.433551178132115e-05
tcn,loo_sample,13,7,-4.5348837209290284e-05,-0.00010316445182725908,1.5622923588041774e-05,-2.0838464153426495e-05,-4.3868797491785826e-05,4.768520007076443e-06
tcn,loo_sample,13,8,-1.5282392026592094e-05,-5.183554817278349e-05,2.243770764119295e-05,-8.040979430011808e-06,-2.3844988948186293e-05,8.663861430522114e-06
tcn,loo_sample,13,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,13,10,-4.2691029900333574e-05,-7.840946843854822e-05,-1.1627906976738822e-05,-2.3168703571739835e-05,-3.9008457512975296e-05,-9.084943396476728e-06
tcn,loo_sample,13,11,-4.036544850497204e-05,-8.855066445183657e-05,7.9775747508602e-06,-1.685188152911632e-05,-3.432382367699505e-05,1.2690141341475367e-06
tcn,loo_sample,14,1,-0.00019784053156148395,-0.0002719352159468648,-0.00012989617940203235,-0.0001275715044716119,-0.00016793711244723403,-8.965468287996662e-05
tcn,loo_sample,14,2,-0.00016810631229237981,-0.00022840946843853446,-0.00011046096345513644,-9.868247548363573e-05,-0.0001333996249314816,-6.473824019524481e-05
tcn,loo_sample,14,3,-1.2541528239208288e-05,-5.6980897009966054e-05,3.439161129567111e-05,-1.1563603395127187e-05,-3.539288240799448e-05,1.1732701965707128e-05
tcn,loo_sample,14,4,-0.0001842192691029887,-0.00025134136212625447,-0.00011893687707641964,-0.0001038430392246037,-0.00014307316930388058,-6.800472034380004e-05
tcn,loo_sample,14,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,14,6,-6.810631229239306e-06,-4.003322259135092e-05,2.9734219269102106e-05,-7.782823635218427e-06,-2.8602452767662492e-05,1.4423959517964317e-05
tcn,loo_sample,14,7,-2.4086378737642187e-06,-3.538621262459801e-05,2.9900332225896304e-05,1.9143812427158125e-06,-1.6557103345758855e-05,1.9631990361697828e-05
tcn,loo_sample,14,8,-2.0764119601337504e-05,-4.219269102989229e-05,-1.6569767441849908e-06,-1.2039965387904416e-05,-2.287495385382571e-05,-1.7644779449907565e-06
tcn,loo_sample,14,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,14,10,0.0002960132890365363,0.00019698920265777832,0.00040519933554815233,0.0001887180176455594,0.0001264871939932426,0.00025788848116231025
tcn,loo_sample,14,11,-1.86046511628013e-05,-4.850913621265557e-05,1.1798172757461094e-05,-1.2204093870213928e-05,-2.925060572324381e-05,5.528642932607156e-06
tcn,loo_sample,15,1,0.0008962624584717621,0.00047424833887044573,0.0012997612126245982,0.0009838774243500737,0.0006211637944779531,0.0013277701746525787
tcn,loo_sample,15,2,0.00026511627906976255,-9.753322259138019e-05,0.0006212998338870486,0.00034896122672084306,4.946213145173614e-05,0.0006062190929245776
tcn,loo_sample,15,3,-1.5199335548175542e-05,-0.00046878114617940445,0.00039621262458471365,0.0005574138614813662,8.278316391620858e-05,0.0010020354105171538
tcn,loo_sample,15,4,0.0007760797342192661,0.0003292981727574705,0.0012306021594684392,0.0005356267000759707,-1.967836758816425e-06,0.0010986038868910574
tcn,loo_sample,15,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,15,6,0.0005363787375415269,0.0002983284883720845,0.0007889078073089725,-5.326219050689862e-05,-0.00037880368951003255,0.0002617096877499635
tcn,loo_sample,15,7,0.0001571428571428568,-7.885589700996474e-05,0.000382327657807314,0.00014799469473535275,-0.00012642021546821854,0.00041895841727356106
tcn,loo_sample,15,8,4.518272425248715e-05,-8.240863787376668e-05,0.00016448504983389617,0.00018787976684389807,1.3180366980308227e-05,0.0003558895864049548
tcn,loo_sample,15,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,15,10,5.074750830564911e-05,-2.269725913620529e-05,0.00013297549833888133,9.560995384924609e-05,-1.4436290914235954e-05,0.0002282608492031575
tcn,loo_sample,15,11,7.76578073089651e-05,-0.00019485880398671974,0.0003382578903654488,4.159583679891776e-05,-0.00021780335456914802,0.00028708980788710186
tcn,loo_sample,16,1,-0.00032524916943521553,-0.0007628073089700883,0.00013959302325581397,-0.0002773647248613953,-0.0007190157762492184,0.00020313182287804622
tcn,loo_sample,16,2,-0.0006754152823920178,-0.001030411129568097,-0.00031637043189367854,-0.00061737950517595,-0.0010076572185259425,-0.00023580441240529
tcn,loo_sample,16,3,0.0008012458471760831,0.000310674833887038,0.0012393044019933625,0.0004331405514381814,5.418514792957311e-05,0.000799112303061944
tcn,loo_sample,16,4,0.000582225913621266,0.00010792774086379652,0.0010274252491694388,0.0014010036455704112,0.0008355881919251352,0.001977067253753024
tcn,loo_sample,16,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,16,6,-0.00017383720930232272,-0.00043156146179401195,8.011835548172742e-05,-0.0002742378127290157,-0.0005138136675673595,-2.4846875490766227e-05
tcn,loo_sample,16,7,-0.0005854651162790659,-0.0008300975913621257,-0.0003480606312292349,-0.00026950730773245057,-0.0004894747077862876,-3.8475669188186086e-05
tcn,loo_sample,16,8,0.0002490033222591398,0.00011354858803987834,0.00039369808970100427,0.00011528040414004347,-8.113832686020186e-05,0.00029923338909601174
tcn,loo_sample,16,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,16,10,-5.3820598006641964e-05,-0.00015897009966777583,4.535714285714817e-05,3.2612380988017444e-06,-8.011096522528199e-05,9.156565778619607e-05
tcn,loo_sample,16,11,0.00030132890365448415,7.784260797341534e-05,0.0005228612956810518,0.00016363622428555713,-5.6669153078979826e-05,0.00038623647776730313
tcn,loo_sample,17,1,0.0007126245847176093,0.0005115780730896837,0.0009208056478405345,0.0004058777380530687,0.00028818893490109815,0.0005256833226895847
tcn,loo_sample,17,2,-6.926910299004163e-05,-0.00020716777408635986,6.495847176079098e-05,-2.68453157142301e-05,-0.00010350328838955696,4.57974887927811e-05
tcn,loo_sample,17,3,0.00012259136212625421,7.790697674394692e-06,0.0002385382059800501,4.2984014833726824e-05,-7.027773726535041e-06,9.710375793886953e-05
tcn,loo_sample,17,4,-0.0011029900332225962,-0.0013712915282392021,-0.000811777408637848,-0.0007375674870625348,-0.0009024068115159318,-0.0005627717879993123
tcn,loo_sample,17,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,17,6,-2.9401993355477883e-05,-0.0001244227574750647,7.259966777410451e-05,-3.728385992011307e-05,-8.762665890921386e-05,1.5552233544462276e-05
tcn,loo_sample,17,7,0.00048239202657807123,0.00035714285714286533,0.0005900539867109282,0.0002689670532570609,0.0002019168313925752,0.0003292612269947228
tcn,loo_sample,17,8,-1.0797342192695458e-05,-7.093438538206245e-05,5.017857142857225e-05,-1.1047474663036238e-05,-4.847640058728875e-05,2.4757667433117695e-05
tcn,loo_sample,17,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,17,10,-2.6495016611294276e-05,-5.7396179402001613e-05,2.661960132887697e-06,-1.6048969333180007e-05,-3.1888853452952255e-05,-1.8072946708498652e-06
tcn,loo_sample,17,11,1.2126245847166039e-05,-3.322259136214131e-05,5.581810631231044e-05,4.9771828332301205e-06,-1.4416153566863377e-05,2.382233620825413e-05
tcn,loo_sample,18,1,-0.00020199335548172327,-0.00041246262458471397,1.81436877076278e-05,-5.200839964263459e-05,-0.00017156318213160132,7.178543145513614e-05
tcn,loo_sample,18,2,2.9734219269096363e-05,-0.000157321428571451,0.00021830564784052078,-1.2516325372147197e-05,-0.0001316745243264809,0.00010522045740284744
tcn,loo_sample,18,3,0.00041843853820597743,0.00022140365448504004,0.0006010340531561492,0.00022856569009051974,0.00012161313254797756,0.0003280437081147956
tcn,loo_sample,18,4,0.0006333887043189446,0.0003743729235880483,0.0009021843853820597,0.0003572857543805841,0.0002057602559553898,0.000517160385826209
tcn,loo_sample,18,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,18,6,3.25581395348884e-05,-9.901993355480262e-05,0.00016794435215947918,5.3936138995120955e-05,-2.834425182399122e-05,0.0001371097332546482
tcn,loo_sample,18,7,-0.0004132890365448649,-0.0005936918604651103,-0.00023487126245848937,-0.00028472604038305536,-0.00038585643311841165,-0.0001853000030888105
tcn,loo_sample,18,8,8.122923588040121e-05,3.40531561461776e-05,0.0001232641196013425,4.5495250953050404e-05,1.4934223861700264e-05,7.170126450120305e-05
tcn,loo_sample,18,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,18,10,3.579734219269604e-05,-2.1677740863764723e-06,7.101744186045453e-05,2.3497408057123748e-05,3.6915144737441617e-06,4.273484603184865e-05
tcn,loo_sample,18,11,-0.00027358803986710756,-0.00037342192691028564,-0.0001764078073089867,-0.00015435451116525557,-0.00020859022857668873,-0.00010237759479453934
tcn,loo_sample,19,1,0.0016110465116279116,0.00029656353820595193,0.003003598421926951,0.0014087423638874151,0.0005309514773624842,0.002318201579642508
tcn,loo_sample,19,2,-0.004109966777408631,-0.005200867940199329,-0.0029114078073089744,-0.0025070288931124483,-0.0032327853691995383,-0.0017035078753436662
tcn,loo_sample,19,3,0.0015189368770764143,0.001164115448504985,0.0018491735880398587,0.0009396503455671712,0.0007126222341287442,0.0011519657473768906
tcn,loo_sample,19,4,-0.012635714285714274,-0.015974439368770767,-0.009066274916943484,-0.008238578660069806,-0.010508158905523536,-0.005801299429672195
tcn,loo_sample,19,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,19,6,0.00012857142857143676,-3.161960132888838e-05,0.00029851328903656343,9.838194741583317e-05,6.321764002153563e-06,0.00019514155917466726
tcn,loo_sample,19,7,0.13545830564784056,0.12695536129568108,0.14389560631229237,0.0939421517855914,0.08719075718227494,0.10094475933556099
tcn,loo_sample,19,8,0.055536212624584726,0.050531881229235874,0.060433081395348844,0.03380737072693527,0.030568585626188617,0.0371744943623686
tcn,loo_sample,19,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,19,10,-9.883720930232598e-05,-0.0002825664451827244,0.00012726744186046624,-6.049014741664527e-05,-0.00018806468053532416,8.920569110493139e-05
tcn,loo_sample,19,11,7.873754152822655e-05,-2.2109634551521152e-05,0.00018688953488369303,5.4354639305957967e-05,-5.801350468837674e-06,0.00011524556220025655
tcn,loo_sample,20,1,0.0004999999999999827,0.00039134136212623196,0.0006209509966777085,0.0002689012248186096,0.00020869158123963316,0.000333972193160577
tcn,loo_sample,20,2,0.00036926910299003526,0.0002220764119601453,0.000522292358804013,0.0002476961483893958,0.00016003703913804564,0.000337896793033392
tcn,loo_sample,20,3,5.26578073089623e-05,-7.625830564784956e-05,0.00017109634551494175,4.391302573971356e-05,-8.141649205549883e-06,9.020121563395946e-05
tcn,loo_sample,20,4,0.00021777408637874474,5.21470099667736e-05,0.00039021179401997814,0.0001412908092668097,5.7292385224134967e-05,0.000231155203221558
tcn,loo_sample,20,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,20,6,-3.7873754152826235e-05,-0.00011147425249169614,3.438538205978955e-05,-2.479173443555749e-05,-5.501066374518138e-05,4.431943265912107e-06
tcn,loo_sample,20,7,0.00011395348837210161,-0.00018953903654482442,0.0004421968438538148,0.00010514524354427346,-9.965578930771953e-05,0.0003227637303470756
tcn,loo_sample,20,8,3.945182724252372e-05,-1.213455149501183e-05,9.700996677739399e-05,3.0529057378125836e-05,1.6356198486505438e-06,6.235304278700153e-05
tcn,loo_sample,20,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,20,10,-3.488372093022884e-05,-6.079734219269903e-05,-1.1295681063159119e-05,-2.185520573687705e-05,-3.5000077562907876e-05,-1.0213230813876789e-05
tcn,loo_sample,20,11,2.3754152823926013e-05,-4.402408637874821e-05,8.987956810633212e-05,2.0963789993985182e-05,-5.697918608318919e-06,4.8272889547415025e-05
tcn,loo_sample,21,1,0.00014476744186045775,-0.0002476162790697715,0.0005217649501661108,-0.0003811625715984757,-0.0007596049673945218,-1.4636330083539312e-05
tcn,loo_sample,21,2,0.0004255813953488313,8.601744186046717e-05,0.0007733409468438543,0.00020806610362333444,-8.669154156071483e-05,0.0005025720507849962
tcn,loo_sample,21,3,-0.00022184385382060522,-0.0006010215946843936,0.0001368064784053066,-0.0005942270872425437,-0.0009594561223444869,-0.00029490991921805247
tcn,loo_sample,21,4,5.232558139528498e-06,-0.0006795971760797525,0.000671667358803985,8.847567683412216e-05,-0.0005265256570194671,0.0007036617613603575
tcn,loo_sample,21,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,21,6,0.00026237541528238484,-7.84198504983422e-05,0.0006458243355481634,0.0005175158912101563,0.00012917521383431317,0.0009650385620158643
tcn,loo_sample,21,7,-0.00012408637873754792,-0.0003613081395349016,0.00010845099667772948,0.00021346832475448773,8.461322344883088e-06,0.0004372284435589972
tcn,loo_sample,21,8,3.646179401992522e-05,-0.00010781146179402628,0.00018000207641195274,-0.00013091417737832846,-0.00028144769239119276,1.9585107579676476e-05
tcn,loo_sample,21,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,21,10,6.204318936876396e-05,-3.7541528239207217e-05,0.00016428779069767107,8.08645725177981e-05,-6.318577822660806e-05,0.0002221942853858444
tcn,loo_sample,21,11,-0.00010921926910299362,-0.00031014534883720994,9.106312292359194e-05,-3.387157992603362e-05,-0.0002718757333946066,0.00019229825586957036
tcn,loo_sample,22,1,0.002697176079734216,0.002240639534883723,0.003178098006644526,0.0017686369522248347,0.0014116348592466386,0.00213624579060244
tcn,loo_sample,22,2,-0.0011622923588039847,-0.0015845120431893633,-0.0007383534053156106,-0.0012815735602102485,-0.0017610931031811561,-0.0008413818776074365
tcn,loo_sample,22,3,0.0003164451827242476,-9.594476744186552e-05,0.0007276640365448438,0.00029905082035216915,-9.200740361131946e-05,0.0006595239088113504
tcn,loo_sample,22,4,0.009652242524916938,0.008782767857142854,0.010555080980066434,0.008946495814640682,0.007992086751250974,0.009889879926116266
tcn,loo_sample,22,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,22,6,5.506644518272541e-05,-0.00016964493355481973,0.0002506665282392041,-0.00016881017653759046,-0.0004280440249662629,0.00010272237287567982
tcn,loo_sample,22,7,-0.0003347176079734204,-0.0006417898671096345,-7.041943521594503e-05,-0.0002594517468312074,-0.0005821093666006171,5.793576795647698e-05
tcn,loo_sample,22,8,0.00021486710963455224,8.844892026578235e-05,0.00034610672757475635,0.0002864916560377495,0.000124627686691233,0.00047912327085794515
tcn,loo_sample,22,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,22,10,0.00027400332225912985,4.721760797340941e-05,0.0005045016611295648,0.00021369273213454055,2.1492745037569843e-05,0.0004205362613759957
tcn,loo_sample,22,11,-0.0002231727574750808,-0.00039969684385381907,-5.0325996677743494e-05,-0.00013270934745015727,-0.00034041569513535824,7.196220226201877e-05
tcn,loo_sample,23,1,-0.0009635382059800712,-0.0014084468438538265,-0.0005256291528239195,-0.0006996468946158885,-0.0010925112944058762,-0.00028550571598188535
tcn,loo_sample,23,2,0.00011395348837208718,-0.00024001868770764947,0.00045336171096344664,0.0003093948473469965,-6.033315564421191e-05,0.0006666008735354646
tcn,loo_sample,23,3,0.025574252491694347,0.024247155315614607,0.0270093687707641,0.02025196087092699,0.019238443543005655,0.02131601534133463
tcn,loo_sample,23,4,-0.009928820598006647,-0.010688872508305655,-0.009198473837209318,-0.009782000478330631,-0.01056156281702903,-0.00901648352997481
tcn,loo_sample,23,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,23,6,0.0006078073089701053,0.00029750415282391994,0.0009407412790697665,0.0005004996929178551,0.00021509340553764732,0.0007816621762308607
tcn,loo_sample,23,7,0.0003212624584717549,0.00013138704318935623,0.0005101411960132807,0.00013418547996269293,-8.949715630231933e-05,0.00034842389339695656
tcn,loo_sample,23,8,0.0001230066445182665,2.1426495016601126e-05,0.00023721137873753746,0.0002009276527453885,8.628707548702816e-05,0.000324281720977753
tcn,loo_sample,23,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,23,10,-3.504983388705196e-05,-0.00011296096345515336,3.986710963453638e-05,-1.985170598162056e-05,-0.00013917831343895936,0.00010872654644901032
tcn,loo_sample,23,11,2.433554817274808e-05,-0.00017858388704319588,0.00022882267441859391,0.00011240593557311329,-8.128715002960416e-05,0.0003203253622693144
tcn,loo_sample,24,1,0.1085152823920266,0.10301755813953492,0.11398877491694351,0.07047900593777336,0.06680171553273619,0.07405110779633264
tcn,loo_sample,24,2,0.005610548172757492,0.004169757059800672,0.007141455564784076,0.0035682888749516404,0.0027383613723095833,0.0044861687948384065
tcn,loo_sample,24,3,0.00044335548172758863,0.00030630813953489984,0.0005920639534883913,0.00023335597924984186,0.0001589292722173596,0.00031482644129044124
tcn,loo_sample,24,4,0.000497009966777422,0.00035448089700997,0.000646557308970101,0.000232956496184763,0.0001625953910001923,0.00030806756509211647
tcn,loo_sample,24,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,24,6,9.800664451828589e-05,2.4584717607989362e-05,0.00016960963455149873,6.339360743945366e-05,2.38401037370885e-05,0.0001033375158231831
tcn,loo_sample,24,7,0.0016563122923588225,0.000828077242524925,0.0024491777408638094,0.0009889932601544194,0.0005046590381296503,0.001456710713743458
tcn,loo_sample,24,8,0.0008079734219269119,0.0006177699335548233,0.0010126993355481537,0.0004743681210124784,0.00036849010158957276,0.0005906964493953298
tcn,loo_sample,24,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,24,10,-0.0003363787375415073,-0.00042509136212622755,-0.00023919850498336877,-0.00019773689530259376,-0.00025103486708439676,-0.00014101839941732097
tcn,loo_sample,24,11,1.4950166112955853e-05,-4.2865448504992664e-05,7.292774086378617e-05,6.1182322748609684e-06,-2.348001367282873e-05,3.613157502361749e-05
tcn,loo_sample,25,1,0.009292940199335544,0.007261987126245832,0.011698355481727575,0.006451840186353534,0.005269713224821845,0.007888859825233765
tcn,loo_sample,25,2,0.2898229235880399,0.2849726910299004,0.29458032807308965,0.23427681930274094,0.23017364962963935,0.23819095925971423
tcn,loo_sample,25,3,0.0003519102990033085,0.0001988164451826974,0.0005134593023256066,0.00021484908727326558,0.00013253826046394192,0.0003024814364832326
tcn,loo_sample,25,4,-0.0010705149501661216,-0.0013526661129568465,-0.0007935091362126367,-0.000588405676225453,-0.0007237456414364206,-0.0004613083502590659
tcn,loo_sample,25,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,25,6,3.297342192691399e-05,-0.0001086378737541653,0.00018373961794023626,2.5413990928060404e-05,-4.9093723701928075e-05,0.0001015465091122211
tcn,loo_sample,25,7,0.003853239202657812,0.0030820494186046257,0.004675332225913652,0.0021841867285104376,0.001728157818862735,0.002664366911595007
tcn,loo_sample,25,8,0.000465697674418597,0.000327869601328889,0.000624767441860451,0.0002709327882764767,0.00019007767064673273,0.00036142322554558106
tcn,loo_sample,25,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,25,10,-0.00019676079734219144,-0.0002516777408637711,-0.00014642234219270554,-0.000113264343410997,-0.00014511721124157488,-8.393725512228463e-05
tcn,loo_sample,25,11,-4.892026578073083e-05,-0.00012725083056478394,3.298795681062225e-05,-1.9826036139440896e-05,-6.305717522605033e-05,2.2216853944348934e-05
tcn,loo_sample,26,1,0.00016860465116278923,5.63122923588852e-06,0.00033940199335548427,4.192275268192436e-05,-4.968962228851717e-05,0.00013374282664145996
tcn,loo_sample,26,2,0.0006478405315614688,0.0004875207641196204,0.0008245888704318988,0.0003454828026752188,0.00025730951301392236,0.0004393883602713461
tcn,loo_sample,26,3,0.0009940199335548138,0.0007906810631229174,0.001187047342192698,0.0005936679157162883,0.00048432829505506503,0.0007022649137601254
tcn,loo_sample,26,4,0.365648754152824,0.36018826619601324,0.371333328488372,0.31616533191066015,0.31231356697178875,0.32009281435926706
tcn,loo_sample,26,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,26,6,0.0004892026578073106,0.00032389950166113684,0.0006717649501661234,0.00029010062262200707,0.00019667767690902612,0.0003945815564402297
tcn,loo_sample,26,7,-0.0006061461794020163,-0.0007240905315614807,-0.0004903654485050109,-0.000324646940461647,-0.00038394258783147053,-0.0002631946455258048
tcn,loo_sample,26,8,-0.00028056478405316665,-0.0004189576411960466,-0.00015697259136213435,-0.00016347033287916312,-0.00025126690016414395,-8.382139581799857e-05
tcn,loo_sample,26,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,loo_sample,26,10,6.935215946843098e-05,-2.4181893687686196e-05,0.00015931478405316668,4.559170581652894e-05,-5.50092899312804e-06,9.692215764357462e-05
tcn,loo_sample,26,11,-6.370431893689355e-05,-0.00017541735880400499,3.888704318934635e-05,-3.19671890834794e-05,-9.096135719777974e-05,2.4246628457697647e-05
tcn,loo_sample,27,1,-0.0006393687707641238,-0.0012481769102990015,4.677948504983121e-05,-0.00027153964908672724,-0.0006719901482619276,0.0001859209563006355
tcn,loo_sample,27,2,-0.0023689368770764218,-0.00272625000000001,-0.0020082059800664567,-0.0017217085274967602,-0.0019661621898817093,-0.0014901449549013753
tcn,loo_sample,27,3,0.00018538205980065948,-0.0001335755813953486,0.0005029401993355444,-0.00014929551040383072,-0.0003730551878159134,7.431756587187314e-05
tcn,loo_sample,27,4,0.008187707641196005,0.0075160714285714275,0.008856922757475055,0.0067584980585016505,0.006247985038812968,0.007263729111168018
