architecture,mode,fault_id,channel,run_delta_auroc_mean,run_delta_auroc_ci_low,run_delta_auroc_ci_high,run_delta_auprc_mean,run_delta_auprc_ci_low,run_delta_auprc_ci_high
tcn,conditional,16,7,-8.729235880398035e-05,-0.00023422342192690415,6.124584717609005e-05,-3.879813226102535e-05,-0.0001964072247447061,9.519919672268965e-05
tcn,conditional,16,8,0.00011843853820598494,3.346968438537872e-05,0.0002074003322259143,7.90150246867305e-05,-4.291365002838748e-05,0.00019336154923890834
tcn,conditional,16,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,conditional,16,10,-2.607973421926868e-05,-0.0001286565614617961,6.669642857143051e-05,-3.821777116324254e-05,-0.00010786507228232247,3.304730657587919e-05
tcn,conditional,16,11,0.00022516611295681331,2.7456395348846088e-05,0.0004179443521594749,0.00016712303586559728,-7.085326366985008e-05,0.00038488344013330034
tcn,conditional,17,1,0.00020182724252491014,0.00013321428571426978,0.00027691445182721313,0.0001265490632259847,9.283089479993428e-05,0.00016308166719267145
tcn,conditional,17,2,1.1461794019939075e-05,-7.027408637872324e-05,9.152823920265421e-05,-1.5143745833129384e-05,-5.662668984388209e-05,2.4931389536278392e-05
tcn,conditional,17,3,5.498338870430608e-05,-6.330149501661432e-05,0.00017574750830563727,3.681813180097193e-05,-1.721262252884431e-05,9.14733662529784e-05
tcn,conditional,17,4,-0.000217275747508312,-0.00041379152823918454,-2.7383720930255203e-05,-0.00014650551487855102,-0.000247636812230043,-4.575696606084976e-05
tcn,conditional,17,5,0.0,0.0,0.0,0.0,0.0,0.0
tcn,conditional,17,6,-5.249169435215917e-05,-0.00010581810631228928,-1.320598006651259e-06,-3.414471466714697e-05,-6.069133245199723e-05,-8.645556389858871e-06
tcn,conditional,17,7,0.0003727574750830631,0.0003119559800664287,0.00043089700996679444,0.00021169226971391565,0.000179476832398339,0.00024235012734285765
tcn,conditional,17,8,3.7375415282400184e-05,1.2292358804014275e-05,6.212624584717497e-05,1.980601076448707e-05,7.895011382899499e-06,3.123547123218594e-05
tcn,conditional,17,9,0.0,0.0,0.0,0.0,0.0,0.0
tcn,conditional,17,10,-1.8438538205974852e-05,-4.119601328902039e-05,3.1602990033217975e-06,-1.1764217206896577e-05,-2.4276002684286508e-05,-4.5984459894632593e-07
tcn,conditional,17,11,-3.961794019933462e-05,-7.973837209302373e-05,7.475083056537324e-07,-1.627876038449383e-05,-3.6100877234575e-05,3.3678219579303608e-06
tcn,conditional,18,1,0.00024202657807310124,0.00015631229235881414,0.0003335672757475344,0.00014916553583466108,0.00010156460738547493,0.0001991169919429479
tcn,conditional,18,2,0.00036627906976744227,0.00022671096345515667,0.0005076702657807272,0.00017495615120699748,9.840879791774476e-05,0.0002489843431495375
tcn,conditional,18,3,0.0005933554817275855,0.0004361960132890457,0.0007523297342192821,0.0003105462064255393,0.00023385899695392486,0.00038649869254564966
tcn,conditional,18,4,0.0008044850498338896,0.0005220598006644454,0.0011209883720930383,0.00047844087937855886,0.000311983998631798,0.0006629899965367711
tcn,conditional,18,5,0.0,0.0,0.0,0.0,0.0,0.0
