mode,fault_id,channel,stable_architecture_count,stable_architectures,raw_stable_architecture_count,raw_stable_architectures,excluded_after_quality_or_ci,two_architecture_consensus,three_architecture_consensus
zero,15,10,0,,0,,,False,False
zero,15,11,0,,0,,,False,False
zero,16,1,0,,0,,,False,False
zero,16,2,0,,0,,,False,False
zero,16,3,0,,0,,,False,False
zero,16,4,0,,0,,,False,False
zero,16,5,0,,0,,,False,False
zero,16,6,0,,0,,,False,False
zero,16,7,0,,0,,,False,False
zero,16,8,0,,0,,,False,False
zero,16,9,0,,0,,,False,False
zero,16,10,0,,0,,,False,False
zero,16,11,0,,0,,,False,False
zero,17,1,0,,0,,,False,False
zero,17,2,0,,0,,,False,False
zero,17,3,0,,0,,,False,False
zero,17,4,0,,0,,,False,False
zero,17,5,0,,0,,,False,False
zero,17,6,0,,0,,,False,False
zero,17,7,0,,0,,,False,False
zero,17,8,0,,0,,,False,False
zero,17,9,0,,0,,,False,False
zero,17,10,0,,0,,,False,False
zero,17,11,0,,0,,,False,False
zero,18,1,0,,0,,,False,False
zero,18,2,0,,0,,,False,False
zero,18,3,0,,0,,,False,False
zero,18,4,0,,0,,,False,False
zero,18,5,0,,0,,,False,False
zero,18,6,0,,0,,,False,False
zero,18,7,0,,0,,,False,False
zero,18,8,0,,0,,,False,False
zero,18,9,0,,0,,,False,False
zero,18,10,0,,0,,,False,False
zero,18,11,0,,0,,,False,False
zero,19,1,0,,0,,,False,False
zero,19,2,0,,0,,,False,False
zero,19,3,0,,0,,,False,False
zero,19,4,0,,0,,,False,False
zero,19,5,0,,0,,,False,False
zero,19,6,0,,0,,,False,False
zero,19,7,2,"tcn,transformer",3,"gru,tcn,transformer",gru,True,False
zero,19,8,2,"tcn,transformer",3,"gru,tcn,transformer",gru,True,False
zero,19,9,0,,0,,,False,False
zero,19,10,0,,0,,,False,False
zero,19,11,0,,0,,,False,False
zero,20,1,0,,0,,,False,False
zero,20,2,0,,0,,,False,False
zero,20,3,0,,0,,,False,False
zero,20,4,0,,0,,,False,False
zero,20,5,0,,0,,,False,False
zero,20,6,0,,0,,,False,False
zero,20,7,0,,0,,,False,False
zero,20,8,0,,0,,,False,False
zero,20,9,0,,0,,,False,False
zero,20,10,0,,0,,,False,False
zero,20,11,0,,0,,,False,False
zero,21,1,0,,0,,,False,False
zero,21,2,0,,0,,,False,False
zero,21,3,0,,0,,,False,False
zero,21,4,0,,0,,,False,False
zero,21,5,0,,0,,,False,False
zero,21,6,0,,0,,,False,False
zero,21,7,0,,0,,,False,False
zero,21,8,0,,0,,,False,False
zero,21,9,0,,0,,,False,False
zero,21,10,0,,0,,,False,False
zero,21,11,0,,0,,,False,False
zero,22,1,0,,0,,,False,False
zero,22,2,0,,0,,,False,False
zero,22,3,0,,0,,,False,False
zero,22,4,0,,0,,,False,False
zero,22,5,0,,0,,,False,False
zero,22,6,0,,0,,,False,False
zero,22,7,0,,0,,,False,False
zero,22,8,0,,0,,,False,False
zero,22,9,0,,0,,,False,False
zero,22,10,0,,0,,,False,False
zero,22,11,0,,0,,,False,False
zero,23,1,0,,0,,,False,False
zero,23,2,0,,0,,,False,False
zero,23,3,2,"tcn,transformer",3,"gru,tcn,transformer",gru,True,False
zero,23,4,0,,0,,,False,False
zero,23,5,0,,0,,,False,False
zero,23,6,0,,0,,,False,False
zero,23,7,0,,0,,,False,False
zero,23,8,0,,0,,,False,False
zero,23,9,0,,0,,,False,False
zero,23,10,0,,0,,,False,False
zero,23,11,0,,0,,,False,False
zero,24,1,2,"tcn,transformer",3,"gru,tcn,transformer",gru,True,False
zero,24,2,0,,0,,,False,False
zero,24,3,0,,0,,,False,False
zero,24,4,0,,0,,,False,False
zero,24,5,0,,0,,,False,False
zero,24,6,0,,0,,,False,False
zero,24,7,0,,0,,,False,False
zero,24,8,0,,0,,,False,False
zero,24,9,0,,0,,,False,False
zero,24,10,0,,0,,,False,False
zero,24,11,0,,0,,,False,False
zero,25,1,0,,0,,,False,False
zero,25,2,2,"tcn,transformer",3,"gru,tcn,transformer",gru,True,False
zero,25,3,0,,0,,,False,False
zero,25,4,0,,0,,,False,False
zero,25,5,0,,0,,,False,False
zero,25,6,0,,0,,,False,False
zero,25,7,0,,0,,,False,False
zero,25,8,0,,0,,,False,False
zero,25,9,0,,0,,,False,False
zero,25,10,0,,0,,,False,False
zero,25,11,0,,0,,,False,False
zero,26,1,0,,0,,,False,False
zero,26,2,0,,0,,,False,False
zero,26,3,0,,0,,,False,False
zero,26,4,2,"tcn,transformer",3,"gru,tcn,transformer",gru,True,False
zero,26,5,0,,0,,,False,False
zero,26,6,0,,0,,,False,False
zero,26,7,0,,0,,,False,False
zero,26,8,0,,0,,,False,False
zero,26,9,0,,0,,,False,False
zero,26,10,0,,0,,,False,False
zero,26,11,0,,0,,,False,False
zero,27,1,0,,0,,,False,False
zero,27,2,0,,0,,,False,False
zero,27,3,0,,0,,,False,False
zero,27,4,0,,0,,,False,False
zero,27,5,0,,0,,,False,False
zero,27,6,0,,0,,,False,False
zero,27,7,0,,0,,,False,False
zero,27,8,0,,0,,,False,False
zero,27,9,0,,0,,,False,False
zero,27,10,0,,1,gru,gru,False,False
zero,27,11,0,,0,,,False,False
zero,28,1,0,,0,,,False,False
zero,28,2,0,,0,,,False,False
zero,28,3,0,,0,,,False,False
zero,28,4,0,,0,,,False,False
zero,28,5,0,,0,,,False,False
zero,28,6,0,,0,,,False,False
zero,28,7,0,,0,,,False,False
zero,28,8,0,,0,,,False,False
zero,28,9,0,,0,,,False,False
zero,28,10,0,,0,,,False,False
zero,28,11,0,,0,,,False,False
