architecture,mode,fault_id,channel,mean_delta_auroc,median_delta_auroc,min_delta_auroc,mean_delta_auprc,positive_auroc_seeds,max_abs_pre_fpr_shift,stable_material_raw,method,r2,std_ratio,wasserstein,ks_statistic,observed_lag1,predicted_lag1,observed_std,imputer_reliable,stable_material,run_delta_auroc_mean,run_delta_auroc_ci_low,run_delta_auroc_ci_high,run_delta_auprc_mean,run_delta_auprc_ci_low,run_delta_auprc_ci_high,run_ci_excludes_zero
gru,conditional,2,4.0,0.00032809800664455044,0.00034281561461801946,0.0002656561461792384,0.0001543323473545355,5,0.001749999999999999,False,legacy_mean,0.578858077860626,0.7629849314689636,0.188949346998356,0.0666544735431671,0.6053401041017571,0.6451221459408996,0.995981752872467,True,False,,,,,,,False
gru,conditional,2,5.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,,,,,,,False
gru,conditional,2,6.0,-4.152823920078319e-07,-5.64784053158629e-06,-1.229235880395585e-05,-5.5635329929693e-07,2,0.0005000000000000004,False,legacy_mean,0.997028398791882,0.99845689535141,0.0014378663426005,0.0010824799537658,0.982810815577105,0.9823900750798902,0.9907699823379515,True,False,,,,,,,False
gru,conditional,2,7.0,7.504568106317944e-05,7.537375415300751e-05,5.755813953500777e-05,4.0912547403015864e-05,5,0.0005000000000000004,False,legacy_mean,0.7184863700707094,0.8477235436439514,0.1213696854402002,0.0426122844219207,0.8106234837175326,0.886557398930125,0.994693160057068,True,False,,,,,,,False
gru,conditional,2,8.0,1.4759136212671996e-05,1.2832225913639306e-05,-2.176079734195202e-05,8.116049554107718e-06,4,0.0009999999999999992,False,legacy_mean,0.2974372147454651,0.5468789935112,0.3615364657126344,0.1433535814285278,0.5001105345716035,0.6359453685855146,0.9983698129653932,False,False,,,,,,,False
gru,conditional,2,9.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,,,,,,,False
gru,conditional,2,10.0,1.7196843853839462e-05,8.305647840600727e-07,-2.558139534880599e-05,7.323375907897223e-06,3,0.0005000000000000004,False,legacy_mean,0.1901592773672956,0.4344758987426758,0.4539596056210538,0.1942001581192016,0.1148842134756825,0.4754276976683602,1.00121009349823,False,False,,,,,,,False
gru,conditional,2,11.0,-1.9485049833845025e-05,-8.305647840600727e-06,-7.084717607952484e-05,-8.666636732712618e-06,1,0.0007499999999999989,False,legacy_mean,0.0145931334962615,0.1211393773555755,0.7025116868592033,0.3832193613052368,-0.013847639476689,-0.2776265762891957,0.9969984889030457,False,False,,,,,,,False
gru,conditional,3,1.0,7.931478405314163e-05,5.550249169428145e-05,-0.00018062707641197662,9.627705026842293e-05,3,0.0007500000000000007,False,legacy_mean,0.9735514594657588,0.9860982298851012,0.0107001973907897,0.0037028193473815,0.9716406840851836,0.972594011099527,1.0054640769958496,True,False,,,,,,,False
gru,conditional,3,2.0,-0.0002532475083056651,-0.00025056063122930183,-0.0005025955149501327,-0.00026118107537642654,1,0.0007500000000000007,False,legacy_mean,0.9547037280833192,0.976567566394806,0.0173378191583196,0.0056550055742263,0.9528272462470592,0.957772059655812,1.0040563344955444,True,False,,,,,,,False
