architecture,mode,fault_id,channel,mean_delta_auroc,median_delta_auroc,min_delta_auroc,mean_delta_auprc,positive_auroc_seeds,max_abs_pre_fpr_shift,stable_material_raw,method,r2,std_ratio,wasserstein,ks_statistic,observed_lag1,predicted_lag1,observed_std,imputer_reliable,stable_material,run_delta_auroc_mean,run_delta_auroc_ci_low,run_delta_auroc_ci_high,run_delta_auprc_mean,run_delta_auprc_ci_low,run_delta_auprc_ci_high,run_ci_excludes_zero
tcn,conditional,11,1.0,0.0010492940199334998,0.0010244393687706133,0.0008457433554815985,0.0006202982097812448,5,0.0007499999999999989,False,legacy_mean,0.9735514594657588,0.9860982298851012,0.0107001973907897,0.0037028193473815,0.9716406840851836,0.972594011099527,1.0054640769958496,True,False,0.001049501661129576,0.0009170805647840648,0.0011868853820598047,0.0006257667736435013,0.0005531478037464225,0.0007020338197154285,True
tcn,conditional,11,2.0,-0.001197009966777518,-0.0011784676079735767,-0.0012881852159469798,-0.0007369711823454139,0,0.0007500000000000007,False,legacy_mean,0.9547037280833192,0.976567566394806,0.0173378191583196,0.0056550055742263,0.9528272462470592,0.957772059655812,1.0040563344955444,True,False,-0.0012111295681063161,-0.0013661171096345523,-0.0010587915282392105,-0.0007429415886019408,-0.0008276640891378183,-0.0006554875049253135,False
tcn,conditional,11,3.0,0.00023348421926900899,0.00022522840531558064,-6.067275747523304e-05,0.0001358775378184074,4,0.0009999999999999992,False,legacy_mean,0.9645213980895376,0.9826198816299438,0.0132580876337276,0.0045016407966613,0.9338504025323758,0.9224820453538722,0.9988558888435364,True,False,0.000249169435215959,2.806063122925448e-05,0.0004453779069767384,0.00013499949662173604,1.1471369725379573e-05,0.0002471709356032878,True
tcn,conditional,11,4.0,-0.0011018646179402625,-0.0010814161129569788,-0.0014451827242524251,-0.00068081337076491,0,0.0017499999999999998,False,legacy_mean,0.578858077860626,0.7629849314689636,0.188949346998356,0.0666544735431671,0.6053401041017571,0.6451221459408996,0.995981752872467,True,False,-0.001039036544850499,-0.001352242524916936,-0.0007129401993355538,-0.0006341211592346052,-0.0008237257217593759,-0.000440257816295391,False
tcn,conditional,11,5.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,11,6.0,-0.0016488787375415815,-0.0014901785714286353,-0.0024745224252491482,-0.0009582138482365554,0,0.0005000000000000004,False,legacy_mean,0.997028398791882,0.99845689535141,0.0014378663426005,0.0010824799537658,0.982810815577105,0.9823900750798902,0.9907699823379515,True,False,-0.00166503322259136,-0.0021721968438538184,-0.0011989015780730758,-0.0009700915801597088,-0.0012501084177113844,-0.0007107983962092898,False
tcn,conditional,11,7.0,-0.0006414036544851287,-0.0007516818936877945,-0.0007634343853820669,-0.0003810728456220103,0,0.0007499999999999989,False,legacy_mean,0.7184863700707094,0.8477235436439514,0.1213696854402002,0.0426122844219207,0.8106234837175326,0.886557398930125,0.994693160057068,True,False,-0.000630232558139534,-0.000791362126245843,-0.00043534053156145055,-0.0003721489971147818,-0.0004624659099725501,-0.0002614819118956336,False
tcn,conditional,11,8.0,-0.00010577657807313568,-0.00014968853820607197,-0.00016000830564788515,-5.732207689381763e-05,1,0.0005000000000000004,False,legacy_mean,0.2974372147454651,0.5468789935112,0.3615364657126344,0.1433535814285278,0.5001105345716035,0.6359453685855146,0.9983698129653932,False,False,-0.00011295681063121953,-0.0001850539867109695,-1.8596345514906843e-05,-6.639952659579285e-05,-0.00010910712914110255,-7.498403525053774e-06,False
tcn,conditional,11,9.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,11,10.0,0.0188339327242524,0.019876619601328804,0.014375186877076396,0.010558292835312465,5,0.0005000000000000004,False,legacy_mean,0.1901592773672956,0.4344758987426758,0.4539596056210538,0.1942001581192016,0.1148842134756825,0.4754276976683602,1.00121009349823,False,False,0.018802657807308974,0.015516914451827237,0.02218046096345516,0.010592688156004018,0.008683101718821605,0.012493170822258936,True
tcn,conditional,11,11.0,-4.60714285715369e-05,-4.408222591378852e-05,-7.971345514967698e-05,-3.083632539451209e-05,0,0.0005000000000000004,False,legacy_mean,0.0145931334962615,0.1211393773555755,0.7025116868592033,0.3832193613052368,-0.013847639476689,-0.2776265762891957,0.9969984889030457,False,False,-8.588039867110653e-05,-0.00014186877076413765,-3.006644518270332e-05,-4.93372132638914e-05,-8.038823593467779e-05,-1.7596368114402075e-05,False
tcn,conditional,12,1.0,0.00044898255813949903,0.0004469061461793711,0.00038357558139534564,0.0003544717725733504,5,0.0005000000000000004,False,legacy_mean,0.9735514594657588,0.9860982298851012,0.0107001973907897,0.0037028193473815,0.9716406840851836,0.972594011099527,1.0054640769958496,True,False,0.0004719269102989976,0.00030647425249168635,0.0006332392026577918,0.00036588276152510924,0.00026530215094838154,0.0004612112927134827,True
tcn,conditional,12,2.0,0.001909111295681054,0.001962333887043144,0.001718791528239172,0.0012121300725312922,5,0.0005000000000000004,False,legacy_mean,0.9547037280833192,0.976567566394806,0.0173378191583196,0.0056550055742263,0.9528272462470592,0.957772059655812,1.0040563344955444,True,False,0.0019465116279069783,0.001664522425249174,0.0022264493355481792,0.001218156557280854,0.001040177537157314,0.00139440822419271,True
tcn,conditional,12,3.0,5.952242524913665e-05,4.3085548172672183e-05,-7.649501661133318e-05,8.275812925038207e-05,4,0.0005000000000000004,False,legacy_mean,0.9645213980895376,0.9826198816299438,0.0132580876337276,0.0045016407966613,0.9338504025323758,0.9224820453538722,0.9988558888435364,True,False,8.28903654485047e-05,-0.0001616569767441962,0.0003348006644518264,0.00011785533367429935,-4.012434088155009e-05,0.00029520995562840513,False
tcn,conditional,12,4.0,0.0014330772425248828,0.001456623754152786,0.001232537375415288,0.001286427718523453,5,0.0012500000000000011,False,legacy_mean,0.578858077860626,0.7629849314689636,0.188949346998356,0.0666544735431671,0.6053401041017571,0.6451221459408996,0.995981752872467,True,False,0.0014845514950166084,0.0010820099667774024,0.0019181935215946766,0.0013563425620857494,0.0010477835333231192,0.001668902680592496,True
tcn,conditional,12,5.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,12,6.0,0.00021271179401991525,0.00017865448504983394,5.9655315614581816e-05,0.00015877286373531252,5,0.0002500000000000002,False,legacy_mean,0.997028398791882,0.99845689535141,0.0014378663426005,0.0010824799537658,0.982810815577105,0.9823900750798902,0.9907699823379515,True,False,0.0002958471760797343,0.0001431852159468396,0.0004413870431893651,0.0002098309121532349,0.00011708926445228732,0.0003023066880236027,True
tcn,conditional,12,7.0,0.000617707641195997,0.000613517441860445,0.000498712624584674,0.0004108978270794594,5,0.0005000000000000004,False,legacy_mean,0.7184863700707094,0.8477235436439514,0.1213696854402002,0.0426122844219207,0.8106234837175326,0.886557398930125,0.994693160057068,True,False,0.0006258305647840478,0.0004798961794019853,0.0007810755813953463,0.00043078350748363857,0.00034447545326792066,0.0005261613659476456,True
tcn,conditional,12,8.0,0.00024145348837205648,0.00022659883720932417,0.0002096760797342112,0.00014326221161182763,5,0.0002500000000000002,False,legacy_mean,0.2974372147454651,0.5468789935112,0.3615364657126344,0.1433535814285278,0.5001105345716035,0.6359453685855146,0.9983698129653932,False,False,0.00023480066445182856,0.00016129568106312492,0.00031088870431894236,0.00014346478194528057,0.00010052481405549024,0.0001882651414889529,True
tcn,conditional,12,9.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,12,10.0,2.7176079734236858e-05,-1.4161129568091013e-05,-3.492524916937079e-05,3.3566296822784555e-05,2,0.0005000000000000004,False,legacy_mean,0.1901592773672956,0.4344758987426758,0.4539596056210538,0.1942001581192016,0.1148842134756825,0.4754276976683602,1.00121009349823,False,False,5.099667774086103e-05,-3.98754152823923e-05,0.00014369186046511045,4.8936735907579856e-05,-9.398068000833397e-06,0.00010842174992500683,False
tcn,conditional,12,11.0,-9.320182724255055e-05,-7.4418604651183e-05,-0.00019379152823928436,-0.0001623512862529708,0,0.0002500000000000002,False,legacy_mean,0.0145931334962615,0.1211393773555755,0.7025116868592033,0.3832193613052368,-0.013847639476689,-0.2776265762891957,0.9969984889030457,False,False,-8.22259136212633e-05,-0.00020650332225914027,4.169850498338943e-05,-0.00014882711656852065,-0.0002442997647626169,-5.344646152212258e-05,False
tcn,conditional,13,1.0,-0.0001056021594684875,-0.00011250000000007088,-0.0001408845514949686,-5.91566239419361e-05,0,0.0004999999999999987,False,legacy_mean,0.9735514594657588,0.9860982298851012,0.0107001973907897,0.0037028193473815,0.9716406840851836,0.972594011099527,1.0054640769958496,True,False,-0.00011594684385382359,-0.00017541528239200082,-4.9983388704293896e-05,-6.193086034279482e-05,-8.58411658323334e-05,-3.7063656855575066e-05,False
tcn,conditional,13,2.0,6.517857142849249e-05,7.454318936861437e-05,3.3887043189184674e-05,2.9494385593609172e-05,5,0.0005000000000000004,False,legacy_mean,0.9547037280833192,0.976567566394806,0.0173378191583196,0.0056550055742263,0.9528272462470592,0.957772059655812,1.0040563344955444,True,False,6.893687707642205e-05,1.8438538206027006e-05,0.00011993355481729553,3.170005915627105e-05,9.953546510217014e-06,5.4459787634070414e-05,True
tcn,conditional,13,3.0,0.00021806478405312913,0.00024219269102965235,0.00016268687707632346,7.992855447609415e-05,5,0.0004999999999999987,False,legacy_mean,0.9645213980895376,0.9826198816299438,0.0132580876337276,0.0045016407966613,0.9338504025323758,0.9224820453538722,0.9988558888435364,True,False,0.00020780730897009935,0.00010363787375415332,0.0003064825581395257,7.968342988387889e-05,3.567980066617854e-05,0.00012135761262677067,True
tcn,conditional,13,4.0,-4.4019933564953817e-07,1.2063953488183898e-05,-7.732558139539325e-05,2.311125262330904e-05,3,0.0010000000000000009,False,legacy_mean,0.578858077860626,0.7629849314689636,0.188949346998356,0.0666544735431671,0.6053401041017571,0.6451221459408996,0.995981752872467,True,False,3.064784053157465e-05,-0.0001384613787375205,0.00019768480066451483,4.924834353508989e-05,-2.220032139193681e-05,0.00012013479630660178,False
tcn,conditional,13,5.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,13,6.0,9.796511627868654e-06,4.7134551496297306e-06,-4.401993355607203e-06,5.002907940743207e-06,4,0.0007499999999999989,False,legacy_mean,0.997028398791882,0.99845689535141,0.0014378663426005,0.0010824799537658,0.982810815577105,0.9823900750798902,0.9907699823379515,True,False,2.6578073089722486e-06,-4.069767441859612e-05,5.2338039867116145e-05,5.275242267543945e-06,-1.4149069169803797e-05,2.8041710050648752e-05,False
tcn,conditional,13,7.0,-1.735049833890834e-05,-1.6652823920382254e-05,-3.793604651158855e-05,-8.262756273369477e-06,0,0.0002500000000000002,False,legacy_mean,0.7184863700707094,0.8477235436439514,0.1213696854402002,0.0426122844219207,0.8106234837175326,0.886557398930125,0.994693160057068,True,False,-1.395348837209709e-05,-4.734634551495587e-05,1.9447674418611715e-05,-5.375476209950047e-06,-1.898107348957642e-05,8.108555465231e-06,False
tcn,conditional,13,8.0,-1.9119601328965176e-05,-1.7213455149600598e-05,-3.264119601331661e-05,-5.216479950309605e-06,0,0.0002500000000000002,False,legacy_mean,0.2974372147454651,0.5468789935112,0.3615364657126344,0.1433535814285278,0.5001105345716035,0.6359453685855146,0.9983698129653932,False,False,-1.5448504983388566e-05,-4.302740863785548e-05,1.578073089703408e-05,-4.627102037895181e-06,-1.710350659574625e-05,9.906192795002734e-06,False
tcn,conditional,13,9.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,13,10.0,-3.734634551499916e-05,-4.460132890360402e-05,-5.070598006662319e-05,-1.8931759550810945e-05,0,0.0005000000000000004,False,legacy_mean,0.1901592773672956,0.4344758987426758,0.4539596056210538,0.1942001581192016,0.1148842134756825,0.4754276976683602,1.00121009349823,False,False,-4.584717607973743e-05,-7.625000000000586e-05,-2.0099667774095055e-05,-2.314271106298893e-05,-3.705719118965645e-05,-1.060530932606302e-05,False
tcn,conditional,13,11.0,-1.74667774087256e-05,-1.0340531561459088e-05,-3.5610465116353573e-05,-4.414121785667468e-06,0,0.0005000000000000004,False,legacy_mean,0.0145931334962615,0.1211393773555755,0.7025116868592033,0.3832193613052368,-0.013847639476689,-0.2776265762891957,0.9969984889030457,False,False,-2.9401993355473444e-05,-7.524916943520699e-05,1.5116279069764372e-05,-1.0656007023831516e-05,-2.8763463485553006e-05,5.815840456565027e-06,False
tcn,conditional,14,1.0,-5.6129568106388915e-05,-5.7994186046683716e-05,-0.00011225083056476404,-3.964221071597329e-05,1,0.0002500000000000002,False,legacy_mean,0.9735514594657588,0.9860982298851012,0.0107001973907897,0.0037028193473815,0.9716406840851836,0.972594011099527,1.0054640769958496,True,False,-7.57475083056569e-05,-0.00011229235880398411,-4.0523255813954124e-05,-5.163217045237256e-05,-7.331052283975143e-05,-3.088109170700898e-05,False
tcn,conditional,14,2.0,-0.0001292358803986815,-0.0001431478405315989,-0.00016229235880405035,-8.202091662383726e-05,0,0.0009999999999999992,False,legacy_mean,0.9547037280833192,0.976567566394806,0.0173378191583196,0.0056550055742263,0.9528272462470592,0.957772059655812,1.0040563344955444,True,False,-0.00012607973421926766,-0.00016926910299002636,-8.072674418603609e-05,-8.129372863927565e-05,-0.00010717787416482568,-5.4086036150491594e-05,False
tcn,conditional,14,3.0,4.132059800565635e-06,1.5157807308874283e-05,-4.3106312292429116e-05,-3.4190567437031304e-06,3,0.0012499999999999994,False,legacy_mean,0.9645213980895376,0.9826198816299438,0.0132580876337276,0.0045016407966613,0.9338504025323758,0.9224820453538722,0.9988558888435364,True,False,-2.6578073089777996e-06,-4.202657807309812e-05,3.803986710960542e-05,-4.883024451547424e-06,-2.9078773807210716e-05,2.16472631883579e-05,False
tcn,conditional,14,4.0,-0.00012038621262464578,-0.0001207641196014908,-0.00015651993355481064,-6.244420428898056e-05,0,0.0017499999999999998,False,legacy_mean,0.578858077860626,0.7629849314689636,0.188949346998356,0.0666544735431671,0.6053401041017571,0.6451221459408996,0.995981752872467,True,False,-0.0001282392026578294,-0.00020581395348839523,-5.232142857147389e-05,-7.164031923737046e-05,-0.00011665243072752055,-2.7718312553293937e-05,False
tcn,conditional,14,5.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,14,6.0,-6.0813953488336736e-05,-7.063953488362085e-05,-0.00013909883720919503,-4.5909849944569814e-05,1,0.0007499999999999989,False,legacy_mean,0.997028398791882,0.99845689535141,0.0014378663426005,0.0010824799537658,0.982810815577105,0.9823900750798902,0.9907699823379515,True,False,-7.840531561463026e-05,-0.00014186046511625394,-1.2607973421946784e-05,-5.891698328799988e-05,-9.532774759752901e-05,-2.070006915951887e-05,False
tcn,conditional,14,7.0,-8.09385382056771e-06,-6.706810631196269e-06,-1.6009136212580266e-05,-3.3596260413215616e-06,0,0.0002500000000000002,False,legacy_mean,0.7184863700707094,0.8477235436439514,0.1213696854402002,0.0426122844219207,0.8106234837175326,0.886557398930125,0.994693160057068,True,False,-8.471760797340577e-06,-2.7242524916935156e-05,9.302325581390685e-06,-3.170222341757345e-06,-1.324054220793222e-05,7.04036471893224e-06,False
tcn,conditional,14,8.0,-9.7466777408739e-06,-7.558139535013275e-06,-2.724252491703716e-05,-5.407437609505905e-06,1,0.0002500000000000002,False,legacy_mean,0.2974372147454651,0.5468789935112,0.3615364657126344,0.1433535814285278,0.5001105345716035,0.6359453685855146,0.9983698129653932,False,False,-7.64119601329938e-06,-2.358803986708649e-05,7.142857142822313e-06,-4.03574775115767e-06,-1.2857470125314379e-05,4.433700255976162e-06,False
tcn,conditional,14,9.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,14,10.0,0.0003040656146179099,0.0002922757475083415,0.00017799003322238605,0.00019574035707456972,5,0.0005000000000000004,False,legacy_mean,0.1901592773672956,0.4344758987426758,0.4539596056210538,0.1942001581192016,0.1148842134756825,0.4754276976683602,1.00121009349823,False,False,0.00029593023255813477,0.00018970099667772733,0.0004084177740863812,0.00018909397318039756,0.00012255198320737976,0.00025986379359158886,True
tcn,conditional,14,11.0,-1.0016611295715628e-05,-1.0838870432072767e-05,-1.8438538206044797e-05,-5.964396104141123e-06,1,0.0005000000000000004,False,legacy_mean,0.0145931334962615,0.1211393773555755,0.7025116868592033,0.3832193613052368,-0.013847639476689,-0.2776265762891957,0.9969984889030457,False,False,-1.5946843853831273e-05,-3.588455149503234e-05,3.8289036544820005e-06,-9.247788547707137e-06,-2.05305416858908e-05,1.6621224554677339e-06,False
tcn,conditional,15,1.0,0.00022545681063121937,0.00023380398671091207,0.00016025747508296995,0.00018052717662866424,5,0.0007500000000000007,False,legacy_mean,0.9735514594657588,0.9860982298851012,0.0107001973907897,0.0037028193473815,0.9716406840851836,0.972594011099527,1.0054640769958496,True,False,0.0003229235880398612,0.00010891611295680827,0.0005391112956810514,0.00021139207168579754,-1.103298970650454e-05,0.00043266781647414374,True
tcn,conditional,15,2.0,0.0002776245847176062,0.00028812292358804115,0.00015220099667778708,0.0004934433421018624,5,0.0010000000000000009,False,legacy_mean,0.9547037280833192,0.976567566394806,0.0173378191583196,0.0056550055742263,0.9528272462470592,0.957772059655812,1.0040563344955444,True,False,0.0003137873754152776,-1.3828903654492183e-05,0.0006389244186046476,0.0006099174974264676,0.0002890345124013477,0.0009594617858379625,False
tcn,conditional,15,3.0,-0.0002742649501661143,-0.0001446428571427738,-0.0005495431893688396,0.00019797636680369824,0,0.0009999999999999992,False,legacy_mean,0.9645213980895376,0.9826198816299438,0.0132580876337276,0.0045016407966613,0.9338504025323758,0.9224820453538722,0.9988558888435364,True,False,-0.00011852159468438762,-0.000629999999999999,0.0003678135382059729,0.0005135964847564423,7.993521535319276e-05,0.0009115699283543191,False
tcn,conditional,15,4.0,0.00047484634551493433,0.00045010382059795795,0.00026586378737547545,0.0003951888849747398,5,0.0014999999999999996,False,legacy_mean,0.578858077860626,0.7629849314689636,0.188949346998356,0.0666544735431671,0.6053401041017571,0.6451221459408996,0.995981752872467,True,False,0.0006638704318936883,0.0001552304817275783,0.0012071449335548242,0.000619222152596921,7.226164796723231e-05,0.0011746268726263883,True
tcn,conditional,15,5.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,15,6.0,-8.440614617939435e-05,-0.00010643687707634353,-0.00012759551495011845,-0.00014179184043439097,0,0.0007500000000000007,False,legacy_mean,0.997028398791882,0.99845689535141,0.0014378663426005,0.0010824799537658,0.982810815577105,0.9823900750798902,0.9907699823379515,True,False,-6.0963455149506963e-05,-0.0002792400332225988,0.00014487541528238184,5.040244350382528e-05,-0.0001590280631130686,0.0002640841661471493,False
tcn,conditional,15,7.0,-3.132059800665665e-05,-1.4140365448556125e-05,-0.00012886212624585447,8.337906819044783e-06,1,0.0002500000000000002,False,legacy_mean,0.7184863700707094,0.8477235436439514,0.1213696854402002,0.0426122844219207,0.8106234837175326,0.886557398930125,0.994693160057068,True,False,2.906976744183054e-06,-9.30274086378807e-05,0.00010335963455149495,0.00012507195618918887,-3.007874955152198e-05,0.0002781343737442091,False
tcn,conditional,15,8.0,5.1374584717645e-05,6.206395348840044e-05,2.1594684385339846e-05,7.763537669449593e-05,5,0.0002500000000000002,False,legacy_mean,0.2974372147454651,0.5468789935112,0.3615364657126344,0.1433535814285278,0.5001105345716035,0.6359453685855146,0.9983698129653932,False,False,3.629568106311654e-05,-7.061669435217907e-05,0.00013058139534882982,8.789173858677723e-05,-5.804258862903383e-05,0.000236426588232022,False
tcn,conditional,15,9.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,15,10.0,-1.2084717607963036e-05,-1.8521594684295373e-05,-2.915282392035312e-05,3.531380106420734e-05,1,0.0005000000000000004,False,legacy_mean,0.1901592773672956,0.4344758987426758,0.4539596056210538,0.1942001581192016,0.1148842134756825,0.4754276976683602,1.00121009349823,False,False,9.219269102991868e-06,-5.797965116279356e-05,7.235049833887143e-05,0.00010256548497614815,3.88907527308624e-06,0.00020403322398380598,False
tcn,conditional,15,11.0,0.00020731312292359138,0.00020342607973422577,7.431478405317549e-05,4.3659557425201886e-05,5,0.0007500000000000007,False,legacy_mean,0.0145931334962615,0.1211393773555755,0.7025116868592033,0.3832193613052368,-0.013847639476689,-0.2776265762891957,0.9969984889030457,False,False,0.0002470930232558116,3.95224252491673e-05,0.0004606519933554864,0.00024991377893248236,-5.97450258704346e-06,0.0004923040253465658,True
tcn,conditional,16,1.0,-0.00019659883720930528,-0.0002058970099668711,-0.00031486710963457565,-9.426619609480547e-05,0,0.0004999999999999987,False,legacy_mean,0.9735514594657588,0.9860982298851012,0.0107001973907897,0.0037028193473815,0.9716406840851836,0.972594011099527,1.0054640769958496,True,False,-0.000211129568106313,-0.00042367109634550897,1.03239202657804e-05,-0.000176330200237661,-0.0003903185204416423,3.095248341670676e-05,False
tcn,conditional,16,2.0,-7.658637873753094e-05,-8.978405315618332e-05,-0.00015440199335547966,-0.00029040963532722675,0,0.0007500000000000007,False,legacy_mean,0.9547037280833192,0.976567566394806,0.0173378191583196,0.0056550055742263,0.9528272462470592,0.957772059655812,1.0040563344955444,True,False,-8.45514950166093e-05,-0.00041762458471760226,0.00022946428571428702,-0.00034553853463378136,-0.0006619649173400228,-4.4900833941648465e-05,False
tcn,conditional,16,3.0,0.0007587707641196096,0.000754111295681037,0.0006894725913620947,0.00024248390701238077,5,0.0010000000000000009,False,legacy_mean,0.9645213980895376,0.9826198816299438,0.0132580876337276,0.0045016407966613,0.9338504025323758,0.9224820453538722,0.9988558888435364,True,False,0.0007161129568106361,0.00030804194352159717,0.0011399667774086458,0.0001748540757472561,-0.00018123328956677794,0.0005114901621764864,True
tcn,conditional,16,4.0,0.0006218521594684612,0.0006300456810631738,0.0005152823920265837,0.0011156748188853038,5,0.0015000000000000013,False,legacy_mean,0.578858077860626,0.7629849314689636,0.188949346998356,0.0666544735431671,0.6053401041017571,0.6451221459408996,0.995981752872467,True,False,0.0004598837209302326,-0.00014823920265781042,0.0011079173588039878,0.001091162087246894,0.00045806530135142923,0.0017251639113710956,False
tcn,conditional,16,5.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,16,6.0,0.00011036544850497875,0.00010639534883727375,9.954318936877815e-05,0.00015704295161305114,5,0.0002500000000000002,False,legacy_mean,0.997028398791882,0.99845689535141,0.0014378663426005,0.0010824799537658,0.982810815577105,0.9823900750798902,0.9907699823379515,True,False,0.00010681063122923607,-7.012458471760923e-05,0.00028991486710963095,0.00012206675043028636,-8.72047420376301e-05,0.0003245598999095583,False
tcn,conditional,16,7.0,-4.352159468439254e-05,-2.9734219269106354e-05,-0.00010953073089703391,1.3164598924042537e-05,1,0.0005000000000000004,False,legacy_mean,0.7184863700707094,0.8477235436439514,0.1213696854402002,0.0426122844219207,0.8106234837175326,0.886557398930125,0.994693160057068,True,False,-8.729235880398035e-05,-0.00023422342192690415,6.124584717609005e-05,-3.879813226102535e-05,-0.0001964072247447061,9.519919672268965e-05,False
tcn,conditional,16,8.0,0.00010356727574754033,0.00010732973421934133,5.631229235880664e-05,6.575938968136352e-05,5,0.0004999999999999987,False,legacy_mean,0.2974372147454651,0.5468789935112,0.3615364657126344,0.1433535814285278,0.5001105345716035,0.6359453685855146,0.9983698129653932,False,False,0.00011843853820598494,3.346968438537872e-05,0.0002074003322259143,7.90150246867305e-05,-4.291365002838748e-05,0.00019336154923890834,True
tcn,conditional,16,9.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,16,10.0,-2.934800664451398e-05,-4.4393687707700025e-05,-0.00013110465116272785,-3.154972181962368e-05,2,0.0002500000000000002,False,legacy_mean,0.1901592773672956,0.4344758987426758,0.4539596056210538,0.1942001581192016,0.1148842134756825,0.4754276976683602,1.00121009349823,False,False,-2.607973421926868e-05,-0.0001286565614617961,6.669642857143051e-05,-3.821777116324254e-05,-0.00010786507228232247,3.304730657587919e-05,False
tcn,conditional,16,11.0,0.000224688538205986,0.000213102159468459,0.00012531146179406427,0.00013831727939455084,5,0.0004999999999999987,False,legacy_mean,0.0145931334962615,0.1211393773555755,0.7025116868592033,0.3832193613052368,-0.013847639476689,-0.2776265762891957,0.9969984889030457,False,False,0.00022516611295681331,2.7456395348846088e-05,0.0004179443521594749,0.00016712303586559728,-7.085326366985008e-05,0.00038488344013330034,True
tcn,conditional,17,1.0,0.00017875415282386786,0.00018286960132907204,0.00014505813953480384,0.00011709293739805559,5,0.0002500000000000002,False,legacy_mean,0.9735514594657588,0.9860982298851012,0.0107001973907897,0.0037028193473815,0.9716406840851836,0.972594011099527,1.0054640769958496,True,False,0.00020182724252491014,0.00013321428571426978,0.00027691445182721313,0.0001265490632259847,9.283089479993428e-05,0.00016308166719267145,True
tcn,conditional,17,2.0,-8.75830564788238e-06,1.1420265780826e-06,-5.9323089701246445e-05,-2.622963505511944e-05,3,0.0007500000000000007,False,legacy_mean,0.9547037280833192,0.976567566394806,0.0173378191583196,0.0056550055742263,0.9528272462470592,0.957772059655812,1.0040563344955444,True,False,1.1461794019939075e-05,-7.027408637872324e-05,9.152823920265421e-05,-1.5143745833129384e-05,-5.662668984388209e-05,2.4931389536278392e-05,False
tcn,conditional,17,3.0,1.6997508305638398e-05,2.3421926910405233e-05,-6.046511627921802e-05,1.8573998974646955e-05,3,0.0015000000000000005,False,legacy_mean,0.9645213980895376,0.9826198816299438,0.0132580876337276,0.0045016407966613,0.9338504025323758,0.9224820453538722,0.9988558888435364,True,False,5.498338870430608e-05,-6.330149501661432e-05,0.00017574750830563727,3.681813180097193e-05,-1.721262252884431e-05,9.14733662529784e-05,False
tcn,conditional,17,4.0,-0.00023553986710969088,-0.00030348837209293045,-0.0003794435215948022,-0.00014910370016696373,0,0.0005000000000000004,False,legacy_mean,0.578858077860626,0.7629849314689636,0.188949346998356,0.0666544735431671,0.6053401041017571,0.6451221459408996,0.995981752872467,True,False,-0.000217275747508312,-0.00041379152823918454,-2.7383720930255203e-05,-0.00014650551487855102,-0.000247636812230043,-4.575696606084976e-05,False
tcn,conditional,17,5.0,0.0,0.0,0.0,0.0,0,0.0,False,legacy_mean,,,0.0,0.0,,,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False
tcn,conditional,17,6.0,-5.482558139542348e-05,-5.780730896998154e-05,-7.126245847199897e-05,-3.319136925985511e-05,0,0.0005000000000000004,False,legacy_mean,0.997028398791882,0.99845689535141,0.0014378663426005,0.0010824799537658,0.982810815577105,0.9823900750798902,0.9907699823379515,True,False,-5.249169435215917e-05,-0.00010581810631228928,-1.320598006651259e-06,-3.414471466714697e-05,-6.069133245199723e-05,-8.645556389858871e-06,False
