variant,seed,split_seed,epochs,input_dim,hidden_dim,parameters,mae_z,rmse_z,auroc,auprc,detected_run_ratio,detection_delay,prefault_sample_fpr,prefault_run_alarm_rate,threshold,elapsed_seconds
F0-C,45,42,30,41,68,25473,0.4938465654850006,0.7350030541419983,0.7490229968099972,0.8986983329661603,0.6464285714285715,49.80386740331492,0.010112879348630643,0.0,0.8209508061408997,965.9189429000253
