variant,seed,split_seed,fault_id,auroc,auprc,detected_run_ratio,detection_delay,prefault_run_alarm_rate
F0-C,45,42,1,0.9988902665133096,0.9996183195763053,1.0,6.95,0.0
F0-C,45,42,2,0.9975510460699796,0.999148552798479,1.0,16.2,0.0
F0-C,45,42,3,0.5189412756000833,0.7194750431503549,0.0,,0.0
F0-C,45,42,4,0.5019877456147164,0.7126288358318945,1.0,4.0,0.0
F0-C,45,42,5,0.4954682043050917,0.7054099337404001,0.0,,0.0
F0-C,45,42,6,0.9995611079675386,0.9998563969098353,1.0,3.0,0.0
F0-C,45,42,7,0.5110712986899316,0.7247735556962688,1.0,4.0,0.0
F0-C,45,42,8,0.9926196036879653,0.9975023866183936,1.0,26.0,0.0
F0-C,45,42,9,0.533090446128413,0.7321699011078959,0.0,,0.0
F0-C,45,42,10,0.9663049709127085,0.9879274704888459,1.0,43.3,0.0
F0-C,45,42,11,0.9552852545492425,0.9833597104718198,1.0,11.75,0.0
F0-C,45,42,12,0.7860436013506267,0.9092188193265373,1.0,27.35,0.0
F0-C,45,42,13,0.9886292113084781,0.9962365302202226,1.0,36.85,0.0
F0-C,45,42,14,0.9976813533141268,0.9991281919410042,1.0,6.25,0.0
F0-C,45,42,15,0.5166926412049622,0.7197264590594699,0.0,,0.0
F0-C,45,42,16,0.5104681580760844,0.7164127449182102,0.0,,0.0
F0-C,45,42,17,0.9892083929687528,0.9964104832039115,1.0,33.5,0.0
F0-C,45,42,18,0.9425267696772229,0.9786608511255035,1.0,63.1,0.0
F0-C,45,42,19,0.7559984725935952,0.8923095252156649,1.0,127.15,0.0
F0-C,45,42,20,0.9833343164702242,0.9942635083816105,1.0,42.75,0.0
F0-C,45,42,21,0.5013035871244201,0.708144208401011,0.0,,0.0
F0-C,45,42,22,0.5477132729027748,0.7433717408960202,0.0,,0.0
F0-C,45,42,23,0.5235867360964719,0.7257701238761934,0.0,,0.0
F0-C,45,42,24,0.8975301937057049,0.9600628964096296,1.0,26.95,0.0
F0-C,45,42,25,0.6785298158606177,0.8418356291493476,1.0,283.6,0.0
F0-C,45,42,26,0.539915986483871,0.7399449861110463,0.1,1098.0,0.0
F0-C,45,42,27,0.7805067808708066,0.902953091526483,1.0,28.95,0.0
F0-C,45,42,28,0.559525434583489,0.7597096530895794,0.0,,0.0
