variant,seed,split_seed,epochs,input_dim,hidden_dim,parameters,mae_z,rmse_z,auroc,auprc,detected_run_ratio,detection_delay,prefault_sample_fpr,prefault_run_alarm_rate,threshold,elapsed_seconds
F0-C,44,42,30,41,68,25473,0.4907171428203583,0.7343081831932068,0.748672222537177,0.8985474735402306,0.6482142857142857,49.84573002754821,0.010125215889464594,0.0,0.8202648758888245,965.3456088000094
