condition,fault_id,group,auroc_loss_mean,auroc_loss_sd,positive_seeds,signflip_p,bh_q_global,bh_q_within_fault,fpr_delta_mean,fpr_delta_ci_low,fpr_delta_ci_high,ci_outside_tolerance,ci_fully_inside_tolerance
keep_last_10,2,NO_GAIN,0.00013870431893692192,4.953355478546277e-05,5,0.0625,0.11824324324324324,0.10416666666666667,-0.0001,-0.0012500000000000002,0.0010500000000000002,False,True
keep_last_10,3,GAIN,0.0016046179401993487,0.0012594495320450956,4,0.125,0.205078125,0.1875,-0.00095,-0.002,0.0002499999999999999,False,True
keep_last_10,4,GAIN,0.055560847176079745,0.044534025522446244,4,0.125,0.205078125,0.1875,0.0002499999999999999,-0.0009000000000000001,0.0013999999999999998,False,True
keep_last_10,5,NO_GAIN,0.0007623089700996566,0.0013933278578782914,4,0.25,0.37906137184115524,0.3125,0.00105,-9.999999999999991e-05,0.0022,False,True
keep_last_10,6,NO_GAIN,-2.5199335548187208e-05,1.3691206099469657e-05,0,0.0625,0.11824324324324324,0.13392857142857142,0.0002500000000000001,-0.0009499999999999998,0.00135,False,True
keep_last_10,7,GAIN,-7.5581395347912306e-06,3.46029801252039e-05,1,0.6875,0.8697289156626506,0.9375,0.0011499999999999995,-0.00030000000000000003,0.00265,False,True
keep_last_10,8,NO_GAIN,0.00011286544850512837,0.00012021460754782661,4,0.125,0.205078125,0.234375,-0.0006499999999999999,-0.0017499999999999998,0.00035000000000000005,False,True
keep_last_10,9,NO_GAIN,0.0019121553156146165,0.00142716261759843,5,0.0625,0.11824324324324324,0.13392857142857142,0.0005000000000000001,-0.00045000000000000004,0.0014500000000000003,False,True
keep_last_10,10,NO_GAIN,0.0012341196013288202,0.0008067524506666555,5,0.0625,0.11824324324324324,0.08522727272727272,0.0013000000000000002,-4.336808689942018e-20,0.00275,False,True
keep_last_10,11,NO_GAIN,0.0019691652823921046,0.000844542846116378,5,0.0625,0.11824324324324324,0.10416666666666667,-0.0008000000000000001,-0.0019000000000000002,0.0003499999999999999,False,True
keep_last_10,12,NO_GAIN,0.004707196843853812,0.0009878607050901494,5,0.0625,0.11824324324324324,0.1171875,-0.00045000000000000004,-0.0017000000000000001,0.0008499999999999998,False,True
keep_last_10,13,NO_GAIN,0.0005215946843854403,0.00011469632709916164,5,0.0625,0.11824324324324324,0.10416666666666667,-0.0004,-0.0017000000000000001,0.0009999999999999996,False,True
keep_last_10,14,NO_GAIN,0.0001296636212624991,0.00013038280409526142,5,0.0625,0.11824324324324324,0.13392857142857142,-0.0005499999999999999,-0.0019999999999999996,0.0009999999999999998,False,True
keep_last_10,15,NO_GAIN,0.003197234219269096,0.0014915416043826415,5,0.0625,0.11824324324324324,0.1171875,-0.00095,-0.0018500000000000003,-9.999999999999991e-05,False,True
keep_last_10,16,NO_GAIN,-5.134966777409211e-05,0.0008738624878855906,3,0.875,1.0,1.0,-0.00039999999999999986,-0.0016,0.0008999999999999998,False,True
keep_last_10,17,NO_GAIN,-5.471760797337577e-05,6.271247691804318e-05,1,0.1875,0.29605263157894735,0.3125,0.0001,-0.0008,0.0009999999999999998,False,True
keep_last_10,18,NO_GAIN,0.0005027284053156222,0.0017989749265861998,3,0.625,0.8052147239263804,0.8522727272727273,-0.0008,-0.0023,0.0006499999999999996,False,True
keep_last_10,19,GAIN,0.015647213455149477,0.005391359227370923,5,0.0625,0.11824324324324324,0.08522727272727272,-0.00035000000000000005,-0.00155,0.0008499999999999998,False,True
keep_last_10,20,NO_GAIN,0.0001399750830565649,0.00041376193822219423,3,0.6875,0.8697289156626506,0.9375,-0.00105,-0.00235,0.00015000000000000001,False,True
keep_last_10,21,NO_GAIN,-0.0015284717607973231,0.001243814601325923,1,0.125,0.205078125,0.20833333333333334,-0.00015000000000000004,-0.0014000000000000002,0.0010999999999999998,False,True
