seed,condition,fault_id,run_index,pre_fpr,alarm_delay_censored
42,permute_time,1,86,0.0,6
42,permute_time,1,87,0.015,6
42,permute_time,1,88,0.015,6
42,permute_time,1,89,0.015,6
42,permute_time,1,90,0.02,5
42,permute_time,1,91,0.01,6
42,permute_time,1,92,0.01,4
42,permute_time,1,93,0.015,6
42,permute_time,1,94,0.015,5
42,permute_time,1,95,0.005,6
42,permute_time,1,96,0.02,5
42,permute_time,1,97,0.01,4
42,permute_time,1,98,0.02,4
42,permute_time,1,99,0.02,5
42,permute_time,2,180,0.01,16
42,permute_time,2,181,0.0,10
42,permute_time,2,182,0.025,12
42,permute_time,2,183,0.005,16
42,permute_time,2,184,0.01,10
42,permute_time,2,185,0.005,16
42,permute_time,2,186,0.01,16
42,permute_time,2,187,0.01,14
42,permute_time,2,188,0.015,12
42,permute_time,2,189,0.01,10
42,permute_time,2,190,0.015,10
42,permute_time,2,191,0.01,8
42,permute_time,2,192,0.01,20
42,permute_time,2,193,0.005,8
42,permute_time,2,194,0.02,14
42,permute_time,2,195,0.0,10
42,permute_time,2,196,0.0,18
42,permute_time,2,197,0.0,16
42,permute_time,2,198,0.005,10
42,permute_time,2,199,0.0,12
42,permute_time,3,280,0.01,302
42,permute_time,3,281,0.01,302
42,permute_time,3,282,0.005,302
42,permute_time,3,283,0.005,302
42,permute_time,3,284,0.01,302
42,permute_time,3,285,0.005,302
42,permute_time,3,286,0.01,302
42,permute_time,3,287,0.0,302
42,permute_time,3,288,0.03,302
42,permute_time,3,289,0.01,302
42,permute_time,3,290,0.0,302
42,permute_time,3,291,0.005,302
42,permute_time,3,292,0.02,302
42,permute_time,3,293,0.015,302
42,permute_time,3,294,0.0,302
42,permute_time,3,295,0.0,302
42,permute_time,3,296,0.0,302
42,permute_time,3,297,0.01,302
42,permute_time,3,298,0.015,302
42,permute_time,3,299,0.0,302
42,permute_time,4,380,0.005,2
42,permute_time,4,381,0.005,2
42,permute_time,4,382,0.02,2
42,permute_time,4,383,0.04,2
42,permute_time,4,384,0.0,2
42,permute_time,4,385,0.005,2
42,permute_time,4,386,0.02,2
42,permute_time,4,387,0.005,2
42,permute_time,4,388,0.03,2
42,permute_time,4,389,0.005,2
42,permute_time,4,390,0.005,2
42,permute_time,4,391,0.03,2
42,permute_time,4,392,0.01,2
42,permute_time,4,393,0.02,2
42,permute_time,4,394,0.0,2
42,permute_time,4,395,0.01,2
42,permute_time,4,396,0.005,2
42,permute_time,4,397,0.005,2
42,permute_time,4,398,0.005,2
42,permute_time,4,399,0.005,2
42,permute_time,5,480,0.0,302
42,permute_time,5,481,0.01,302
42,permute_time,5,482,0.005,302
42,permute_time,5,483,0.01,302
42,permute_time,5,484,0.005,302
42,permute_time,5,485,0.025,302
42,permute_time,5,486,0.0,302
42,permute_time,5,487,0.0,302
42,permute_time,5,488,0.0,302
42,permute_time,5,489,0.01,302
42,permute_time,5,490,0.01,302
42,permute_time,5,491,0.02,302
42,permute_time,5,492,0.005,302
42,permute_time,5,493,0.015,302
42,permute_time,5,494,0.005,302
42,permute_time,5,495,0.01,302
42,permute_time,5,496,0.0,302
42,permute_time,5,497,0.01,302
42,permute_time,5,498,0.005,302
42,permute_time,5,499,0.01,302
42,permute_time,6,580,0.025,1
42,permute_time,6,581,0.0,1
42,permute_time,6,582,0.0,1
42,permute_time,6,583,0.0,1
42,permute_time,6,584,0.005,1
42,permute_time,6,585,0.01,1
42,permute_time,6,586,0.01,1
42,permute_time,6,587,0.02,1
42,permute_time,6,588,0.015,1
42,permute_time,6,589,0.0,1
42,permute_time,6,590,0.005,1
42,permute_time,6,591,0.005,1
42,permute_time,6,592,0.01,1
42,permute_time,6,593,0.01,1
42,permute_time,6,594,0.005,1
42,permute_time,6,595,0.01,1
42,permute_time,6,596,0.015,1
42,permute_time,6,597,0.005,1
42,permute_time,6,598,0.01,1
42,permute_time,6,599,0.005,1
42,permute_time,7,680,0.0,2
42,permute_time,7,681,0.015,2
42,permute_time,7,682,0.01,2
42,permute_time,7,683,0.015,2
42,permute_time,7,684,0.005,2
42,permute_time,7,685,0.015,2
42,permute_time,7,686,0.01,2
42,permute_time,7,687,0.01,2
42,permute_time,7,688,0.01,2
42,permute_time,7,689,0.015,2
42,permute_time,7,690,0.005,2
42,permute_time,7,691,0.015,2
42,permute_time,7,692,0.005,2
42,permute_time,7,693,0.01,2
42,permute_time,7,694,0.01,2
42,permute_time,7,695,0.005,2
42,permute_time,7,696,0.01,2
42,permute_time,7,697,0.0,2
42,permute_time,7,698,0.02,2
42,permute_time,7,699,0.01,2
42,permute_time,8,780,0.0,38
42,permute_time,8,781,0.005,20
42,permute_time,8,782,0.01,20
42,permute_time,8,783,0.005,17
42,permute_time,8,784,0.005,20
42,permute_time,8,785,0.005,24
42,permute_time,8,786,0.01,36
42,permute_time,8,787,0.005,20
42,permute_time,8,788,0.0,26
42,permute_time,8,789,0.005,34
42,permute_time,8,790,0.005,16
42,permute_time,8,791,0.005,14
42,permute_time,8,792,0.01,34
42,permute_time,8,793,0.01,20
42,permute_time,8,794,0.005,10
42,permute_time,8,795,0.0,14
42,permute_time,8,796,0.005,26
42,permute_time,8,797,0.015,52
42,permute_time,8,798,0.01,24
42,permute_time,8,799,0.025,18
42,permute_time,9,880,0.0,302
42,permute_time,9,881,0.005,302
42,permute_time,9,882,0.0,302
42,permute_time,9,883,0.025,302
42,permute_time,9,884,0.015,302
42,permute_time,9,885,0.01,302
42,permute_time,9,886,0.005,302
42,permute_time,9,887,0.02,302
42,permute_time,9,888,0.015,302
42,permute_time,9,889,0.015,302
42,permute_time,9,890,0.005,302
42,permute_time,9,891,0.0,302
42,permute_time,9,892,0.0,302
42,permute_time,9,893,0.015,302
42,permute_time,9,894,0.015,302
42,permute_time,9,895,0.01,302
42,permute_time,9,896,0.02,302
42,permute_time,9,897,0.02,302
42,permute_time,9,898,0.005,302
42,permute_time,9,899,0.01,302
42,permute_time,10,980,0.015,38
42,permute_time,10,981,0.02,54
42,permute_time,10,982,0.005,52
42,permute_time,10,983,0.025,18
42,permute_time,10,984,0.015,44
42,permute_time,10,985,0.0,72
42,permute_time,10,986,0.025,40
42,permute_time,10,987,0.005,86
42,permute_time,10,988,0.01,18
42,permute_time,10,989,0.0,70
42,permute_time,10,990,0.005,64
42,permute_time,10,991,0.005,40
42,permute_time,10,992,0.03,40
42,permute_time,10,993,0.005,28
42,permute_time,10,994,0.015,32
42,permute_time,10,995,0.01,44
42,permute_time,10,996,0.05,16
42,permute_time,10,997,0.0,86
42,permute_time,10,998,0.0,41
42,permute_time,10,999,0.0,10
42,permute_time,11,1080,0.015,12
42,permute_time,11,1081,0.01,4
42,permute_time,11,1082,0.025,9
42,permute_time,11,1083,0.005,4
42,permute_time,11,1084,0.01,16
42,permute_time,11,1085,0.01,16
42,permute_time,11,1086,0.015,24
42,permute_time,11,1087,0.005,6
42,permute_time,11,1088,0.02,16
42,permute_time,11,1089,0.01,2
42,permute_time,11,1090,0.005,6
42,permute_time,11,1091,0.01,4
42,permute_time,11,1092,0.01,5
42,permute_time,11,1093,0.01,11
42,permute_time,11,1094,0.005,11
42,permute_time,11,1095,0.01,18
42,permute_time,11,1096,0.005,6
42,permute_time,11,1097,0.01,10
42,permute_time,11,1098,0.01,8
42,permute_time,11,1099,0.01,14
42,permute_time,12,1180,0.01,10
42,permute_time,12,1181,0.02,18
42,permute_time,12,1182,0.0,12
42,permute_time,12,1183,0.0,26
42,permute_time,12,1184,0.015,14
42,permute_time,12,1185,0.0,56
42,permute_time,12,1186,0.01,26
42,permute_time,12,1187,0.015,12
42,permute_time,12,1188,0.01,18
42,permute_time,12,1189,0.0,10
42,permute_time,12,1190,0.01,40
42,permute_time,12,1191,0.025,52
42,permute_time,12,1192,0.005,20
42,permute_time,12,1193,0.005,46
42,permute_time,12,1194,0.01,66
42,permute_time,12,1195,0.005,20
42,permute_time,12,1196,0.005,28
42,permute_time,12,1197,0.015,78
42,permute_time,12,1198,0.03,56
42,permute_time,12,1199,0.015,44
42,permute_time,13,1280,0.0,30
42,permute_time,13,1281,0.015,36
42,permute_time,13,1282,0.01,28
42,permute_time,13,1283,0.0,22
42,permute_time,13,1284,0.015,54
42,permute_time,13,1285,0.015,22
42,permute_time,13,1286,0.02,30
42,permute_time,13,1287,0.005,22
42,permute_time,13,1288,0.005,30
42,permute_time,13,1289,0.005,53
42,permute_time,13,1290,0.005,10
42,permute_time,13,1291,0.005,40
42,permute_time,13,1292,0.005,46
42,permute_time,13,1293,0.015,38
42,permute_time,13,1294,0.015,50
42,permute_time,13,1295,0.01,22
42,permute_time,13,1296,0.01,56
42,permute_time,13,1297,0.01,28
42,permute_time,13,1298,0.01,60
42,permute_time,13,1299,0.005,14
42,permute_time,14,1380,0.01,4
42,permute_time,14,1381,0.005,6
42,permute_time,14,1382,0.005,2
42,permute_time,14,1383,0.01,2
42,permute_time,14,1384,0.015,10
42,permute_time,14,1385,0.0,8
42,permute_time,14,1386,0.005,2
42,permute_time,14,1387,0.01,4
42,permute_time,14,1388,0.005,4
42,permute_time,14,1389,0.005,2
42,permute_time,14,1390,0.01,4
42,permute_time,14,1391,0.005,10
42,permute_time,14,1392,0.02,2
42,permute_time,14,1393,0.005,3
42,permute_time,14,1394,0.0,4
42,permute_time,14,1395,0.01,4
42,permute_time,14,1396,0.0,3
42,permute_time,14,1397,0.015,4
42,permute_time,14,1398,0.005,3
42,permute_time,14,1399,0.035,6
42,permute_time,15,1480,0.01,302
42,permute_time,15,1481,0.02,302
42,permute_time,15,1482,0.01,302
42,permute_time,15,1483,0.02,302
42,permute_time,15,1484,0.015,302
42,permute_time,15,1485,0.0,302
42,permute_time,15,1486,0.02,302
42,permute_time,15,1487,0.01,302
42,permute_time,15,1488,0.005,302
42,permute_time,15,1489,0.015,302
42,permute_time,15,1490,0.005,302
42,permute_time,15,1491,0.005,302
42,permute_time,15,1492,0.015,302
42,permute_time,15,1493,0.01,302
42,permute_time,15,1494,0.01,302
42,permute_time,15,1495,0.005,302
42,permute_time,15,1496,0.005,302
42,permute_time,15,1497,0.02,302
42,permute_time,15,1498,0.0,302
42,permute_time,15,1499,0.01,302
42,permute_time,16,1580,0.005,302
42,permute_time,16,1581,0.005,302
42,permute_time,16,1582,0.005,302
42,permute_time,16,1583,0.005,302
42,permute_time,16,1584,0.01,302
42,permute_time,16,1585,0.005,302
42,permute_time,16,1586,0.015,302
42,permute_time,16,1587,0.0,302
42,permute_time,16,1588,0.025,302
42,permute_time,16,1589,0.015,302
42,permute_time,16,1590,0.015,302
42,permute_time,16,1591,0.0,302
42,permute_time,16,1592,0.0,302
42,permute_time,16,1593,0.005,302
42,permute_time,16,1594,0.01,302
42,permute_time,16,1595,0.03,302
42,permute_time,16,1596,0.01,302
42,permute_time,16,1597,0.01,302
42,permute_time,16,1598,0.015,302
42,permute_time,16,1599,0.035,302
42,permute_time,17,1680,0.015,64
42,permute_time,17,1681,0.01,16
42,permute_time,17,1682,0.005,48
42,permute_time,17,1683,0.01,16
42,permute_time,17,1684,0.01,16
42,permute_time,17,1685,0.02,60
42,permute_time,17,1686,0.005,30
42,permute_time,17,1687,0.0,22
42,permute_time,17,1688,0.025,32
