seed,condition,fault_id,runs,threshold,auroc,auprc,pre_fpr,detected_ratio,censored_delay_mean
42,permute_time,14,20,0.9228914380073547,0.9935913621262459,0.9965446633178218,0.00875,1.0,4.35
42,permute_time,15,20,0.9228914380073547,0.5163127699335548,0.6181094178606457,0.0105,0.0,302.0
42,permute_time,16,20,0.9228914380073547,0.5069882059800664,0.6039788538368179,0.011,0.0,302.0
42,permute_time,17,20,0.9228914380073547,0.9499184593023255,0.9758159595129948,0.01125,1.0,31.6
42,permute_time,18,20,0.9228914380073547,0.8695955980066445,0.9279096164129985,0.008,1.0,64.75
42,permute_time,19,20,0.9228914380073547,0.9244270971760797,0.9592227961341985,0.0085,1.0,42.35
42,permute_time,20,20,0.9228914380073547,0.9375502699335548,0.9693519774635353,0.00825,1.0,41.45
42,permute_time,21,20,0.9228914380073547,0.5052643480066445,0.6046140338575663,0.01025,0.0,302.0
42,permute_time,22,20,0.9228914380073547,0.564690053986711,0.656157700947384,0.0115,0.0,302.0
42,permute_time,23,20,0.9228914380073547,0.529535880398671,0.6269868127010465,0.00975,0.0,302.0
42,permute_time,24,20,0.9228914380073547,0.9687707225913621,0.9836827300917875,0.01025,1.0,18.7
42,permute_time,25,20,0.9228914380073547,0.8893567898671096,0.9331968911830134,0.00775,1.0,35.95
42,permute_time,26,20,0.9228914380073547,0.9123400332225914,0.9529467476998945,0.00875,1.0,41.95
42,permute_time,27,20,0.9228914380073547,0.7992383305647841,0.8710315281235526,0.008,1.0,27.2
42,permute_time,28,20,0.9228914380073547,0.5458055440199335,0.6445501336300725,0.01275,0.0,302.0
42,keep_last_1,1,20,0.8635494709014893,0.9949298588039868,0.9974460896705039,0.01175,1.0,4.7
42,keep_last_1,2,20,0.8635494709014893,0.989309219269103,0.9945578755220096,0.0095,1.0,12.3
42,keep_last_1,3,20,0.8635494709014893,0.5381735465116279,0.6329700099110255,0.01125,0.0,302.0
42,keep_last_1,4,20,0.8635494709014893,0.6454907184385382,0.7090010185358647,0.0125,1.0,2.0
42,keep_last_1,5,20,0.8635494709014893,0.5039168812292358,0.6090636666392488,0.0105,0.05,287.0
42,keep_last_1,6,20,0.8635494709014893,0.9980219684385382,0.9990706730003575,0.01075,1.0,1.0
42,keep_last_1,7,20,0.8635494709014893,0.9966677740863787,0.9983811339110693,0.01025,1.0,2.0
42,keep_last_1,8,20,0.8635494709014893,0.9688026162790697,0.9845921030495305,0.00975,1.0,23.85
42,keep_last_1,9,20,0.8635494709014893,0.5457222591362126,0.6394286267546807,0.012,0.0,302.0
42,keep_last_1,10,20,0.8635494709014893,0.9084577450166113,0.950810768973999,0.01325,1.0,44.1
42,keep_last_1,11,20,0.8635494709014893,0.9629838870431894,0.9796684392868974,0.00975,1.0,9.25
42,keep_last_1,12,20,0.8635494709014893,0.7729249377076411,0.858394552698725,0.012,1.0,27.5
42,keep_last_1,13,20,0.8635494709014893,0.9475841362126246,0.9745083056237067,0.00975,1.0,34.0
42,keep_last_1,14,20,0.8635494709014893,0.9937766611295681,0.9966577046832497,0.01,1.0,4.3
42,keep_last_1,15,20,0.8635494709014893,0.5098265157807309,0.612979867610755,0.01,0.0,302.0
42,keep_last_1,16,20,0.8635494709014893,0.5076080357142857,0.6057915891051376,0.01025,0.0,302.0
42,keep_last_1,17,20,0.8635494709014893,0.9501449750830565,0.9756765285390137,0.0095,1.0,31.3
42,keep_last_1,18,20,0.8635494709014893,0.8703776993355482,0.9285113002499966,0.0085,1.0,64.9
42,keep_last_1,19,20,0.8635494709014893,0.8695579734219269,0.9207357480524738,0.01025,1.0,41.3
42,keep_last_1,20,20,0.8635494709014893,0.9382475083056478,0.969535885069468,0.01,1.0,40.85
42,keep_last_1,21,20,0.8635494709014893,0.5020661544850499,0.6016553966361106,0.01025,0.0,302.0
42,keep_last_1,22,20,0.8635494709014893,0.5628384966777409,0.6530828383668996,0.01425,0.0,302.0
42,keep_last_1,23,20,0.8635494709014893,0.5267978405315614,0.6201572428650791,0.012,0.0,302.0
42,keep_last_1,24,20,0.8635494709014893,0.9640558554817276,0.9807803507363843,0.0105,1.0,16.75
42,keep_last_1,25,20,0.8635494709014893,0.7959680855481728,0.8664332191105844,0.00675,1.0,70.3
42,keep_last_1,26,20,0.8635494709014893,0.7301397840531562,0.808709171012729,0.00925,0.85,140.2
42,keep_last_1,27,20,0.8635494709014893,0.7880688745847176,0.8637935220722008,0.01,1.0,25.1
42,keep_last_1,28,20,0.8635494709014893,0.5487832018272425,0.6497311996146965,0.01275,0.0,302.0
42,keep_last_5,1,20,0.8434890508651733,0.9949860880398671,0.9974788642867238,0.012,1.0,4.55
42,keep_last_5,2,20,0.8434890508651733,0.98941926910299,0.9945642339690434,0.00925,1.0,12.9
42,keep_last_5,3,20,0.8434890508651733,0.5384955149501661,0.6338372990693393,0.009,0.0,302.0
42,keep_last_5,4,20,0.8434890508651733,0.7753889534883721,0.8106944206489511,0.01275,1.0,2.0
42,keep_last_5,5,20,0.8434890508651733,0.49991297757475084,0.604856483666011,0.01175,0.05,287.0
42,keep_last_5,6,20,0.8434890508651733,0.9980027408637874,0.999062846028228,0.0095,1.0,1.0
42,keep_last_5,7,20,0.8434890508651733,0.9967630398671097,0.9984176299153392,0.01025,1.0,2.0
42,keep_last_5,8,20,0.8434890508651733,0.9683614202657808,0.9843855519058639,0.00875,1.0,23.75
42,keep_last_5,9,20,0.8434890508651733,0.5398247508305648,0.6331920780006556,0.0115,0.0,302.0
42,keep_last_5,10,20,0.8434890508651733,0.9113490448504984,0.952525036032131,0.01375,1.0,43.4
42,keep_last_5,11,20,0.8434890508651733,0.9650014534883721,0.9808042064212678,0.009,1.0,9.05
42,keep_last_5,12,20,0.8434890508651733,0.7662238787375415,0.8539225589762691,0.0125,1.0,28.0
42,keep_last_5,13,20,0.8434890508651733,0.9471791528239203,0.9743641863665434,0.00925,1.0,34.0
42,keep_last_5,14,20,0.8434890508651733,0.9939678986710964,0.9968012840583996,0.01025,1.0,4.2
42,keep_last_5,15,20,0.8434890508651733,0.5090596760797342,0.6126990517786921,0.01,0.0,302.0
42,keep_last_5,16,20,0.8434890508651733,0.507149377076412,0.6063643019353568,0.01075,0.0,302.0
42,keep_last_5,17,20,0.8434890508651733,0.9501997300664452,0.9756427733805566,0.00925,1.0,31.2
42,keep_last_5,18,20,0.8434890508651733,0.872426827242525,0.9297144615102889,0.009,1.0,63.75
42,keep_last_5,19,20,0.8434890508651733,0.9039196428571429,0.9454688965066858,0.00975,1.0,34.8
42,keep_last_5,20,20,0.8434890508651733,0.9389695805647841,0.96983979181904,0.009,1.0,41.35
42,keep_last_5,21,20,0.8434890508651733,0.5040317691029901,0.603773660220002,0.0105,0.0,302.0
42,keep_last_5,22,20,0.8434890508651733,0.5575544227574751,0.6474754406226357,0.01275,0.0,302.0
42,keep_last_5,23,20,0.8434890508651733,0.5310147009966777,0.6239337053313415,0.01075,0.0,302.0
42,keep_last_5,24,20,0.8434890508651733,0.9647568936877077,0.9813850271840534,0.011,1.0,15.1
42,keep_last_5,25,20,0.8434890508651733,0.8309324958471761,0.8941940250824186,0.00675,1.0,46.2
42,keep_last_5,26,20,0.8434890508651733,0.849323276578073,0.9109198225358639,0.0095,1.0,42.4
42,keep_last_5,27,20,0.8434890508651733,0.7913156146179402,0.8659020736160531,0.00975,1.0,27.45
42,keep_last_5,28,20,0.8434890508651733,0.5472188745847176,0.6497094337637551,0.01225,0.0,302.0
42,keep_last_10,1,20,0.83207106590271,0.9949749169435216,0.9974689551782269,0.0105,1.0,4.55
42,keep_last_10,2,20,0.83207106590271,0.9896649086378737,0.9946815764906043,0.01,1.0,12.5
42,keep_last_10,3,20,0.83207106590271,0.538203799833887,0.6329333338211537,0.00925,0.0,302.0
42,keep_last_10,4,20,0.83207106590271,0.8720475913621263,0.9007631902596075,0.01225,1.0,2.0
42,keep_last_10,5,20,0.83207106590271,0.5000084094684385,0.6046491184618337,0.01225,0.05,287.0
42,keep_last_10,6,20,0.83207106590271,0.9979871677740864,0.9990573783831133,0.00825,1.0,1.0
42,keep_last_10,7,20,0.83207106590271,0.9967522009966777,0.9984133541590263,0.01175,1.0,2.0
42,keep_last_10,8,20,0.83207106590271,0.9682649086378737,0.9843292997588664,0.008,1.0,23.45
42,keep_last_10,9,20,0.83207106590271,0.5395694559800664,0.6332536801247283,0.0125,0.0,302.0
42,keep_last_10,10,20,0.83207106590271,0.9136043604651163,0.9538354283938442,0.01275,1.0,42.5
42,keep_last_10,11,20,0.83207106590271,0.968327450166113,0.9827018497043043,0.0095,1.0,9.05
42,keep_last_10,12,20,0.83207106590271,0.7672971553156146,0.8548662130777855,0.01125,1.0,27.95
42,keep_last_10,13,20,0.83207106590271,0.9475196220930232,0.9745132744878839,0.0105,1.0,34.0
42,keep_last_10,14,20,0.83207106590271,0.9941582641196013,0.9969229073743094,0.011,1.0,4.05
42,keep_last_10,15,20,0.83207106590271,0.5105014742524917,0.6141520050333344,0.00925,0.0,302.0
42,keep_last_10,16,20,0.83207106590271,0.5081082225913621,0.6076070346937997,0.01,0.0,302.0
42,keep_last_10,17,20,0.83207106590271,0.9507591362126245,0.9760140256634582,0.00925,1.0,31.5
42,keep_last_10,18,20,0.83207106590271,0.8730911544850498,0.930159209151217,0.00875,1.0,63.35
42,keep_last_10,19,20,0.83207106590271,0.9216449543189369,0.9565705342187949,0.00975,1.0,32.9
42,keep_last_10,20,20,0.83207106590271,0.9396158637873754,0.970206836576578,0.01,1.0,40.95
42,keep_last_10,21,20,0.83207106590271,0.5021749792358804,0.6018856276952336,0.00975,0.0,302.0
42,keep_last_10,22,20,0.83207106590271,0.5574966362126246,0.6467671392045583,0.01325,0.0,302.0
42,keep_last_10,23,20,0.83207106590271,0.5343321013289036,0.6279119083891116,0.0105,0.0,302.0
42,keep_last_10,24,20,0.83207106590271,0.9629286752491695,0.9804049239279015,0.01125,1.0,14.85
42,keep_last_10,25,20,0.83207106590271,0.8446769518272426,0.904483752847957,0.00725,1.0,37.05
42,keep_last_10,26,20,0.83207106590271,0.8864341362126246,0.9366286897685691,0.0105,1.0,31.2
42,keep_last_10,27,20,0.83207106590271,0.7975373546511628,0.8703897700556331,0.00925,1.0,25.7
42,keep_last_10,28,20,0.83207106590271,0.5498463870431893,0.6529470976775263,0.0115,0.0,302.0
42,occlude_XMV_01,1,20,0.8641973733901978,0.994854007475083,0.997406690916475,0.00775,1.0,5.0
42,occlude_XMV_01,2,20,0.8641973733901978,0.9889252906976744,0.9943679685176915,0.0105,1.0,13.4
42,occlude_XMV_01,3,20,0.8641973733901978,0.5308792566445183,0.6226691047804906,0.01125,0.0,302.0
42,occlude_XMV_01,4,20,0.8641973733901978,0.9409171096345514,0.9574284870948233,0.00875,1.0,2.0
42,occlude_XMV_01,5,20,0.8641973733901978,0.49958060631229234,0.6041603621720267,0.00925,0.05,287.0
42,occlude_XMV_01,6,20,0.8641973733901978,0.9980482558139535,0.9990826119304747,0.01,1.0,1.0
42,occlude_XMV_01,7,20,0.8641973733901978,0.9967942691029901,0.998449157288072,0.0075,1.0,2.0
42,occlude_XMV_01,8,20,0.8641973733901978,0.9683202657807309,0.984287614550827,0.0085,1.0,24.0
42,occlude_XMV_01,9,20,0.8641973733901978,0.5325132890365448,0.6306689269483239,0.0095,0.0,302.0
42,occlude_XMV_01,10,20,0.8641973733901978,0.9074661544850499,0.9499206777673824,0.01625,1.0,44.0
42,occlude_XMV_01,11,20,0.8641973733901978,0.968701827242525,0.9828822713565463,0.00775,1.0,8.9
42,occlude_XMV_01,12,20,0.8641973733901978,0.750999584717608,0.8428384932915984,0.0105,1.0,29.2
42,occlude_XMV_01,13,20,0.8641973733901978,0.9468058970099668,0.9741182788499042,0.00775,1.0,34.6
42,occlude_XMV_01,14,20,0.8641973733901978,0.9935582225913622,0.9965541851260084,0.0115,1.0,4.3
42,occlude_XMV_01,15,20,0.8641973733901978,0.510771511627907,0.6138766945477416,0.0085,0.0,302.0
42,occlude_XMV_01,16,20,0.8641973733901978,0.5062735465116279,0.604557661656935,0.01275,0.0,302.0
42,occlude_XMV_01,17,20,0.8641973733901978,0.950053903654485,0.9754864543641356,0.01125,1.0,31.4
42,occlude_XMV_01,18,20,0.8641973733901978,0.8669627906976745,0.9263386442970306,0.01125,1.0,64.1
42,occlude_XMV_01,19,20,0.8641973733901978,0.9358279277408638,0.9647098495270834,0.0125,1.0,33.1
42,occlude_XMV_01,20,20,0.8641973733901978,0.9398370639534884,0.9703034113716504,0.01025,1.0,41.75
42,occlude_XMV_01,21,20,0.8641973733901978,0.5097881436877076,0.6112390957890568,0.006,0.0,302.0
42,occlude_XMV_01,22,20,0.8641973733901978,0.5506522217607973,0.6476406042297279,0.00975,0.0,302.0
42,occlude_XMV_01,23,20,0.8641973733901978,0.5286306063122923,0.6236753132022699,0.01075,0.0,302.0
42,occlude_XMV_01,24,20,0.8641973733901978,0.8973390780730897,0.9415332947859842,0.011,1.0,23.2
42,occlude_XMV_01,25,20,0.8641973733901978,0.8598593438538206,0.9146589298010295,0.00775,1.0,42.9
42,occlude_XMV_01,26,20,0.8641973733901978,0.9160750415282392,0.9541734157830329,0.0085,1.0,30.35
42,occlude_XMV_01,27,20,0.8641973733901978,0.7887063122923588,0.8641840513069451,0.01,1.0,28.45
42,occlude_XMV_01,28,20,0.8641973733901978,0.5443362956810631,0.6465004128987455,0.012,0.0,302.0
42,occlude_XMV_02,1,20,0.8812377452850342,0.9946548172757476,0.9973187014981366,0.01275,1.0,5.1
42,occlude_XMV_02,2,20,0.8812377452850342,0.9890081395348838,0.9943638642587077,0.00875,1.0,13.45
42,occlude_XMV_02,3,20,0.8812377452850342,0.5366588662790698,0.6310642715935291,0.0105,0.0,302.0
42,occlude_XMV_02,4,20,0.8812377452850342,0.9471332018272425,0.9613310577967619,0.0105,1.0,2.0
42,occlude_XMV_02,5,20,0.8812377452850342,0.4980036129568106,0.6027362161717426,0.01075,0.0,302.0
42,occlude_XMV_02,6,20,0.8812377452850342,0.9980555647840531,0.9990875732013399,0.00775,1.0,1.0
42,occlude_XMV_02,7,20,0.8812377452850342,0.9968272009966778,0.9984450341481784,0.00975,1.0,2.0
42,occlude_XMV_02,8,20,0.8812377452850342,0.96800103820598,0.9841743925943481,0.0085,1.0,24.2
42,occlude_XMV_02,9,20,0.8812377452850342,0.5330455149501662,0.6230101721166941,0.011,0.0,302.0
42,occlude_XMV_02,10,20,0.8812377452850342,0.9059617317275748,0.9489153869310951,0.0175,1.0,43.0
42,occlude_XMV_02,11,20,0.8812377452850342,0.9676333056478406,0.982187294311202,0.009,1.0,10.3
42,occlude_XMV_02,12,20,0.8812377452850342,0.7482404900332226,0.8403175093081005,0.01125,1.0,30.45
42,occlude_XMV_02,13,20,0.8812377452850342,0.9464350913621262,0.9740679834429811,0.0075,1.0,34.25
42,occlude_XMV_02,14,20,0.8812377452850342,0.9931335548172757,0.996254676594315,0.00875,1.0,4.2
42,occlude_XMV_02,15,20,0.8812377452850342,0.5037233181063123,0.6074936108730755,0.01125,0.0,302.0
42,occlude_XMV_02,16,20,0.8812377452850342,0.5049462832225914,0.6069895301704903,0.0105,0.0,302.0
42,occlude_XMV_02,17,20,0.8812377452850342,0.9498857973421927,0.9753648679272295,0.0125,1.0,31.4
42,occlude_XMV_02,18,20,0.8812377452850342,0.8663133928571428,0.9258684755025663,0.01,1.0,64.8
42,occlude_XMV_02,19,20,0.8812377452850342,0.9319590946843854,0.9623872975284057,0.01125,1.0,33.1
42,occlude_XMV_02,20,20,0.8812377452850342,0.9390384551495017,0.9698319297010162,0.00775,1.0,41.75
42,occlude_XMV_02,21,20,0.8812377452850342,0.5140902823920266,0.6157274774921809,0.0085,0.0,302.0
42,occlude_XMV_02,22,20,0.8812377452850342,0.5539500622923588,0.6430025654350455,0.01175,0.0,302.0
42,occlude_XMV_02,23,20,0.8812377452850342,0.5232267026578074,0.6148517383451477,0.013,0.0,302.0
42,occlude_XMV_02,24,20,0.8812377452850342,0.964018542358804,0.9810574965370394,0.01225,1.0,15.35
42,occlude_XMV_02,25,20,0.8812377452850342,0.6585954111295681,0.7565289761480355,0.0075,0.55,216.2
42,occlude_XMV_02,26,20,0.8812377452850342,0.9132979235880399,0.9525983376317346,0.009,1.0,29.65
42,occlude_XMV_02,27,20,0.8812377452850342,0.7883375830564784,0.8618894991096387,0.01075,1.0,30.15
42,occlude_XMV_02,28,20,0.8812377452850342,0.5409630606312292,0.6438199323877277,0.01275,0.0,302.0
42,occlude_XMV_03,1,20,0.8465259075164795,0.9949745016611296,0.997472834955313,0.009,1.0,4.55
42,occlude_XMV_03,2,20,0.8465259075164795,0.9894214700996677,0.9945614248478921,0.00925,1.0,12.15
42,occlude_XMV_03,3,20,0.8465259075164795,0.5375928571428571,0.6317013008975143,0.01075,0.0,302.0
42,occlude_XMV_03,4,20,0.8465259075164795,0.9523243355481728,0.965082704577942,0.01175,1.0,2.0
42,occlude_XMV_03,5,20,0.8465259075164795,0.5003593853820598,0.6059198451795049,0.01125,0.0,302.0
42,occlude_XMV_03,6,20,0.8465259075164795,0.9980365033222591,0.999071128564576,0.00875,1.0,1.0
42,occlude_XMV_03,7,20,0.8465259075164795,0.9966948920265781,0.9983887706292002,0.0115,1.0,2.0
42,occlude_XMV_03,8,20,0.8465259075164795,0.9690679401993355,0.9847744262076902,0.012,1.0,23.05
42,occlude_XMV_03,9,20,0.8465259075164795,0.542585465116279,0.6376749689191095,0.01275,0.0,302.0
42,occlude_XMV_03,10,20,0.8465259075164795,0.9124328073089701,0.9531014763190786,0.011,1.0,43.1
42,occlude_XMV_03,11,20,0.8465259075164795,0.9699615863787375,0.9836955634316766,0.00875,1.0,9.1
42,occlude_XMV_03,12,20,0.8465259075164795,0.7664609634551495,0.8543572249077914,0.01225,1.0,28.4
42,occlude_XMV_03,13,20,0.8465259075164795,0.9482611295681063,0.9747475406255925,0.00925,1.0,34.2
42,occlude_XMV_03,14,20,0.8465259075164795,0.9939406561461794,0.9967943176654366,0.0105,1.0,4.25
42,occlude_XMV_03,15,20,0.8465259075164795,0.5074685215946844,0.610089047586612,0.014,0.0,302.0
42,occlude_XMV_03,16,20,0.8465259075164795,0.5116133928571429,0.6094259378489976,0.0105,0.0,302.0
42,occlude_XMV_03,17,20,0.8465259075164795,0.9508953903654485,0.9759844100970614,0.00925,1.0,31.4
42,occlude_XMV_03,18,20,0.8465259075164795,0.8729549418604651,0.9300245932624552,0.00775,1.0,63.65
42,occlude_XMV_03,19,20,0.8465259075164795,0.939591196013289,0.9672560264736765,0.0095,1.0,31.15
42,occlude_XMV_03,20,20,0.8465259075164795,0.9394015365448505,0.9701043065164401,0.01225,1.0,41.15
42,occlude_XMV_03,21,20,0.8465259075164795,0.4949645764119601,0.5949154614813241,0.013,0.0,302.0
42,occlude_XMV_03,22,20,0.8465259075164795,0.5570253529900332,0.6491957442699583,0.01275,0.0,302.0
42,occlude_XMV_03,23,20,0.8465259075164795,0.5149918812292359,0.6130852762825766,0.00925,0.0,302.0
42,occlude_XMV_03,24,20,0.8465259075164795,0.9668251868770764,0.9827566392558933,0.011,1.0,15.0
42,occlude_XMV_03,25,20,0.8465259075164795,0.8661741279069768,0.9190503674160632,0.00825,1.0,36.9
42,occlude_XMV_03,26,20,0.8465259075164795,0.920275830564784,0.956858511822579,0.00975,1.0,29.9
42,occlude_XMV_03,27,20,0.8465259075164795,0.7955830980066445,0.8697035479865404,0.0095,1.0,25.75
42,occlude_XMV_03,28,20,0.8465259075164795,0.5501520764119602,0.6529352667621088,0.01125,0.0,302.0
42,occlude_XMV_04,1,20,0.8413684964179993,0.9948466777408638,0.9974125541022623,0.00925,1.0,4.7
42,occlude_XMV_04,2,20,0.8413684964179993,0.989213953488372,0.9944894521346265,0.00975,1.0,12.4
42,occlude_XMV_04,3,20,0.8413684964179993,0.5361834509966777,0.6299058535676965,0.0105,0.0,302.0
42,occlude_XMV_04,4,20,0.8413684964179993,0.9569629983388704,0.9691689904065369,0.00875,1.0,2.0
42,occlude_XMV_04,5,20,0.8413684964179993,0.49926818936877077,0.604793157742618,0.00975,0.0,302.0
42,occlude_XMV_04,6,20,0.8413684964179993,0.9979822674418605,0.9990567493266331,0.00775,1.0,1.0
42,occlude_XMV_04,7,20,0.8413684964179993,0.5693503529900332,0.6937730513072202,0.01025,1.0,2.0
42,occlude_XMV_04,8,20,0.8413684964179993,0.9681401162790698,0.984272526169388,0.01075,1.0,24.0
42,occlude_XMV_04,9,20,0.8413684964179993,0.5382730689368771,0.6344150744974247,0.01025,0.0,302.0
42,occlude_XMV_04,10,20,0.8413684964179993,0.9122875207641196,0.9531151223445722,0.01,1.0,43.5
42,occlude_XMV_04,11,20,0.8413684964179993,0.9697853820598007,0.9836194976672782,0.00925,1.0,9.05
42,occlude_XMV_04,12,20,0.8413684964179993,0.7635014327242525,0.8521363665844945,0.00875,1.0,28.4
42,occlude_XMV_04,13,20,0.8413684964179993,0.9480426287375415,0.9746845841949279,0.00925,1.0,34.25
42,occlude_XMV_04,14,20,0.8413684964179993,0.9941983803986711,0.9969124579724459,0.01075,1.0,4.25
42,occlude_XMV_04,15,20,0.8413684964179993,0.5108379360465116,0.6148329814609255,0.00975,0.0,302.0
42,occlude_XMV_04,16,20,0.8413684964179993,0.5049606519933555,0.6045650885459724,0.0105,0.0,302.0
42,occlude_XMV_04,17,20,0.8413684964179993,0.9504850290697674,0.9758803481066055,0.00925,1.0,31.6
42,occlude_XMV_04,18,20,0.8413684964179993,0.871440988372093,0.9291511632664676,0.0075,1.0,63.35
42,occlude_XMV_04,19,20,0.8413684964179993,0.9383574335548173,0.9666463781632461,0.0095,1.0,31.85
42,occlude_XMV_04,20,20,0.8413684964179993,0.9392004360465116,0.9699771554853616,0.00875,1.0,41.75
42,occlude_XMV_04,21,20,0.8413684964179993,0.499296303986711,0.5996304056063965,0.0125,0.0,302.0
42,occlude_XMV_04,22,20,0.8413684964179993,0.5527875207641196,0.6424327782196575,0.01325,0.0,302.0
42,occlude_XMV_04,23,20,0.8413684964179993,0.5369463662790698,0.6294029707212205,0.01175,0.0,302.0
42,occlude_XMV_04,24,20,0.8413684964179993,0.9670466362126245,0.9828635417650694,0.00725,1.0,15.2
42,occlude_XMV_04,25,20,0.8413684964179993,0.8629152823920265,0.916885837372852,0.0075,1.0,37.65
42,occlude_XMV_04,26,20,0.8413684964179993,0.5527865656146179,0.6546366715233082,0.011,0.15,275.7
42,occlude_XMV_04,27,20,0.8413684964179993,0.7973748754152824,0.8701379935342675,0.0095,1.0,26.1
42,occlude_XMV_04,28,20,0.8413684964179993,0.5450408014950167,0.6492641639739575,0.011,0.0,302.0
42,occlude_XMV_05,1,20,0.8194200396537781,0.9950453488372093,0.9975019488558962,0.00875,1.0,4.35
42,occlude_XMV_05,2,20,0.8194200396537781,0.9897280315614618,0.9947176269467549,0.0095,1.0,11.95
42,occlude_XMV_05,3,20,0.8194200396537781,0.5401351328903654,0.6339151595443463,0.01075,0.0,302.0
42,occlude_XMV_05,4,20,0.8194200396537781,0.9623112126245847,0.9731175611431905,0.0115,1.0,2.0
42,occlude_XMV_05,5,20,0.8194200396537781,0.501271511627907,0.6062633073090348,0.0115,0.05,287.0
42,occlude_XMV_05,6,20,0.8194200396537781,0.9979763289036545,0.999053047335399,0.008,1.0,1.0
42,occlude_XMV_05,7,20,0.8194200396537781,0.9967485049833887,0.9984144720614974,0.011,1.0,2.0
42,occlude_XMV_05,8,20,0.8194200396537781,0.9684860880398671,0.9844352303969036,0.0095,1.0,23.25
42,occlude_XMV_05,9,20,0.8194200396537781,0.5411786752491694,0.636443170526248,0.012,0.0,302.0
