seed,condition,fault_id,runs,threshold,auroc,auprc,pre_fpr,detected_ratio,censored_delay_mean,channel,original_auroc,original_auprc,original_pre_fpr,delta_auroc,delta_auprc,delta_pre_fpr,mode
42,occlude_XMV_09,18,20,0.8194200396537781,0.8746010382059801,0.9312041601317644,0.00975,1.0,63.0,9,0.8746010382059801,0.9312041601317644,0.00975,0.0,0.0,0.0,zero
42,occlude_XMV_09,19,20,0.8194200396537781,0.9407816860465116,0.968092005024265,0.01,1.0,30.3,9,0.9407816860465116,0.968092005024265,0.01,0.0,0.0,0.0,zero
42,occlude_XMV_09,20,20,0.8194200396537781,0.9393603820598008,0.9701203008228004,0.01025,1.0,41.25,9,0.9393603820598008,0.9701203008228004,0.01025,0.0,0.0,0.0,zero
42,occlude_XMV_09,21,20,0.8194200396537781,0.5010575166112957,0.6005253488590919,0.01075,0.0,302.0,9,0.5010575166112957,0.6005253488590919,0.01075,0.0,0.0,0.0,zero
42,occlude_XMV_09,22,20,0.8194200396537781,0.5580262666112957,0.6488839134900278,0.01375,0.0,302.0,9,0.5580262666112957,0.6488839134900278,0.01375,0.0,0.0,0.0,zero
42,occlude_XMV_09,23,20,0.8194200396537781,0.5385429609634551,0.6322182187672772,0.00925,0.0,302.0,9,0.5385429609634551,0.6322182187672772,0.00925,0.0,0.0,0.0,zero
42,occlude_XMV_09,24,20,0.8194200396537781,0.9685969684385382,0.9836734159911134,0.00975,1.0,14.95,9,0.9685969684385382,0.9836734159911134,0.00975,0.0,0.0,0.0,zero
42,occlude_XMV_09,25,20,0.8194200396537781,0.870930419435216,0.9224774787576954,0.009,1.0,35.45,9,0.870930419435216,0.9224774787576954,0.009,0.0,0.0,0.0,zero
42,occlude_XMV_09,26,20,0.8194200396537781,0.9226222799003322,0.958210787147706,0.009,1.0,28.9,9,0.9226222799003322,0.958210787147706,0.009,0.0,0.0,0.0,zero
42,occlude_XMV_09,27,20,0.8194200396537781,0.8054270971760797,0.8766934314632385,0.01,1.0,24.55,9,0.8054270971760797,0.8766934314632385,0.01,0.0,0.0,0.0,zero
42,occlude_XMV_09,28,20,0.8194200396537781,0.5542116486710963,0.6585390269685509,0.009,0.0,302.0,9,0.5542116486710963,0.6585390269685509,0.009,0.0,0.0,0.0,zero
42,occlude_XMV_10,1,20,0.819113552570343,0.9950597176079734,0.9975075960219252,0.0095,1.0,4.45,10,0.9950453488372092,0.9975019488558962,0.00875,-1.4368770764217054e-05,-5.647166029021378e-06,0.0007499999999999989,zero
42,occlude_XMV_10,2,20,0.819113552570343,0.9897601744186046,0.994733582694287,0.00925,1.0,11.9,10,0.9897280315614618,0.9947176269467548,0.0095,-3.214285714281395e-05,-1.5955747532214737e-05,-0.0002500000000000002,zero
42,occlude_XMV_10,3,20,0.819113552570343,0.5394873131229236,0.6333827603183101,0.01075,0.0,302.0,10,0.5401351328903654,0.6339151595443463,0.01075,0.0006478197674417707,0.0005323992260362065,0.0,zero
42,occlude_XMV_10,4,20,0.819113552570343,0.5157868147840532,0.6254644321506165,0.0115,1.0,2.0,10,0.9623112126245849,0.9731175611431904,0.0115,0.44652439784053166,0.34765312899257383,0.0,zero
42,occlude_XMV_10,5,20,0.819113552570343,0.5014721760797343,0.6065022741654051,0.01175,0.05,287.0,10,0.501271511627907,0.6062633073090348,0.0115,-0.00020066445182731485,-0.00023896685637037063,0.0002500000000000002,zero
42,occlude_XMV_10,6,20,0.819113552570343,0.9979737956810631,0.999052115618963,0.0075,1.0,1.0,10,0.9979763289036544,0.999053047335399,0.008,2.533222591249995e-06,9.317164360034269e-07,-0.0005000000000000004,zero
42,occlude_XMV_10,7,20,0.819113552570343,0.9967526578073088,0.9984166008482602,0.011,1.0,2.0,10,0.9967485049833888,0.9984144720614974,0.011,-4.152823919967297e-06,-2.1287867628672075e-06,0.0,zero
42,occlude_XMV_10,8,20,0.819113552570343,0.968446719269103,0.984409741173064,0.00975,1.0,23.25,10,0.9684860880398672,0.9844352303969036,0.0095,3.936877076426981e-05,2.548922383960317e-05,0.0002500000000000002,zero
42,occlude_XMV_10,9,20,0.819113552570343,0.5412033222591363,0.6364804265807865,0.012,0.0,302.0,10,0.5411786752491694,0.636443170526248,0.012,-2.464700996684943e-05,-3.7256054538525873e-05,0.0,zero
42,occlude_XMV_10,10,20,0.819113552570343,0.9153722176079734,0.95489314238033,0.0105,1.0,43.1,10,0.9153458679401992,0.9548864845659164,0.01075,-2.6349667774150376e-05,-6.657814413557617e-06,-0.0002499999999999985,zero
42,occlude_XMV_10,11,20,0.819113552570343,0.9499491901993355,0.9725108377066513,0.011,1.0,9.15,10,0.9713864825581396,0.9844883718970426,0.01075,0.021437292358804094,0.011977534190391381,0.0002500000000000002,zero
42,occlude_XMV_10,12,20,0.819113552570343,0.7722100083056478,0.858647886819346,0.01125,1.0,25.5,10,0.7727283430232558,0.8590352291185905,0.01125,0.0005183347176079822,0.0003873422992445308,0.0,zero
42,occlude_XMV_10,13,20,0.819113552570343,0.9480753737541529,0.9747346482431438,0.01075,1.0,33.9,10,0.9480479651162792,0.9747228581028424,0.0105,-2.7408637873649333e-05,-1.1790140301393137e-05,0.0002499999999999985,zero
42,occlude_XMV_10,14,20,0.819113552570343,0.993877450166113,0.996743048759736,0.012,1.0,4.15,10,0.9943271179401992,0.9970330030988448,0.01175,0.000449667774086282,0.0002899543391088333,0.0002500000000000002,zero
42,occlude_XMV_10,15,20,0.819113552570343,0.5136232973421927,0.6171094570231309,0.00975,0.0,302.0,10,0.5134059385382059,0.6168732403019865,0.00975,-0.00021735880398676688,-0.00023621672114437775,0.0,zero
42,occlude_XMV_10,16,20,0.819113552570343,0.5085108388704319,0.6081479246417322,0.0105,0.0,302.0,10,0.5082352159468438,0.6079852292590551,0.01025,-0.0002756229235880703,-0.0001626953826771027,0.0002500000000000002,zero
42,occlude_XMV_10,17,20,0.819113552570343,0.9503413413621262,0.9757409897193264,0.0085,1.0,31.4,10,0.9507947051495016,0.9760426805688116,0.0085,0.00045336378737537153,0.00030169084948517,0.0,zero
42,occlude_XMV_10,18,20,0.819113552570343,0.8752611710963455,0.931594163724754,0.01,1.0,63.0,10,0.8746010382059801,0.9312041601317644,0.00975,-0.0006601328903653725,-0.000390003592989574,0.0002500000000000002,zero
42,occlude_XMV_10,19,20,0.819113552570343,0.9407091362126244,0.9680250703309374,0.01,1.0,30.3,10,0.9407816860465116,0.968092005024265,0.01,7.254983388715885e-05,6.6934693327525e-05,0.0,zero
42,occlude_XMV_10,20,20,0.819113552570343,0.9394115448504984,0.9701397651776772,0.01025,1.0,41.25,10,0.9393603820598008,0.9701203008228004,0.01025,-5.116279069761198e-05,-1.946435487676368e-05,0.0,zero
42,occlude_XMV_10,21,20,0.819113552570343,0.5011170058139535,0.6005844807144963,0.011,0.0,302.0,10,0.5010575166112957,0.6005253488590919,0.01075,-5.94892026577476e-05,-5.913185540440402e-05,0.0002500000000000002,zero
42,occlude_XMV_10,22,20,0.819113552570343,0.5579647840531562,0.6485076211089011,0.01425,0.0,302.0,10,0.5580262666112957,0.6488839134900278,0.01375,6.148255813953618e-05,0.00037629238112668606,0.0005000000000000004,zero
42,occlude_XMV_10,23,20,0.819113552570343,0.5386022840531561,0.6321103457893277,0.00925,0.0,302.0,10,0.5385429609634551,0.6322182187672772,0.00925,-5.93230897010244e-05,0.00010787297794956352,0.0,zero
42,occlude_XMV_10,24,20,0.819113552570343,0.9684732558139536,0.983609076809288,0.00975,1.0,14.95,10,0.9685969684385382,0.9836734159911134,0.00975,0.0001237126245845488,6.433918182535692e-05,0.0,zero
42,occlude_XMV_10,25,20,0.819113552570343,0.8710558970099668,0.9225849425735246,0.0095,1.0,35.45,10,0.870930419435216,0.9224774787576954,0.009,-0.00012547757475078747,-0.00010746381582926734,0.0005000000000000004,zero
42,occlude_XMV_10,26,20,0.819113552570343,0.9223913828903656,0.9580815414200594,0.0095,1.0,28.8,10,0.9226222799003322,0.958210787147706,0.009,0.0002308970099665908,0.0001292457276466097,0.0005000000000000004,zero
42,occlude_XMV_10,27,20,0.819113552570343,0.7847960755813953,0.8630247973184513,0.01,1.0,25.7,10,0.8054270971760797,0.8766934314632385,0.01,0.02063102159468444,0.01366863414478725,0.0,zero
42,occlude_XMV_10,28,20,0.819113552570343,0.5540485049833888,0.6582323323309693,0.0095,0.0,302.0,10,0.5542116486710963,0.6585390269685509,0.009,0.0001631436877075343,0.0003066946375815949,0.0005000000000000004,zero
42,occlude_XMV_11,1,20,0.8194270730018616,0.9950467607973422,0.9975025034408695,0.00925,1.0,4.35,11,0.9950453488372092,0.9975019488558962,0.00875,-1.4119601330353504e-06,-5.545849733890051e-07,0.0004999999999999987,zero
42,occlude_XMV_11,2,20,0.8194270730018616,0.9897359634551496,0.9947198472146508,0.00925,1.0,11.95,11,0.9897280315614618,0.9947176269467548,0.0095,-7.93189368775149e-06,-2.220267895980399e-06,-0.0002500000000000002,zero
42,occlude_XMV_11,3,20,0.8194270730018616,0.5401445805647841,0.6340568331432058,0.01075,0.0,302.0,11,0.5401351328903654,0.6339151595443463,0.01075,-9.447674418683327e-06,-0.00014167359885952635,0.0,zero
42,occlude_XMV_11,4,20,0.8194270730018616,0.9622521387043188,0.9730677158468344,0.012,1.0,2.0,11,0.9623112126245849,0.9731175611431904,0.0115,5.907392026605063e-05,4.984529635598811e-05,0.0005000000000000004,zero
42,occlude_XMV_11,5,20,0.8194270730018616,0.5007268064784053,0.606027926952757,0.01125,0.05,287.0,11,0.501271511627907,0.6062633073090348,0.0115,0.0005447051495016675,0.0002353803562777923,-0.0002500000000000002,zero
42,occlude_XMV_11,6,20,0.8194270730018616,0.9979706810631228,0.9990510401483108,0.008,1.0,1.0,11,0.9979763289036544,0.999053047335399,0.008,5.64784053158629e-06,2.007187088204354e-06,0.0,zero
42,occlude_XMV_11,7,20,0.8194270730018616,0.9967533637873754,0.9984165753620696,0.011,1.0,2.0,11,0.9967485049833888,0.9984144720614974,0.011,-4.858803986595994e-06,-2.1033005722648213e-06,0.0,zero
42,occlude_XMV_11,8,20,0.8194270730018616,0.9685020556478404,0.984444506087272,0.00975,1.0,23.25,11,0.9684860880398672,0.9844352303969036,0.0095,-1.5967607973177422e-05,-9.275690368348855e-06,0.0002500000000000002,zero
42,occlude_XMV_11,9,20,0.8194270730018616,0.5413168812292359,0.6367308811491992,0.01175,0.0,302.0,11,0.5411786752491694,0.636443170526248,0.012,-0.0001382059800665303,-0.0002877106229511872,-0.0002500000000000002,zero
42,occlude_XMV_11,10,20,0.8194270730018616,0.9151788828903654,0.9548130032708508,0.0105,1.0,43.1,11,0.9153458679401992,0.9548864845659164,0.01075,0.00016698504983381213,7.348129506556944e-05,-0.0002499999999999985,zero
42,occlude_XMV_11,11,20,0.8194270730018616,0.9713472591362128,0.9844603902865044,0.01075,1.0,9.0,11,0.9713864825581396,0.9844883718970426,0.01075,3.922342192685946e-05,2.798161053818582e-05,0.0,zero
42,occlude_XMV_11,12,20,0.8194270730018616,0.7718181063122923,0.8584588743194939,0.011,1.0,25.4,11,0.7727283430232558,0.8590352291185905,0.01125,0.0009102367109634635,0.0005763547990966789,-0.0002500000000000002,zero
