architecture,seed,fault_id,auroc_F0,auroc_F0-C,auroc_F1,auprc_F0,auprc_F0-C,auprc_F1,delta_auroc_f0,delta_auroc_f0c,delta_auprc_f0,delta_auprc_f0c
tcn,44,20,0.985175232593546,0.9837193332174526,0.9857697345468756,0.9949307383620686,0.994346143916912,0.995169563530679,0.0005945019533295515,0.002050401329422913,0.00023882516861040148,0.0008234196137669736
tcn,44,21,0.5018613616723313,0.5019468391070282,0.5013755872624908,0.708012848107973,0.7081250142836618,0.7078801618334191,-0.00048577440984054476,-0.0005712518445374348,-0.00013268627455398363,-0.0002448524502427496
tcn,44,22,0.5423046701159671,0.5411333842468802,0.55894044347795,0.7362966970317362,0.7354517259341765,0.7484057165823259,0.016635773361982964,0.017807059231069844,0.012109019550589739,0.012953990648149394
tcn,44,23,0.5191433425914626,0.5191886778380604,0.5478617173274949,0.7209129868842952,0.7208470655017294,0.7398015290628553,0.028718374736032337,0.02867303948943445,0.018888542178560175,0.018954463561125956
tcn,44,24,0.8518938637464727,0.8631674883102249,0.9667906775200048,0.9384334923499438,0.9439800809884932,0.9876748542953164,0.11489681377353211,0.10362318920977986,0.04924136194537265,0.043694773306823254
tcn,44,25,0.6323424330511515,0.6328010340504377,0.9239929688761668,0.8033047472272888,0.8035010263225044,0.9716422056171278,0.2916505358250153,0.291191934825729,0.16833745838983893,0.16814117929462336
tcn,44,26,0.5349577898343029,0.5363005298460636,0.921441512908988,0.7330249138986834,0.734148394621705,0.9708845827843602,0.38648372307468515,0.38514098306292444,0.23785966888567678,0.23673618816265518
tcn,44,27,0.7834431303078605,0.7829387841647775,0.7896854516697301,0.903862364561662,0.903589065686135,0.9076467995690648,0.0062423213618696405,0.006746667504952675,0.0037844350074027755,0.004057733882929848
tcn,44,28,0.567620161517988,0.5675662061024755,0.5683094329365035,0.7639252407407833,0.7638688166116372,0.7646099482967852,0.0006892714185154913,0.0007432268340279435,0.0006847075560019178,0.0007411316851479999
tcn,45,1,0.9989347049171636,0.9989296166444152,0.99899294730263,0.9996335282994296,0.9996312467547622,0.9996532909939224,5.8242385466367175e-05,6.333065821484407e-05,1.9762694492775346e-05,2.2044239160190493e-05
